Delivery Start (CET);Delivery End (CET);SE2 Accepted Down Volume (MW);SE2 Accepted Up Volume (MW);SE2 Activated Down Volume (MW);SE2 Activated Up Volume (MW);SE2 Down Price (EUR);SE2 Imbalance Price (EUR);SE2 Up Price (EUR)
12.09.2025 18:00:00;12.09.2025 18:15:00;585;694;0;39;4.11;4.11;23.95
12.09.2025 18:15:00;12.09.2025 18:30:00;586;694;0;193;4.11;55;55
12.09.2025 18:30:00;12.09.2025 18:45:00;587;693;0;0;4.11;4.11;4.72
12.09.2025 18:45:00;12.09.2025 19:00:00;582;694;0;0;4.11;4.11;5
12.09.2025 19:00:00;12.09.2025 19:15:00;429;965;0;0;3.72;3.72;4.44
12.09.2025 19:15:00;12.09.2025 19:30:00;429;970;0;58;3.72;8;8
12.09.2025 19:30:00;12.09.2025 19:45:00;428;964;0;170;3.72;8;8
12.09.2025 19:45:00;12.09.2025 20:00:00;429;964;0;13;3.72;3.72;8
12.09.2025 20:00:00;12.09.2025 20:15:00;461;992;0;134;3.17;3.17;8
12.09.2025 20:15:00;12.09.2025 20:30:00;460;992;44;0;-1;-1;3.17
12.09.2025 20:30:00;12.09.2025 20:45:00;457;989;0;9;3.17;6;6
12.09.2025 20:45:00;12.09.2025 21:00:00;449;984;108;0;-1;-1;3.17
12.09.2025 21:00:00;12.09.2025 21:15:00;425;1049;72;0;-1;-1;2.92
12.09.2025 21:15:00;12.09.2025 21:30:00;423;958;78;29;-1;-1;8
12.09.2025 21:30:00;12.09.2025 21:45:00;422;794;0;143;2.92;8;8
12.09.2025 21:45:00;12.09.2025 22:00:00;414;941;0;147;2.92;9;9
12.09.2025 22:00:00;12.09.2025 22:15:00;409;941;0;343;3.62;72;72
12.09.2025 22:15:00;12.09.2025 22:30:00;406;935;0;470;3.62;61.19;61.19
12.09.2025 22:30:00;12.09.2025 22:45:00;402;928;0;472;3.62;65;65
12.09.2025 22:45:00;12.09.2025 23:00:00;395;921;0;416;3.62;46.24;46.24
12.09.2025 23:00:00;12.09.2025 23:15:00;384;938;0;435;3.48;46.24;46.24
12.09.2025 23:15:00;12.09.2025 23:30:00;384;930;0;169;3.48;20;20
12.09.2025 23:30:00;12.09.2025 23:45:00;382;924;0;136;3.48;10;10
12.09.2025 23:45:00;13.09.2025 00:00:00;380;918;0;75;3.48;3.48;8
13.09.2025 00:00:00;13.09.2025 00:15:00;506;984;0;147;3.68;40;40
13.09.2025 00:15:00;13.09.2025 00:30:00;363;879;0;201;3.68;40;40
13.09.2025 00:30:00;13.09.2025 00:45:00;364;875;1;0;2.97;2.97;3.68
13.09.2025 00:45:00;13.09.2025 01:00:00;352;780;0;4;3.68;3.68;6.68
13.09.2025 01:00:00;13.09.2025 01:15:00;450;778;18;0;0;0;4.26
13.09.2025 01:15:00;13.09.2025 01:30:00;445;778;0;0;4.26;4.26;4.28
13.09.2025 01:30:00;13.09.2025 01:45:00;443;778;7;0;3.26;3.26;4.26
13.09.2025 01:45:00;13.09.2025 02:00:00;438;774;55;0;-1;-1;4.26
13.09.2025 02:00:00;13.09.2025 02:15:00;470;738;49;0;-2;-2;5.77
13.09.2025 02:15:00;13.09.2025 02:30:00;462;738;64;0;-3;-3;5.77
13.09.2025 02:30:00;13.09.2025 02:45:00;462;738;64;0;-3;-3;5.77
13.09.2025 02:45:00;13.09.2025 03:00:00;459;739;34;0;-1;-1;5.77
13.09.2025 03:00:00;13.09.2025 03:15:00;464;739;0;70;7.11;45;45
13.09.2025 03:15:00;13.09.2025 03:30:00;462;739;0;34;7.11;7.11;12.95
13.09.2025 03:30:00;13.09.2025 03:45:00;465;739;0;33;7.11;7.11;15
13.09.2025 03:45:00;13.09.2025 04:00:00;464;739;0;34;7.11;7.11;12.34
13.09.2025 04:00:00;13.09.2025 04:15:00;474;738;0;0;7.95;7.95;8.62
13.09.2025 04:15:00;13.09.2025 04:30:00;475;739;2;0;6;6;7.95
13.09.2025 04:30:00;13.09.2025 04:45:00;477;738;8;0;5.13;5.13;7.95
13.09.2025 04:45:00;13.09.2025 05:00:00;481;738;11;0;5.33;5.33;7.95
13.09.2025 05:00:00;13.09.2025 05:15:00;470;739;13;0;1;1;8.31
13.09.2025 05:15:00;13.09.2025 05:30:00;474;739;0;12;8.31;8.31;12
13.09.2025 05:30:00;13.09.2025 05:45:00;476;739;0;95;8.31;30.17;30.17
13.09.2025 05:45:00;13.09.2025 06:00:00;473;739;0;94;8.31;30.17;30.17
13.09.2025 06:00:00;13.09.2025 06:15:00;485;739;14;0;0;0;8.99
13.09.2025 06:15:00;13.09.2025 06:30:00;485;739;45;0;-2;-2;8.99
13.09.2025 06:30:00;13.09.2025 06:45:00;484;739;13;0;0;0;8.99
13.09.2025 06:45:00;13.09.2025 07:00:00;483;737;0;24;8.99;8.99;12.7
13.09.2025 07:00:00;13.09.2025 07:15:00;475;740;7;0;4.82;4.82;9.76
13.09.2025 07:15:00;13.09.2025 07:30:00;466;740;0;49;9.76;23.95;23.95
13.09.2025 07:30:00;13.09.2025 07:45:00;466;740;0;0;9.53;9.53;9.76
13.09.2025 07:45:00;13.09.2025 08:00:00;466;734;19;0;-1;-1;9.76
13.09.2025 08:00:00;13.09.2025 08:15:00;473;576;67;0;-3;-3;10.78
13.09.2025 08:15:00;13.09.2025 08:30:00;474;576;51;0;-2.07;-2.07;10.78
13.09.2025 08:30:00;13.09.2025 08:45:00;475;575;0;39;10.78;23.95;23.95
13.09.2025 08:45:00;13.09.2025 09:00:00;476;575;0;95;10.78;45;45
13.09.2025 09:00:00;13.09.2025 09:15:00;524;581;0;188;11.15;61.17;61.17
13.09.2025 09:15:00;13.09.2025 09:30:00;501;581;0;170;11.15;47.65;47.65
13.09.2025 09:30:00;13.09.2025 09:45:00;503;581;0;166;11.15;52;52
13.09.2025 09:45:00;13.09.2025 10:00:00;503;581;0;96;11.15;43.84;43.84
13.09.2025 10:00:00;13.09.2025 10:15:00;515;633;0;381;9.7;100;100
13.09.2025 10:15:00;13.09.2025 10:30:00;515;637;0;205;9.7;35;35
13.09.2025 10:30:00;13.09.2025 10:45:00;521;637;0;185;9.7;35;35
13.09.2025 10:45:00;13.09.2025 11:00:00;524;781;58;62;-10;17;17
13.09.2025 11:00:00;13.09.2025 11:15:00;239;789;218;5;-10;-10;10
13.09.2025 11:15:00;13.09.2025 11:30:00;454;789;34;0;0;0;4.35
13.09.2025 11:30:00;13.09.2025 11:45:00;459;789;105;0;-5;-5;4.35
13.09.2025 11:45:00;13.09.2025 12:00:00;421;788;139;0;-36.63;-36.63;4.35
13.09.2025 12:00:00;13.09.2025 12:15:00;215;825;306;0;-36.63;-36.63;3.77
13.09.2025 12:15:00;13.09.2025 12:30:00;425;828;155;0;-7;-7;3.77
13.09.2025 12:30:00;13.09.2025 12:45:00;426;831;205;0;-10;-10;3.77
13.09.2025 12:45:00;13.09.2025 13:00:00;427;834;231;0;-13.4;-13.4;3.77
13.09.2025 13:00:00;13.09.2025 13:15:00;355;914;133;0;-10;-10;3.41
13.09.2025 13:15:00;13.09.2025 13:30:00;355;915;97;0;-5;-5;3.41
13.09.2025 13:30:00;13.09.2025 13:45:00;356;916;18;0;1.41;1.41;3.41
13.09.2025 13:45:00;13.09.2025 14:00:00;360;874;31;0;1;1;3.41
13.09.2025 14:00:00;13.09.2025 14:15:00;360;931;123;0;-7;-7;3.5
13.09.2025 14:15:00;13.09.2025 14:30:00;360;928;22;0;1.5;1.5;3.5
13.09.2025 14:30:00;13.09.2025 14:45:00;360;927;0;0;3.5;3.51;3.51
13.09.2025 14:45:00;13.09.2025 15:00:00;358;796;0;5;3.5;7.05;7.05
13.09.2025 15:00:00;13.09.2025 15:15:00;517;795;95;0;-3.34;-3.34;5.36
13.09.2025 15:15:00;13.09.2025 15:30:00;513;795;65;0;-5;-5;6.7
13.09.2025 15:30:00;13.09.2025 15:45:00;381;796;175;0;-7;-7;5.36
13.09.2025 15:45:00;13.09.2025 16:00:00;497;792;59;0;-1;-1;5.36
13.09.2025 16:00:00;13.09.2025 16:15:00;515;793;301;0;-13.4;-13.4;8.9
13.09.2025 16:15:00;13.09.2025 16:30:00;507;664;225;0;-8;-8;8.9
13.09.2025 16:30:00;13.09.2025 16:45:00;499;665;52;0;0;0;8.9
13.09.2025 16:45:00;13.09.2025 17:00:00;482;665;0;35;8.9;17.38;17.38
13.09.2025 17:00:00;13.09.2025 17:15:00;454;645;101;0;-4.01;-4.01;10.77
13.09.2025 17:15:00;13.09.2025 17:30:00;451;644;52;0;0;0;10.77
13.09.2025 17:30:00;13.09.2025 17:45:00;448;644;0;128;10.77;58.9;58.9
13.09.2025 17:45:00;13.09.2025 18:00:00;449;644;0;226;10.77;65.6;65.6
13.09.2025 18:00:00;13.09.2025 18:15:00;450;651;0;227;9.16;67.53;67.53
13.09.2025 18:15:00;13.09.2025 18:30:00;452;651;0;141;9.16;31.83;31.83
13.09.2025 18:30:00;13.09.2025 18:45:00;454;651;0;158;9.16;40;40
13.09.2025 18:45:00;13.09.2025 19:00:00;460;651;46;0;-1;-1;9.16
13.09.2025 19:00:00;13.09.2025 19:15:00;433;750;163;0;-5;-5;5.12
13.09.2025 19:15:00;13.09.2025 19:30:00;440;749;146;0;-5;-5;5.12
13.09.2025 19:30:00;13.09.2025 19:45:00;445;749;407;0;-46.82;-46.82;5.12
13.09.2025 19:45:00;13.09.2025 20:00:00;451;749;577;0;-80;-80;5.12
13.09.2025 20:00:00;13.09.2025 20:15:00;441;790;572;0;-500;-500;3.93
13.09.2025 20:15:00;13.09.2025 20:30:00;446;793;569;0;-91.48;-91.48;3.93
13.09.2025 20:30:00;13.09.2025 20:45:00;447;794;571;0;-100;-100;3.93
13.09.2025 20:45:00;13.09.2025 21:00:00;450;795;611;0;-1000;-1000;3.93
13.09.2025 21:00:00;13.09.2025 21:15:00;506;795;659;0;-91.48;-91.48;3.8
13.09.2025 21:15:00;13.09.2025 21:30:00;507;796;657;0;-91.48;-91.48;3.8
13.09.2025 21:30:00;13.09.2025 21:45:00;498;796;634;0;-91.48;-91.48;3.8
13.09.2025 21:45:00;13.09.2025 22:00:00;495;795;631;0;-100;-100;3.8
13.09.2025 22:00:00;13.09.2025 22:15:00;507;844;547;0;-33;-33;4.16
13.09.2025 22:15:00;13.09.2025 22:30:00;500;794;483;170;-18;-18;47.69
13.09.2025 22:30:00;13.09.2025 22:45:00;495;624;489;170;-30;-30;47.69
13.09.2025 22:45:00;13.09.2025 23:00:00;484;795;470;0;-15;-15;4.16
13.09.2025 23:00:00;13.09.2025 23:15:00;499;872;268;0;-5;-5;4.6
13.09.2025 23:15:00;13.09.2025 23:30:00;491;872;311;0;-7.6;-7.6;4.6
13.09.2025 23:30:00;13.09.2025 23:45:00;488;871;192;0;-2;-2;4.6
13.09.2025 23:45:00;14.09.2025 00:00:00;469;870;158;0;-2;-2;4.6
14.09.2025 00:00:00;14.09.2025 00:15:00;607;903;9;0;4;4;4.84
14.09.2025 00:15:00;14.09.2025 00:30:00;468;802;21;0;1;1;4.84
14.09.2025 00:30:00;14.09.2025 00:45:00;462;806;105;0;-5;-5;4.84
14.09.2025 00:45:00;14.09.2025 01:00:00;457;807;20;0;1;1;4.84
14.09.2025 01:00:00;14.09.2025 01:15:00;436;806;0;160;5.92;40;40
14.09.2025 01:15:00;14.09.2025 01:30:00;434;807;0;153;5.92;40;40
14.09.2025 01:30:00;14.09.2025 01:45:00;432;806;0;210;5.92;45.78;45.78
14.09.2025 01:45:00;14.09.2025 02:00:00;424;806;0;169;5.92;40;40
14.09.2025 02:00:00;14.09.2025 02:15:00;443;829;0;55;6.68;23.95;23.95
14.09.2025 02:15:00;14.09.2025 02:30:00;431;829;3;0;4;4;6.68
14.09.2025 02:30:00;14.09.2025 02:45:00;431;829;26;0;-1;-1;6.68
14.09.2025 02:45:00;14.09.2025 03:00:00;425;827;0;54;6.68;25;25
14.09.2025 03:00:00;14.09.2025 03:15:00;429;829;0;128;7.69;40;40
14.09.2025 03:15:00;14.09.2025 03:30:00;426;828;0;103;7.69;30.17;30.17
14.09.2025 03:30:00;14.09.2025 03:45:00;422;829;0;180;7.69;41.69;41.69
14.09.2025 03:45:00;14.09.2025 04:00:00;415;819;0;179;7.69;45;45
14.09.2025 04:00:00;14.09.2025 04:15:00;422;730;0;203;8.32;46.03;46.03
14.09.2025 04:15:00;14.09.2025 04:30:00;417;729;0;223;8.32;46.79;46.79
14.09.2025 04:30:00;14.09.2025 04:45:00;412;730;0;149;8.32;40;40
14.09.2025 04:45:00;14.09.2025 05:00:00;401;724;0;219;8.32;46.79;46.79
14.09.2025 05:00:00;14.09.2025 05:15:00;451;602;0;53;9.22;25;25
14.09.2025 05:15:00;14.09.2025 05:30:00;450;602;8;0;6.79;6.79;9.22
14.09.2025 05:30:00;14.09.2025 05:45:00;446;602;0;53;9.22;25;25
14.09.2025 05:45:00;14.09.2025 06:00:00;434;599;0;53;9.22;25;25
14.09.2025 06:00:00;14.09.2025 06:15:00;537;634;0;49;9.47;25;25
14.09.2025 06:15:00;14.09.2025 06:30:00;529;634;0;0;9.47;9.47;10.02
14.09.2025 06:30:00;14.09.2025 06:45:00;522;635;0;178;9.47;56.97;56.97
14.09.2025 06:45:00;14.09.2025 07:00:00;511;634;0;49;9.47;25;25
14.09.2025 07:00:00;14.09.2025 07:15:00;483;573;21;0;8.31;8.31;11.31
14.09.2025 07:15:00;14.09.2025 07:30:00;477;571;0;0;10.99;10.99;11.31
14.09.2025 07:30:00;14.09.2025 07:45:00;472;572;0;53;11.31;25;25
14.09.2025 07:45:00;14.09.2025 08:00:00;462;562;0;32;11.31;11.31;14.31
14.09.2025 08:00:00;14.09.2025 08:15:00;482;469;116;0;-5;-5;13.15
14.09.2025 08:15:00;14.09.2025 08:30:00;479;469;130;0;-8;-8;13.15
14.09.2025 08:30:00;14.09.2025 08:45:00;476;469;125;0;-8;-8;13.15
14.09.2025 08:45:00;14.09.2025 09:00:00;465;464;76;0;-3.85;-3.85;13.15
14.09.2025 09:00:00;14.09.2025 09:15:00;534;422;236;0;-34;-34;21.26
14.09.2025 09:15:00;14.09.2025 09:30:00;501;412;106;0;-2;-2;21.26
14.09.2025 09:30:00;14.09.2025 09:45:00;521;422;60;0;4.19;4.19;21.26
14.09.2025 09:45:00;14.09.2025 10:00:00;519;422;41;0;4.82;4.82;21.26
14.09.2025 10:00:00;14.09.2025 10:15:00;549;422;0;83;31.33;40;40
14.09.2025 10:15:00;14.09.2025 10:30:00;546;422;0;123;31.33;55.66;55.66
14.09.2025 10:30:00;14.09.2025 10:45:00;547;422;0;123;31.33;59;59
14.09.2025 10:45:00;14.09.2025 11:00:00;545;422;0;121;31.33;52;52
14.09.2025 11:00:00;14.09.2025 11:15:00;517;421;0;136;14.77;49.27;49.27
14.09.2025 11:15:00;14.09.2025 11:30:00;515;421;0;117;14.77;43.5;43.5
14.09.2025 11:30:00;14.09.2025 11:45:00;513;421;0;66;14.77;38.35;38.35
14.09.2025 11:45:00;14.09.2025 12:00:00;504;420;0;65;14.77;36.49;36.49
14.09.2025 12:00:00;14.09.2025 12:15:00;473;502;0;188;9.98;62;62
14.09.2025 12:15:00;14.09.2025 12:30:00;472;512;0;186;9.98;55;55
14.09.2025 12:30:00;14.09.2025 12:45:00;471;512;0;240;9.98;81.05;81.05
14.09.2025 12:45:00;14.09.2025 13:00:00;470;512;0;318;9.98;95;95
14.09.2025 13:00:00;14.09.2025 13:15:00;451;508;0;314;9.96;95;95
14.09.2025 13:15:00;14.09.2025 13:30:00;451;508;0;333;9.96;126.45;126.45
14.09.2025 13:30:00;14.09.2025 13:45:00;452;508;0;315;9.96;105;105
14.09.2025 13:45:00;14.09.2025 14:00:00;448;508;0;260;9.96;73.39;73.39
14.09.2025 14:00:00;14.09.2025 14:15:00;430;497;0;236;9.98;73.39;73.39
14.09.2025 14:15:00;14.09.2025 14:30:00;432;507;0;220;9.98;65;65
14.09.2025 14:30:00;14.09.2025 14:45:00;433;507;0;314;9.98;119.98;119.98
14.09.2025 14:45:00;14.09.2025 15:00:00;432;507;0;297;9.98;114.24;114.24
14.09.2025 15:00:00;14.09.2025 15:15:00;540;501;0;218;10.61;45.51;45.51
14.09.2025 15:15:00;14.09.2025 15:30:00;539;501;0;146;10.61;30;30
14.09.2025 15:30:00;14.09.2025 15:45:00;537;501;0;36;10.61;10.61;20
14.09.2025 15:45:00;14.09.2025 16:00:00;535;501;0;117;10.61;45.52;45.52
14.09.2025 16:00:00;14.09.2025 16:15:00;617;343;68;0;0;0;13.52
14.09.2025 16:15:00;14.09.2025 16:30:00;617;343;68;0;0;0;13.52
14.09.2025 16:30:00;14.09.2025 16:45:00;609;343;49;0;4.2;4.2;13.52
14.09.2025 16:45:00;14.09.2025 17:00:00;610;342;27;0;5.36;5.36;13.52
14.09.2025 17:00:00;14.09.2025 17:15:00;686;344;125;0;0.67;0.67;22.54
14.09.2025 17:15:00;14.09.2025 17:30:00;666;344;7;0;4.58;4.58;22.54
14.09.2025 17:30:00;14.09.2025 17:45:00;666;344;0;68;22.54;22.54;37
14.09.2025 17:45:00;14.09.2025 18:00:00;668;345;0;120;22.54;55;55
14.09.2025 18:00:00;14.09.2025 18:15:00;600;337;0;69;25.28;25.28;37.67
14.09.2025 18:15:00;14.09.2025 18:30:00;605;337;98;0;3;3;25.28
14.09.2025 18:30:00;14.09.2025 18:45:00;606;337;0;44;25.28;25.28;26
14.09.2025 18:45:00;14.09.2025 19:00:00;607;337;0;7;25.28;25.28;25.28
14.09.2025 19:00:00;14.09.2025 19:15:00;616;338;279;0;-20;-20;17.67
14.09.2025 19:15:00;14.09.2025 19:30:00;614;338;219;0;-10;-10;17.67
14.09.2025 19:30:00;14.09.2025 19:45:00;619;338;242;0;-10;-10;17.67
14.09.2025 19:45:00;14.09.2025 20:00:00;619;338;197;0;-10;-10;17.67
14.09.2025 20:00:00;14.09.2025 20:15:00;558;598;198;0;-8;-8;10.36
14.09.2025 20:15:00;14.09.2025 20:30:00;557;616;173;0;-5;-5;10.36
14.09.2025 20:30:00;14.09.2025 20:45:00;555;616;120;0;-1;-1;10.36
14.09.2025 20:45:00;14.09.2025 21:00:00;550;616;239;0;-10;-10;10.36
14.09.2025 21:00:00;14.09.2025 21:15:00;739;663;0;34;10.04;10.04;14.05
14.09.2025 21:15:00;14.09.2025 21:30:00;737;663;0;0;10;10;10.04
14.09.2025 21:30:00;14.09.2025 21:45:00;581;611;0;17;10.04;10.04;12
14.09.2025 21:45:00;14.09.2025 22:00:00;576;611;13;0;5;5;10.04
14.09.2025 22:00:00;14.09.2025 22:15:00;550;616;0;31;10.05;10.05;14
14.09.2025 22:15:00;14.09.2025 22:30:00;554;616;0;38;10.05;10.05;18.52
14.09.2025 22:30:00;14.09.2025 22:45:00;552;617;9;0;5;5;10.05
14.09.2025 22:45:00;14.09.2025 23:00:00;552;608;141;0;-5;-5;10.05
14.09.2025 23:00:00;14.09.2025 23:15:00;565;427;0;120;11.61;42;42
14.09.2025 23:15:00;14.09.2025 23:30:00;563;427;2;0;9.88;9.88;11.61
14.09.2025 23:30:00;14.09.2025 23:45:00;562;427;5;0;7;7;11.61
14.09.2025 23:45:00;15.09.2025 00:00:00;540;426;84;0;3;3;11.61
15.09.2025 00:00:00;15.09.2025 00:15:00;912;425;0;0;15.23;15.23;16.04
15.09.2025 00:15:00;15.09.2025 00:30:00;760;325;5;0;11.6;11.6;16.04
15.09.2025 00:30:00;15.09.2025 00:45:00;762;326;5;0;9.67;9.67;16.04
15.09.2025 00:45:00;15.09.2025 01:00:00;769;326;5;0;7;7;16.04
15.09.2025 01:00:00;15.09.2025 01:15:00;821;759;0;121;8.27;29.9;29.9
15.09.2025 01:15:00;15.09.2025 01:30:00;686;675;20;0;2;2;8.27
15.09.2025 01:30:00;15.09.2025 01:45:00;688;675;83;0;-1.07;-1.07;8.27
15.09.2025 01:45:00;15.09.2025 02:00:00;690;675;37;0;0;0;8.27
15.09.2025 02:00:00;15.09.2025 02:15:00;638;724;37;0;-0.47;-0.47;4.63
15.09.2025 02:15:00;15.09.2025 02:30:00;640;727;73;0;-1;-1;4.63
15.09.2025 02:30:00;15.09.2025 02:45:00;644;728;89;0;-3.34;-3.34;4.63
15.09.2025 02:45:00;15.09.2025 03:00:00;782;895;26;0;-0.47;-0.47;4.63
15.09.2025 03:00:00;15.09.2025 03:15:00;594;864;77;0;-1;-1;3.25
15.09.2025 03:15:00;15.09.2025 03:30:00;594;868;51;0;-1;-1;3.25
15.09.2025 03:30:00;15.09.2025 03:45:00;594;876;27;0;-1;-1;3.25
15.09.2025 03:45:00;15.09.2025 04:00:00;593;883;75;0;-2.26;-2.26;3.25
15.09.2025 04:00:00;15.09.2025 04:15:00;600;905;25;0;0;0;3.2
15.09.2025 04:15:00;15.09.2025 04:30:00;601;911;21;0;0;0;3.2
15.09.2025 04:30:00;15.09.2025 04:45:00;603;919;26;0;-1;-1;3.2
15.09.2025 04:45:00;15.09.2025 05:00:00;597;926;26;0;-0.47;-0.47;3.2
15.09.2025 05:00:00;15.09.2025 05:15:00;597;978;26;0;-0.47;-0.47;3.72
15.09.2025 05:15:00;15.09.2025 05:30:00;598;983;19;0;0.5;0.5;3.72
15.09.2025 05:30:00;15.09.2025 05:45:00;600;989;66;0;-1.07;-1.07;3.72
15.09.2025 05:45:00;15.09.2025 06:00:00;601;816;66;0;-1.07;-1.07;3.72
15.09.2025 06:00:00;15.09.2025 06:15:00;800;750;405;0;-10;-10;6.92
15.09.2025 06:15:00;15.09.2025 06:30:00;881;750;181;0;-7;-7;6.92
15.09.2025 06:30:00;15.09.2025 06:45:00;640;750;393;0;-13;-13;6.92
15.09.2025 06:45:00;15.09.2025 07:00:00;904;750;540;0;-38.01;-38.01;6.92
15.09.2025 07:00:00;15.09.2025 07:15:00;912;749;821;0;-60.86;-60.86;7.07
15.09.2025 07:15:00;15.09.2025 07:30:00;912;749;880;0;-65;-65;7.07
15.09.2025 07:30:00;15.09.2025 07:45:00;907;749;1024;0;-500;-500;7.07
15.09.2025 07:45:00;15.09.2025 08:00:00;904;749;1080;0;-1500;-1500;7.07
15.09.2025 08:00:00;15.09.2025 08:15:00;892;760;1065;0;-1500;-1500;8.02
15.09.2025 08:15:00;15.09.2025 08:30:00;1065;811;1065;0;-1500;-1500;8.02
15.09.2025 08:30:00;15.09.2025 08:45:00;893;759;1066;0;-1500;-1500;8.02
15.09.2025 08:45:00;15.09.2025 09:00:00;867;751;882;0;-65;-65;8.02
15.09.2025 09:00:00;15.09.2025 09:15:00;820;732;464;0;-6.6;-6.6;9.83
15.09.2025 09:15:00;15.09.2025 09:30:00;818;724;452;9;-6.6;-6.6;43.83
15.09.2025 09:30:00;15.09.2025 09:45:00;818;590;193;135;-2.56;-2.56;43.83
15.09.2025 09:45:00;15.09.2025 10:00:00;815;734;166;0;-1.07;-1.07;9.83
15.09.2025 10:00:00;15.09.2025 10:15:00;760;790;2;0;4.97;4.97;6.16
15.09.2025 10:15:00;15.09.2025 10:30:00;756;740;19;0;-1.94;-1.94;6.16
15.09.2025 10:30:00;15.09.2025 10:45:00;753;740;72;0;-1.94;-1.94;6.16
15.09.2025 10:45:00;15.09.2025 11:00:00;741;741;36;0;0;0;6.16
15.09.2025 11:00:00;15.09.2025 11:15:00;733;808;0;9;5.13;10;10
15.09.2025 11:15:00;15.09.2025 11:30:00;728;808;0;58;5.13;23.97;23.97
15.09.2025 11:30:00;15.09.2025 11:45:00;729;755;0;59;5.13;23.97;23.97
15.09.2025 11:45:00;15.09.2025 12:00:00;720;797;0;4;5.13;8.13;8.13
15.09.2025 12:00:00;15.09.2025 12:15:00;665;776;37;0;-1;-1;4.63
15.09.2025 12:15:00;15.09.2025 12:30:00;667;780;38;0;-1.07;-1.07;4.63
15.09.2025 12:30:00;15.09.2025 12:45:00;667;781;0;101;4.44;30.17;30.17
15.09.2025 12:45:00;15.09.2025 13:00:00;658;661;26;108;0;30.17;30.17
15.09.2025 13:00:00;15.09.2025 13:15:00;662;777;0;5;4.03;7.2;7.2
15.09.2025 13:15:00;15.09.2025 13:30:00;661;778;0;10;4.03;11;11
15.09.2025 13:30:00;15.09.2025 13:45:00;658;778;0;0;4.03;11;11
15.09.2025 13:45:00;15.09.2025 14:00:00;650;778;30;0;-1.07;-1.07;4.03
15.09.2025 14:00:00;15.09.2025 14:15:00;648;787;14;0;2.75;2.75;3.83
15.09.2025 14:15:00;15.09.2025 14:30:00;635;787;0;5;3.83;10;10
15.09.2025 14:30:00;15.09.2025 14:45:00;746;889;0;10;3.83;10;10
15.09.2025 14:45:00;15.09.2025 15:00:00;611;787;0;0;3.83;8.8;8.8
15.09.2025 15:00:00;15.09.2025 15:15:00;557;779;21;0;-1;-1;4.27
15.09.2025 15:15:00;15.09.2025 15:30:00;549;778;30;0;-2.07;-2.07;4.27
15.09.2025 15:30:00;15.09.2025 15:45:00;640;879;25;0;-1.98;-1.98;4.27
15.09.2025 15:45:00;15.09.2025 16:00:00;523;767;116;0;-7;-7;4.27
15.09.2025 16:00:00;15.09.2025 16:15:00;474;785;33;0;-2.56;-2.56;4.47
15.09.2025 16:15:00;15.09.2025 16:30:00;475;784;24;0;-1.07;-1.07;4.47
15.09.2025 16:30:00;15.09.2025 16:45:00;476;783;24;0;-1.65;-1.65;4.47
15.09.2025 16:45:00;15.09.2025 17:00:00;482;780;0;12;4.47;12;12
15.09.2025 17:00:00;15.09.2025 17:15:00;559;772;0;17;5.78;8.78;8.78
15.09.2025 17:15:00;15.09.2025 17:30:00;545;783;0;57;5.78;15;15
15.09.2025 17:30:00;15.09.2025 17:45:00;552;785;0;58;5.78;12.28;12.28
15.09.2025 17:45:00;15.09.2025 18:00:00;564;775;0;114;5.78;15;15
15.09.2025 18:00:00;15.09.2025 18:15:00;609;642;0;33;11.54;14;14
15.09.2025 18:15:00;15.09.2025 18:30:00;609;649;0;105;11.54;20.23;20.23
15.09.2025 18:30:00;15.09.2025 18:45:00;609;654;0;24;11.54;12.97;12.97
15.09.2025 18:45:00;15.09.2025 19:00:00;608;661;0;115;11.54;20;20
15.09.2025 19:00:00;15.09.2025 19:15:00;630;683;7;0;6.6;11.82;11.82
15.09.2025 19:15:00;15.09.2025 19:30:00;633;682;0;39;11.82;16.82;16.82
15.09.2025 19:30:00;15.09.2025 19:45:00;632;690;0;34;11.82;16;16
15.09.2025 19:45:00;15.09.2025 20:00:00;631;689;0;84;11.82;16.82;16.82
15.09.2025 20:00:00;15.09.2025 20:15:00;594;786;7;0;6.6;9.79;9.79
15.09.2025 20:15:00;15.09.2025 20:30:00;593;738;67;0;-1.06;-1.06;9.79
15.09.2025 20:30:00;15.09.2025 20:45:00;593;737;68;0;-1;-1;9.79
15.09.2025 20:45:00;15.09.2025 21:00:00;593;734;7;0;5.19;9.79;9.79
15.09.2025 21:00:00;15.09.2025 21:15:00;557;911;0;0;5.12;5.12;5.12
15.09.2025 21:15:00;15.09.2025 21:30:00;553;867;0;0;4.51;4.51;5.12
15.09.2025 21:30:00;15.09.2025 21:45:00;472;862;0;0;4.57;4.57;5.12
15.09.2025 21:45:00;15.09.2025 22:00:00;473;856;0;0;4.57;4.57;5.12
15.09.2025 22:00:00;15.09.2025 22:15:00;362;957;33;0;-2.01;-2.01;2.99
15.09.2025 22:15:00;15.09.2025 22:30:00;361;950;35;0;-2.01;-2.01;2.99
15.09.2025 22:30:00;15.09.2025 22:45:00;361;942;33;0;-1.65;-1.65;2.99
15.09.2025 22:45:00;15.09.2025 23:00:00;354;931;32;0;-2.07;-2.07;2.99
15.09.2025 23:00:00;15.09.2025 23:15:00;422;916;0;99;0.53;8;8
15.09.2025 23:15:00;15.09.2025 23:30:00;426;911;43;0;-1;-1;0.53
