"ISP (UTC)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"25/01/2025 04:00 - 25/01/2025 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 04:00 - 25/01/2025 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 05:00 - 25/01/2025 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 05:00 - 25/01/2025 06:00","MBA|NO1","aFRR","15.00","0.00","40.00","30.10"
"25/01/2025 05:00 - 25/01/2025 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 05:00 - 25/01/2025 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 06:00 - 25/01/2025 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 06:00 - 25/01/2025 07:00","MBA|NO1","aFRR","15.00","3.99","65.00","5.38"
"25/01/2025 06:00 - 25/01/2025 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 06:00 - 25/01/2025 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 07:00 - 25/01/2025 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 07:00 - 25/01/2025 08:00","MBA|NO1","aFRR","15.00","7.19","69.00","8.75"
"25/01/2025 07:00 - 25/01/2025 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 07:00 - 25/01/2025 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 08:00 - 25/01/2025 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 08:00 - 25/01/2025 09:00","MBA|NO1","aFRR","15.00","4.68","66.00","22.44"
"25/01/2025 08:00 - 25/01/2025 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 08:00 - 25/01/2025 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 09:00 - 25/01/2025 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 09:00 - 25/01/2025 10:00","MBA|NO1","aFRR","15.00","5.01","62.00","13.74"
"25/01/2025 09:00 - 25/01/2025 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 09:00 - 25/01/2025 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 10:00 - 25/01/2025 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 10:00 - 25/01/2025 11:00","MBA|NO1","aFRR","15.00","2.41","62.00","26.57"
"25/01/2025 10:00 - 25/01/2025 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 10:00 - 25/01/2025 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 11:00 - 25/01/2025 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 11:00 - 25/01/2025 12:00","MBA|NO1","aFRR","15.00","0.43","60.00","40.19"
"25/01/2025 11:00 - 25/01/2025 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 11:00 - 25/01/2025 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 12:00 - 25/01/2025 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 12:00 - 25/01/2025 13:00","MBA|NO1","aFRR","15.00","1.58","61.00","30.94"
"25/01/2025 12:00 - 25/01/2025 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 12:00 - 25/01/2025 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 13:00 - 25/01/2025 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 13:00 - 25/01/2025 14:00","MBA|NO1","aFRR","15.00","8.57","68.00","0.68"
"25/01/2025 13:00 - 25/01/2025 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 13:00 - 25/01/2025 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 14:00 - 25/01/2025 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 14:00 - 25/01/2025 15:00","MBA|NO1","aFRR","15.00","3.33","56.00","13.38"
"25/01/2025 14:00 - 25/01/2025 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 14:00 - 25/01/2025 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 15:00 - 25/01/2025 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 15:00 - 25/01/2025 16:00","MBA|NO1","aFRR","15.00","3.58","61.00","27.40"
"25/01/2025 15:00 - 25/01/2025 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 15:00 - 25/01/2025 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 16:00 - 25/01/2025 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 16:00 - 25/01/2025 17:00","MBA|NO1","aFRR","15.00","6.89","61.00","16.74"
"25/01/2025 16:00 - 25/01/2025 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 16:00 - 25/01/2025 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 17:00 - 25/01/2025 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 17:00 - 25/01/2025 18:00","MBA|NO1","aFRR","15.00","0.00","61.00","48.29"
"25/01/2025 17:00 - 25/01/2025 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 17:00 - 25/01/2025 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 18:00 - 25/01/2025 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 18:00 - 25/01/2025 19:00","MBA|NO1","aFRR","15.00","0.06","61.00","53.18"
"25/01/2025 18:00 - 25/01/2025 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 18:00 - 25/01/2025 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 19:00 - 25/01/2025 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 19:00 - 25/01/2025 20:00","MBA|NO1","aFRR","15.00","8.19","61.00","16.53"
"25/01/2025 19:00 - 25/01/2025 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 19:00 - 25/01/2025 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 20:00 - 25/01/2025 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 20:00 - 25/01/2025 21:00","MBA|NO1","aFRR","15.00","7.31","61.00","12.06"
"25/01/2025 20:00 - 25/01/2025 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 20:00 - 25/01/2025 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 21:00 - 25/01/2025 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 21:00 - 25/01/2025 22:00","MBA|NO1","aFRR","15.00","2.75","61.00","28.19"
"25/01/2025 21:00 - 25/01/2025 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 21:00 - 25/01/2025 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 22:00 - 25/01/2025 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 22:00 - 25/01/2025 23:00","MBA|NO1","aFRR","15.00","7.95","61.00","7.30"
"25/01/2025 22:00 - 25/01/2025 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 22:00 - 25/01/2025 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"25/01/2025 23:00 - 26/01/2025 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"25/01/2025 23:00 - 26/01/2025 00:00","MBA|NO1","aFRR","15.00","0.00","1.00","1.14"
"25/01/2025 23:00 - 26/01/2025 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"25/01/2025 23:00 - 26/01/2025 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 00:00 - 26/01/2025 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 00:00 - 26/01/2025 01:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.01"
"26/01/2025 00:00 - 26/01/2025 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 00:00 - 26/01/2025 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 01:00 - 26/01/2025 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 01:00 - 26/01/2025 02:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"26/01/2025 01:00 - 26/01/2025 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 01:00 - 26/01/2025 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 02:00 - 26/01/2025 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 02:00 - 26/01/2025 03:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"26/01/2025 02:00 - 26/01/2025 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 02:00 - 26/01/2025 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 03:00 - 26/01/2025 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 03:00 - 26/01/2025 04:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"26/01/2025 03:00 - 26/01/2025 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 03:00 - 26/01/2025 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 04:00 - 26/01/2025 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 04:00 - 26/01/2025 05:00","MBA|NO1","aFRR","12.00","9.74","1.00","0.00"
"26/01/2025 04:00 - 26/01/2025 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 04:00 - 26/01/2025 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 05:00 - 26/01/2025 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 05:00 - 26/01/2025 06:00","MBA|NO1","aFRR","15.00","4.21","1.00","0.47"
"26/01/2025 05:00 - 26/01/2025 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 05:00 - 26/01/2025 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 06:00 - 26/01/2025 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 06:00 - 26/01/2025 07:00","MBA|NO1","aFRR","4.00","0.13","1.00","0.97"
"26/01/2025 06:00 - 26/01/2025 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 06:00 - 26/01/2025 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 07:00 - 26/01/2025 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 07:00 - 26/01/2025 08:00","MBA|NO1","aFRR","2.00","0.95","1.00","0.10"
"26/01/2025 07:00 - 26/01/2025 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 07:00 - 26/01/2025 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 08:00 - 26/01/2025 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 08:00 - 26/01/2025 09:00","MBA|NO1","aFRR","15.00","6.05","1.00","0.60"
"26/01/2025 08:00 - 26/01/2025 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 08:00 - 26/01/2025 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 09:00 - 26/01/2025 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 09:00 - 26/01/2025 10:00","MBA|NO1","aFRR","15.00","11.82","1.00","0.00"
"26/01/2025 09:00 - 26/01/2025 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 09:00 - 26/01/2025 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 10:00 - 26/01/2025 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 10:00 - 26/01/2025 11:00","MBA|NO1","aFRR","15.00","7.00","1.00","0.46"
"26/01/2025 10:00 - 26/01/2025 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 10:00 - 26/01/2025 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 11:00 - 26/01/2025 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 11:00 - 26/01/2025 12:00","MBA|NO1","aFRR","15.00","1.77","1.00","0.80"
"26/01/2025 11:00 - 26/01/2025 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 11:00 - 26/01/2025 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 12:00 - 26/01/2025 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 12:00 - 26/01/2025 13:00","MBA|NO1","aFRR","15.00","8.46","1.00","0.00"
"26/01/2025 12:00 - 26/01/2025 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 12:00 - 26/01/2025 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 13:00 - 26/01/2025 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 13:00 - 26/01/2025 14:00","MBA|NO1","aFRR","15.00","0.66","1.00","0.37"
"26/01/2025 13:00 - 26/01/2025 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 13:00 - 26/01/2025 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 14:00 - 26/01/2025 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 14:00 - 26/01/2025 15:00","MBA|NO1","aFRR","14.00","2.08","1.00","0.52"
"26/01/2025 14:00 - 26/01/2025 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 14:00 - 26/01/2025 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 15:00 - 26/01/2025 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 15:00 - 26/01/2025 16:00","MBA|NO1","aFRR","14.00","2.22","1.00","0.46"
"26/01/2025 15:00 - 26/01/2025 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 15:00 - 26/01/2025 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 16:00 - 26/01/2025 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 16:00 - 26/01/2025 17:00","MBA|NO1","aFRR","15.00","4.04","1.00","0.34"
"26/01/2025 16:00 - 26/01/2025 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 16:00 - 26/01/2025 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 17:00 - 26/01/2025 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 17:00 - 26/01/2025 18:00","MBA|NO1","aFRR","15.00","8.05","1.00","0.00"
"26/01/2025 17:00 - 26/01/2025 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 17:00 - 26/01/2025 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 18:00 - 26/01/2025 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 18:00 - 26/01/2025 19:00","MBA|NO1","aFRR","14.00","2.96","1.00","0.64"
"26/01/2025 18:00 - 26/01/2025 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 18:00 - 26/01/2025 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 19:00 - 26/01/2025 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 19:00 - 26/01/2025 20:00","MBA|NO1","aFRR","14.00","9.03","1.00","0.18"
"26/01/2025 19:00 - 26/01/2025 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 19:00 - 26/01/2025 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 20:00 - 26/01/2025 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 20:00 - 26/01/2025 21:00","MBA|NO1","aFRR","14.00","2.36","3.00","0.32"
"26/01/2025 20:00 - 26/01/2025 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 20:00 - 26/01/2025 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 21:00 - 26/01/2025 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 21:00 - 26/01/2025 22:00","MBA|NO1","aFRR","15.00","7.32","3.00","0.39"
"26/01/2025 21:00 - 26/01/2025 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 21:00 - 26/01/2025 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 22:00 - 26/01/2025 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 22:00 - 26/01/2025 23:00","MBA|NO1","aFRR","4.00","3.59","0.00","0.00"
"26/01/2025 22:00 - 26/01/2025 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 22:00 - 26/01/2025 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/01/2025 23:00 - 27/01/2025 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/01/2025 23:00 - 27/01/2025 00:00","MBA|NO1","aFRR","1.00","0.54","26.00","8.22"
"26/01/2025 23:00 - 27/01/2025 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/01/2025 23:00 - 27/01/2025 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 00:00 - 27/01/2025 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 00:00 - 27/01/2025 01:00","MBA|NO1","aFRR","0.00","0.00","25.00","24.52"
"27/01/2025 00:00 - 27/01/2025 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 00:00 - 27/01/2025 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 01:00 - 27/01/2025 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 01:00 - 27/01/2025 02:00","MBA|NO1","aFRR","0.00","0.00","25.00","23.85"
"27/01/2025 01:00 - 27/01/2025 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 01:00 - 27/01/2025 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 02:00 - 27/01/2025 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 02:00 - 27/01/2025 03:00","MBA|NO1","aFRR","0.00","0.00","25.00","1.30"
"27/01/2025 02:00 - 27/01/2025 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 02:00 - 27/01/2025 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 03:00 - 27/01/2025 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 03:00 - 27/01/2025 04:00","MBA|NO1","aFRR","0.00","0.00","36.00","30.92"
"27/01/2025 03:00 - 27/01/2025 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 03:00 - 27/01/2025 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 04:00 - 27/01/2025 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 04:00 - 27/01/2025 05:00","MBA|NO1","aFRR","15.00","0.00","69.00","55.49"
"27/01/2025 04:00 - 27/01/2025 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 04:00 - 27/01/2025 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 05:00 - 27/01/2025 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 05:00 - 27/01/2025 06:00","MBA|NO1","aFRR","15.00","10.65","25.00","0.97"
"27/01/2025 05:00 - 27/01/2025 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 05:00 - 27/01/2025 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 06:00 - 27/01/2025 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 06:00 - 27/01/2025 07:00","MBA|NO1","aFRR","15.00","14.89","26.00","0.00"
"27/01/2025 06:00 - 27/01/2025 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 06:00 - 27/01/2025 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 07:00 - 27/01/2025 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 07:00 - 27/01/2025 08:00","MBA|NO1","aFRR","15.00","0.48","26.00","16.04"
"27/01/2025 07:00 - 27/01/2025 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 07:00 - 27/01/2025 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 08:00 - 27/01/2025 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 08:00 - 27/01/2025 09:00","MBA|NO1","aFRR","15.00","0.00","21.00","19.32"
"27/01/2025 08:00 - 27/01/2025 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 08:00 - 27/01/2025 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 09:00 - 27/01/2025 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 09:00 - 27/01/2025 10:00","MBA|NO1","aFRR","15.00","0.00","21.00","19.82"
"27/01/2025 09:00 - 27/01/2025 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 09:00 - 27/01/2025 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 10:00 - 27/01/2025 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 10:00 - 27/01/2025 11:00","MBA|NO1","aFRR","15.00","0.00","21.00","20.94"
"27/01/2025 10:00 - 27/01/2025 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 10:00 - 27/01/2025 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 11:00 - 27/01/2025 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 11:00 - 27/01/2025 12:00","MBA|NO1","aFRR","15.00","0.00","21.00","19.59"
"27/01/2025 11:00 - 27/01/2025 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 11:00 - 27/01/2025 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 12:00 - 27/01/2025 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 12:00 - 27/01/2025 13:00","MBA|NO1","aFRR","15.00","9.65","21.00","1.36"
"27/01/2025 12:00 - 27/01/2025 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 12:00 - 27/01/2025 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 13:00 - 27/01/2025 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 13:00 - 27/01/2025 14:00","MBA|NO1","aFRR","15.00","11.95","21.00","0.00"
"27/01/2025 13:00 - 27/01/2025 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 13:00 - 27/01/2025 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 14:00 - 27/01/2025 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 14:00 - 27/01/2025 15:00","MBA|NO1","aFRR","15.00","10.06","21.00","2.56"
"27/01/2025 14:00 - 27/01/2025 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 14:00 - 27/01/2025 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 15:00 - 27/01/2025 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 15:00 - 27/01/2025 16:00","MBA|NO1","aFRR","15.00","2.24","21.00","11.22"
"27/01/2025 15:00 - 27/01/2025 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 15:00 - 27/01/2025 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 16:00 - 27/01/2025 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 16:00 - 27/01/2025 17:00","MBA|NO1","aFRR","15.00","9.64","29.00","1.31"
"27/01/2025 16:00 - 27/01/2025 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 16:00 - 27/01/2025 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 17:00 - 27/01/2025 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 17:00 - 27/01/2025 18:00","MBA|NO1","aFRR","15.00","3.06","25.00","15.62"
"27/01/2025 17:00 - 27/01/2025 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 17:00 - 27/01/2025 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 18:00 - 27/01/2025 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 18:00 - 27/01/2025 19:00","MBA|NO1","aFRR","15.00","0.00","25.00","19.71"
"27/01/2025 18:00 - 27/01/2025 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 18:00 - 27/01/2025 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 19:00 - 27/01/2025 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/01/2025 19:00 - 27/01/2025 20:00","MBA|NO1","aFRR","15.00","1.81","25.00","15.26"
"27/01/2025 19:00 - 27/01/2025 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/01/2025 19:00 - 27/01/2025 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/01/2025 20:00 - 27/01/2025 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
