"ISP (UTC)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"12/07/2024 05:00 - 12/07/2024 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 05:00 - 12/07/2024 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 06:00 - 12/07/2024 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 06:00 - 12/07/2024 07:00","MBA|NO1","aFRR","0.00","0.00","15.00","1.70"
"12/07/2024 06:00 - 12/07/2024 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 06:00 - 12/07/2024 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 07:00 - 12/07/2024 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 07:00 - 12/07/2024 08:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"12/07/2024 07:00 - 12/07/2024 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 07:00 - 12/07/2024 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 08:00 - 12/07/2024 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 08:00 - 12/07/2024 09:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"12/07/2024 08:00 - 12/07/2024 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 08:00 - 12/07/2024 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 09:00 - 12/07/2024 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 09:00 - 12/07/2024 10:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"12/07/2024 09:00 - 12/07/2024 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 09:00 - 12/07/2024 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 10:00 - 12/07/2024 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 10:00 - 12/07/2024 11:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"12/07/2024 10:00 - 12/07/2024 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 10:00 - 12/07/2024 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 11:00 - 12/07/2024 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 11:00 - 12/07/2024 12:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"12/07/2024 11:00 - 12/07/2024 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 11:00 - 12/07/2024 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 12:00 - 12/07/2024 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 12:00 - 12/07/2024 13:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"12/07/2024 12:00 - 12/07/2024 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 12:00 - 12/07/2024 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 13:00 - 12/07/2024 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 13:00 - 12/07/2024 14:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"12/07/2024 13:00 - 12/07/2024 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 13:00 - 12/07/2024 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 14:00 - 12/07/2024 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 14:00 - 12/07/2024 15:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"12/07/2024 14:00 - 12/07/2024 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 14:00 - 12/07/2024 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 15:00 - 12/07/2024 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 15:00 - 12/07/2024 16:00","MBA|NO1","aFRR","0.00","0.00","15.00","2.24"
"12/07/2024 15:00 - 12/07/2024 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 15:00 - 12/07/2024 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 16:00 - 12/07/2024 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 16:00 - 12/07/2024 17:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"12/07/2024 16:00 - 12/07/2024 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 16:00 - 12/07/2024 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 17:00 - 12/07/2024 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 17:00 - 12/07/2024 18:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"12/07/2024 17:00 - 12/07/2024 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 17:00 - 12/07/2024 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 18:00 - 12/07/2024 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 18:00 - 12/07/2024 19:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"12/07/2024 18:00 - 12/07/2024 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 18:00 - 12/07/2024 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 19:00 - 12/07/2024 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 19:00 - 12/07/2024 20:00","MBA|NO1","aFRR","0.00","0.00","30.00","4.51"
"12/07/2024 19:00 - 12/07/2024 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 19:00 - 12/07/2024 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 20:00 - 12/07/2024 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 20:00 - 12/07/2024 21:00","MBA|NO1","aFRR","0.00","0.00","30.00","16.73"
"12/07/2024 20:00 - 12/07/2024 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 20:00 - 12/07/2024 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 21:00 - 12/07/2024 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 21:00 - 12/07/2024 22:00","MBA|NO1","aFRR","0.00","0.00","30.00","22.59"
"12/07/2024 21:00 - 12/07/2024 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 21:00 - 12/07/2024 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 22:00 - 12/07/2024 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 22:00 - 12/07/2024 23:00","MBA|NO1","aFRR","0.00","0.00","30.00","8.32"
"12/07/2024 22:00 - 12/07/2024 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 22:00 - 12/07/2024 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/07/2024 23:00 - 13/07/2024 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/07/2024 23:00 - 13/07/2024 00:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.02"
"12/07/2024 23:00 - 13/07/2024 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/07/2024 23:00 - 13/07/2024 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 00:00 - 13/07/2024 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 00:00 - 13/07/2024 01:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/07/2024 00:00 - 13/07/2024 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 00:00 - 13/07/2024 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 01:00 - 13/07/2024 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 01:00 - 13/07/2024 02:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/07/2024 01:00 - 13/07/2024 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 01:00 - 13/07/2024 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 02:00 - 13/07/2024 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 02:00 - 13/07/2024 03:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/07/2024 02:00 - 13/07/2024 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 02:00 - 13/07/2024 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 03:00 - 13/07/2024 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 03:00 - 13/07/2024 04:00","MBA|NO1","aFRR","0.00","0.00","30.00","20.30"
"13/07/2024 03:00 - 13/07/2024 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 03:00 - 13/07/2024 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 04:00 - 13/07/2024 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 04:00 - 13/07/2024 05:00","MBA|NO1","aFRR","0.00","0.00","15.00","8.17"
"13/07/2024 04:00 - 13/07/2024 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 04:00 - 13/07/2024 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 05:00 - 13/07/2024 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 05:00 - 13/07/2024 06:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.00"
"13/07/2024 05:00 - 13/07/2024 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 05:00 - 13/07/2024 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 06:00 - 13/07/2024 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 06:00 - 13/07/2024 07:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.00"
"13/07/2024 06:00 - 13/07/2024 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 06:00 - 13/07/2024 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 07:00 - 13/07/2024 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 07:00 - 13/07/2024 08:00","MBA|NO1","aFRR","0.00","0.00","15.00","3.60"
"13/07/2024 07:00 - 13/07/2024 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 07:00 - 13/07/2024 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 08:00 - 13/07/2024 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 08:00 - 13/07/2024 09:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.69"
"13/07/2024 08:00 - 13/07/2024 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 08:00 - 13/07/2024 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 09:00 - 13/07/2024 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 09:00 - 13/07/2024 10:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.00"
"13/07/2024 09:00 - 13/07/2024 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 09:00 - 13/07/2024 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 10:00 - 13/07/2024 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 10:00 - 13/07/2024 11:00","MBA|NO1","aFRR","0.00","0.00","15.00","1.74"
"13/07/2024 10:00 - 13/07/2024 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 10:00 - 13/07/2024 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 11:00 - 13/07/2024 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 11:00 - 13/07/2024 12:00","MBA|NO1","aFRR","0.00","0.00","15.00","3.04"
"13/07/2024 11:00 - 13/07/2024 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 11:00 - 13/07/2024 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 12:00 - 13/07/2024 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 12:00 - 13/07/2024 13:00","MBA|NO1","aFRR","0.00","0.00","15.00","11.71"
"13/07/2024 12:00 - 13/07/2024 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 12:00 - 13/07/2024 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 13:00 - 13/07/2024 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 13:00 - 13/07/2024 14:00","MBA|NO1","aFRR","0.00","0.00","15.00","10.30"
"13/07/2024 13:00 - 13/07/2024 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 13:00 - 13/07/2024 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 14:00 - 13/07/2024 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 14:00 - 13/07/2024 15:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.15"
"13/07/2024 14:00 - 13/07/2024 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 14:00 - 13/07/2024 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 15:00 - 13/07/2024 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 15:00 - 13/07/2024 16:00","MBA|NO1","aFRR","0.00","0.00","30.00","5.84"
"13/07/2024 15:00 - 13/07/2024 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 15:00 - 13/07/2024 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 16:00 - 13/07/2024 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 16:00 - 13/07/2024 17:00","MBA|NO1","aFRR","0.00","0.00","30.00","11.91"
"13/07/2024 16:00 - 13/07/2024 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 16:00 - 13/07/2024 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 17:00 - 13/07/2024 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 17:00 - 13/07/2024 18:00","MBA|NO1","aFRR","0.00","0.00","30.00","11.35"
"13/07/2024 17:00 - 13/07/2024 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 17:00 - 13/07/2024 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 18:00 - 13/07/2024 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 18:00 - 13/07/2024 19:00","MBA|NO1","aFRR","0.00","0.00","30.00","13.07"
"13/07/2024 18:00 - 13/07/2024 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 18:00 - 13/07/2024 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 19:00 - 13/07/2024 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 19:00 - 13/07/2024 20:00","MBA|NO1","aFRR","0.00","0.00","30.00","22.46"
"13/07/2024 19:00 - 13/07/2024 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 19:00 - 13/07/2024 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 20:00 - 13/07/2024 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 20:00 - 13/07/2024 21:00","MBA|NO1","aFRR","0.00","0.00","30.00","2.44"
"13/07/2024 20:00 - 13/07/2024 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 20:00 - 13/07/2024 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 21:00 - 13/07/2024 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 21:00 - 13/07/2024 22:00","MBA|NO1","aFRR","0.00","0.00","30.00","5.35"
"13/07/2024 21:00 - 13/07/2024 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 21:00 - 13/07/2024 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 22:00 - 13/07/2024 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 22:00 - 13/07/2024 23:00","MBA|NO1","aFRR","0.00","0.00","20.00","19.59"
"13/07/2024 22:00 - 13/07/2024 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 22:00 - 13/07/2024 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/07/2024 23:00 - 14/07/2024 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/07/2024 23:00 - 14/07/2024 00:00","MBA|NO1","aFRR","0.00","0.00","3.00","3.05"
"13/07/2024 23:00 - 14/07/2024 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/07/2024 23:00 - 14/07/2024 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 00:00 - 14/07/2024 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 00:00 - 14/07/2024 01:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.01"
"14/07/2024 00:00 - 14/07/2024 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 00:00 - 14/07/2024 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 01:00 - 14/07/2024 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 01:00 - 14/07/2024 02:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"14/07/2024 01:00 - 14/07/2024 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 01:00 - 14/07/2024 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 02:00 - 14/07/2024 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 02:00 - 14/07/2024 03:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"14/07/2024 02:00 - 14/07/2024 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 02:00 - 14/07/2024 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 03:00 - 14/07/2024 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 03:00 - 14/07/2024 04:00","MBA|NO1","aFRR","0.00","0.00","8.00","5.45"
"14/07/2024 03:00 - 14/07/2024 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 03:00 - 14/07/2024 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 04:00 - 14/07/2024 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 04:00 - 14/07/2024 05:00","MBA|NO1","aFRR","0.00","0.00","20.00","0.19"
"14/07/2024 04:00 - 14/07/2024 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 04:00 - 14/07/2024 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 05:00 - 14/07/2024 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 05:00 - 14/07/2024 06:00","MBA|NO1","aFRR","0.00","0.00","23.00","17.28"
"14/07/2024 05:00 - 14/07/2024 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 05:00 - 14/07/2024 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 06:00 - 14/07/2024 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 06:00 - 14/07/2024 07:00","MBA|NO1","aFRR","0.00","0.00","20.00","12.55"
"14/07/2024 06:00 - 14/07/2024 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 06:00 - 14/07/2024 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 07:00 - 14/07/2024 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 07:00 - 14/07/2024 08:00","MBA|NO1","aFRR","0.00","0.00","20.00","8.00"
"14/07/2024 07:00 - 14/07/2024 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 07:00 - 14/07/2024 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 08:00 - 14/07/2024 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 08:00 - 14/07/2024 09:00","MBA|NO1","aFRR","0.00","0.00","15.00","3.84"
"14/07/2024 08:00 - 14/07/2024 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 08:00 - 14/07/2024 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 09:00 - 14/07/2024 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 09:00 - 14/07/2024 10:00","MBA|NO1","aFRR","0.00","0.00","15.00","1.39"
"14/07/2024 09:00 - 14/07/2024 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 09:00 - 14/07/2024 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 10:00 - 14/07/2024 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 10:00 - 14/07/2024 11:00","MBA|NO1","aFRR","0.00","0.00","15.00","3.37"
"14/07/2024 10:00 - 14/07/2024 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 10:00 - 14/07/2024 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 11:00 - 14/07/2024 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 11:00 - 14/07/2024 12:00","MBA|NO1","aFRR","0.00","0.00","15.00","3.21"
"14/07/2024 11:00 - 14/07/2024 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 11:00 - 14/07/2024 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 12:00 - 14/07/2024 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 12:00 - 14/07/2024 13:00","MBA|NO1","aFRR","0.00","0.00","15.00","3.40"
"14/07/2024 12:00 - 14/07/2024 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 12:00 - 14/07/2024 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 13:00 - 14/07/2024 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 13:00 - 14/07/2024 14:00","MBA|NO1","aFRR","0.00","0.00","15.00","7.44"
"14/07/2024 13:00 - 14/07/2024 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 13:00 - 14/07/2024 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 14:00 - 14/07/2024 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 14:00 - 14/07/2024 15:00","MBA|NO1","aFRR","0.00","0.00","15.00","10.50"
"14/07/2024 14:00 - 14/07/2024 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 14:00 - 14/07/2024 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 15:00 - 14/07/2024 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 15:00 - 14/07/2024 16:00","MBA|NO1","aFRR","0.00","0.00","20.00","18.98"
"14/07/2024 15:00 - 14/07/2024 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 15:00 - 14/07/2024 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 16:00 - 14/07/2024 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 16:00 - 14/07/2024 17:00","MBA|NO1","aFRR","0.00","0.00","15.00","7.04"
"14/07/2024 16:00 - 14/07/2024 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 16:00 - 14/07/2024 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 17:00 - 14/07/2024 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 17:00 - 14/07/2024 18:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.00"
"14/07/2024 17:00 - 14/07/2024 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 17:00 - 14/07/2024 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 18:00 - 14/07/2024 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 18:00 - 14/07/2024 19:00","MBA|NO1","aFRR","0.00","0.00","30.00","3.07"
"14/07/2024 18:00 - 14/07/2024 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 18:00 - 14/07/2024 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 19:00 - 14/07/2024 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 19:00 - 14/07/2024 20:00","MBA|NO1","aFRR","0.00","0.00","30.00","13.12"
"14/07/2024 19:00 - 14/07/2024 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 19:00 - 14/07/2024 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 20:00 - 14/07/2024 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 20:00 - 14/07/2024 21:00","MBA|NO1","aFRR","0.00","0.00","30.00","16.28"
"14/07/2024 20:00 - 14/07/2024 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 20:00 - 14/07/2024 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 21:00 - 14/07/2024 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
