Delivery Start (CET);Delivery End (CET);NO1 NO1->NO2 Export (MW);NO1 NO2->NO1 Import (MW);NO1 NO1->NO3 Export (MW);NO1 NO3->NO1 Import (MW);NO1 NO1->NO5 Export (MW);NO1 NO5->NO1 Import (MW);NO1 NO1->SE3 Export (MW);NO1 SE3->NO1 Import (MW);NO1 Total Export (MW);NO1 Total Import (MW);NO1 Total Net Position (MW)
02.01.2025 09:00:00;02.01.2025 10:00:00;0;656.9;0;552.9;0;2957.5;0;16.2;0;4183.5;4183.5
02.01.2025 10:00:00;02.01.2025 11:00:00;0;646;0;543.1;0;2931.2;0;36;0;4156.3;4156.3
02.01.2025 11:00:00;02.01.2025 12:00:00;0;802.3;0;522.3;0;2891.5;28.5;0;28.5;4216.1;4187.6
02.01.2025 12:00:00;02.01.2025 13:00:00;0;852.5;0;546.6;0;2888.3;87.5;0;87.5;4287.4;4199.9
02.01.2025 13:00:00;02.01.2025 14:00:00;0;1035;0;526.8;0;2920.5;323.3;0;323.3;4482.3;4159
02.01.2025 14:00:00;02.01.2025 15:00:00;0;875.1;0;525;0;2904.8;240.9;0;240.9;4304.9;4064
02.01.2025 15:00:00;02.01.2025 16:00:00;0;880.5;0;515.9;0;2877;301;0;301;4273.4;3972.4
02.01.2025 16:00:00;02.01.2025 17:00:00;0;438.7;0;554.9;0;2850.3;0;247.7;0;4091.6;4091.6
02.01.2025 17:00:00;02.01.2025 18:00:00;0;540.5;0;542.4;0;2887.5;0;81.4;0;4051.8;4051.8
02.01.2025 18:00:00;02.01.2025 19:00:00;0;461.8;0;540.9;0;2905.7;0;99.5;0;4007.9;4007.9
02.01.2025 19:00:00;02.01.2025 20:00:00;0;1041.9;0;520.7;0;2937.1;424.3;0;424.3;4499.7;4075.4
02.01.2025 20:00:00;02.01.2025 21:00:00;0;1117.3;0;510.2;0;2963.7;522.9;0;522.9;4591.2;4068.3
02.01.2025 21:00:00;02.01.2025 22:00:00;0;1196.9;0;520.9;0;2995;713.3;0;713.3;4712.8;3999.5
02.01.2025 22:00:00;02.01.2025 23:00:00;0;901.6;0;520.9;0;2975;386.2;0;386.2;4397.5;4011.3
02.01.2025 23:00:00;03.01.2025 00:00:00;0;707.7;0;500.8;0;2878.3;228.1;0;228.1;4086.8;3858.7
03.01.2025 00:00:00;03.01.2025 01:00:00;0;570.8;0;499.3;0;2383.8;0;220.9;0;3674.8;3674.8
03.01.2025 01:00:00;03.01.2025 02:00:00;0;391.2;0;531.1;0;2048;0;560.6;0;3530.9;3530.9
03.01.2025 02:00:00;03.01.2025 03:00:00;0;268.3;0;559;0;1823.5;0;828.6;0;3479.4;3479.4
03.01.2025 03:00:00;03.01.2025 04:00:00;0;183.5;0;571.9;0;1498.8;0;1209.9;0;3464.1;3464.1
03.01.2025 04:00:00;03.01.2025 05:00:00;0;254.1;0;564.9;0;1327.5;0;1282.5;0;3429;3429
03.01.2025 05:00:00;03.01.2025 06:00:00;0;409.8;0;565.8;0;1445.1;0;1166.1;0;3586.8;3586.8
03.01.2025 06:00:00;03.01.2025 07:00:00;0;1013.5;0;543.5;0;2009.3;0;417.1;0;3983.4;3983.4
03.01.2025 07:00:00;03.01.2025 08:00:00;0;1324.2;0;507;0;2840.8;395.2;0;395.2;4672;4276.8
03.01.2025 08:00:00;03.01.2025 09:00:00;0;1017.8;0;514.1;0;2792.3;144;0;144;4324.2;4180.2
03.01.2025 09:00:00;03.01.2025 10:00:00;0;655;0;493.8;0;2738.3;0;351.5;0;4238.6;4238.6
03.01.2025 10:00:00;03.01.2025 11:00:00;0;306.4;0;535.9;0;2760.3;0;631.5;0;4234.1;4234.1
03.01.2025 11:00:00;03.01.2025 12:00:00;0;343.4;0;534.6;0;2743.7;0;654.5;0;4276.2;4276.2
03.01.2025 12:00:00;03.01.2025 13:00:00;0;245.4;0;561.2;0;2747;0;732.9;0;4286.5;4286.5
03.01.2025 13:00:00;03.01.2025 14:00:00;0;40;0;572;0;2747.1;0;944.7;0;4303.8;4303.8
03.01.2025 14:00:00;03.01.2025 15:00:00;95.4;0;0;580.6;0;2896.1;0;951.5;95.4;4428.2;4332.8
03.01.2025 15:00:00;03.01.2025 16:00:00;0;218.6;0;548.5;0;2827;0;609.6;0;4203.7;4203.7
03.01.2025 16:00:00;03.01.2025 17:00:00;0;526.6;0;493.1;0;2765.4;0;422.7;0;4207.8;4207.8
03.01.2025 17:00:00;03.01.2025 18:00:00;0;270.1;0;548.2;0;2835.8;0;589.8;0;4243.9;4243.9
03.01.2025 18:00:00;03.01.2025 19:00:00;0;199.4;0;552.4;0;2891;0;536.9;0;4179.7;4179.7
03.01.2025 19:00:00;03.01.2025 20:00:00;0;695.3;0;516.1;0;2962.9;0;44.3;0;4218.6;4218.6
03.01.2025 20:00:00;03.01.2025 21:00:00;0;842.6;0;551.4;0;3109.4;394.8;0;394.8;4503.4;4108.6
03.01.2025 21:00:00;03.01.2025 22:00:00;0;1285.5;0;489.6;0;3040.5;878.5;0;878.5;4815.6;3937.1
03.01.2025 22:00:00;03.01.2025 23:00:00;0;1406;0;484.2;0;3079.6;1223;0;1223;4969.8;3746.8
03.01.2025 23:00:00;04.01.2025 00:00:00;0;1031.5;0;512.6;0;2878.7;879.9;0;879.9;4422.8;3542.9
04.01.2025 00:00:00;04.01.2025 01:00:00;0;741.8;0;565.7;0;2889.8;499.5;0;499.5;4197.3;3697.8
04.01.2025 01:00:00;04.01.2025 02:00:00;0;299.5;0;625.8;0;2984.7;333.2;0;333.2;3910;3576.8
04.01.2025 02:00:00;04.01.2025 03:00:00;0;88.5;0;670.4;0;2874.9;140.6;0;140.6;3633.8;3493.2
04.01.2025 03:00:00;04.01.2025 04:00:00;0;79.8;0;682;0;2756.4;42.2;0;42.2;3518.2;3476
04.01.2025 04:00:00;04.01.2025 05:00:00;0;71;0;679.4;0;2707;0;21.4;0;3478.8;3478.8
04.01.2025 05:00:00;04.01.2025 06:00:00;0;45.2;0;675.1;0;2848.2;55.3;0;55.3;3568.5;3513.2
04.01.2025 06:00:00;04.01.2025 07:00:00;0;121.7;0;678.3;0;2897.4;106.8;0;106.8;3697.4;3590.6
04.01.2025 07:00:00;04.01.2025 08:00:00;0;277.8;0;623;0;2748.2;0;89.7;0;3738.7;3738.7
04.01.2025 08:00:00;04.01.2025 09:00:00;0;355.3;0;578.7;0;2785.4;0;30.5;0;3749.9;3749.9
04.01.2025 09:00:00;04.01.2025 10:00:00;0;457.4;0;589.7;0;2929.9;28.7;0;28.7;3977;3948.3
04.01.2025 10:00:00;04.01.2025 11:00:00;0;501.4;0;592;0;2742;0;73.6;0;3909;3909
04.01.2025 11:00:00;04.01.2025 12:00:00;0;476;0;576.2;0;2684.5;0;133.9;0;3870.6;3870.6
04.01.2025 12:00:00;04.01.2025 13:00:00;0;379.6;0;590.2;0;2622.7;0;259.2;0;3851.7;3851.7
04.01.2025 13:00:00;04.01.2025 14:00:00;0;455.6;0;590.9;0;2801;0;1.6;0;3849.1;3849.1
04.01.2025 14:00:00;04.01.2025 15:00:00;0;576.1;0;638.5;0;2866.1;97;0;97;4080.7;3983.7
04.01.2025 15:00:00;04.01.2025 16:00:00;0;476.7;0;633;0;2951;139.9;0;139.9;4060.7;3920.8
04.01.2025 16:00:00;04.01.2025 17:00:00;0;318.9;0;689.3;0;3003.7;0;53.9;0;4065.8;4065.8
04.01.2025 17:00:00;04.01.2025 18:00:00;0;146.7;0;690.7;0;2890.4;0;318.8;0;4046.6;4046.6
04.01.2025 18:00:00;04.01.2025 19:00:00;0;434;0;679.5;0;2992.6;21.9;0;21.9;4106.1;4084.2
04.01.2025 19:00:00;04.01.2025 20:00:00;0;460.4;0;673.8;0;2997.8;91.7;0;91.7;4132;4040.3
04.01.2025 20:00:00;04.01.2025 21:00:00;0;484.7;0;675.2;0;2996.4;108.3;0;108.3;4156.3;4048
04.01.2025 21:00:00;04.01.2025 22:00:00;0;639.9;0;647.4;0;3070.2;422.9;0;422.9;4357.5;3934.6
04.01.2025 22:00:00;04.01.2025 23:00:00;0;684.4;0;628.9;0;3057.6;544.6;0;544.6;4370.9;3826.3
04.01.2025 23:00:00;05.01.2025 00:00:00;0;569.4;0;621.9;0;3113.2;571.7;0;571.7;4304.5;3732.8
05.01.2025 00:00:00;05.01.2025 01:00:00;0;627.1;0;620.6;0;3189.5;737.4;0;737.4;4437.2;3699.8
05.01.2025 01:00:00;05.01.2025 02:00:00;0;765;0;633.6;0;3257.1;844.1;0;844.1;4655.7;3811.6
05.01.2025 02:00:00;05.01.2025 03:00:00;0;853.2;0;612.4;0;3263.8;1021.5;0;1021.5;4729.4;3707.9
05.01.2025 03:00:00;05.01.2025 04:00:00;0;854.5;0;586.7;0;3227.7;1155.7;0;1155.7;4668.9;3513.2
05.01.2025 04:00:00;05.01.2025 05:00:00;0;798.2;0;592.6;0;3237.2;1150.9;0;1150.9;4628;3477.1
05.01.2025 05:00:00;05.01.2025 06:00:00;0;1039;0;546.8;0;3309;1433.5;0;1433.5;4894.8;3461.3
05.01.2025 06:00:00;05.01.2025 07:00:00;0;1217.5;0;533.8;0;3279.4;1524.7;0;1524.7;5030.7;3506
05.01.2025 07:00:00;05.01.2025 08:00:00;0;1312.5;0;456.2;0;3317.8;1461.1;0;1461.1;5086.5;3625.4
05.01.2025 08:00:00;05.01.2025 09:00:00;0;963;0;496.2;0;3172.6;841.1;0;841.1;4631.8;3790.7
05.01.2025 09:00:00;05.01.2025 10:00:00;0;601;0;529.1;0;3069.8;259.1;0;259.1;4199.9;3940.8
05.01.2025 10:00:00;05.01.2025 11:00:00;0;405.7;0;560.6;0;3036.2;0;64.7;0;4067.2;4067.2
05.01.2025 11:00:00;05.01.2025 12:00:00;0;590.9;0;549;0;3032;50.8;0;50.8;4171.9;4121.1
05.01.2025 12:00:00;05.01.2025 13:00:00;0;509.2;0;552.9;0;3058;0;36.1;0;4156.2;4156.2
05.01.2025 13:00:00;05.01.2025 14:00:00;0;853.8;0;517.8;0;3061.2;276.4;0;276.4;4432.8;4156.4
05.01.2025 14:00:00;05.01.2025 15:00:00;0;795;0;507.6;0;3054.2;181.8;0;181.8;4356.8;4175
05.01.2025 15:00:00;05.01.2025 16:00:00;0;157.2;0;557.3;0;2881.4;0;676.4;0;4272.3;4272.3
05.01.2025 16:00:00;05.01.2025 17:00:00;0;254.8;0;545.7;0;2835.6;0;719.4;0;4355.5;4355.5
05.01.2025 17:00:00;05.01.2025 18:00:00;0;789;0;503.9;0;2917.7;0;85.1;0;4295.7;4295.7
05.01.2025 18:00:00;05.01.2025 19:00:00;0;817.3;0;504.4;0;2984.7;10.4;0;10.4;4306.4;4296
05.01.2025 19:00:00;05.01.2025 20:00:00;0;359.7;0;538.9;0;2936.1;0;423.6;0;4258.3;4258.3
05.01.2025 20:00:00;05.01.2025 21:00:00;0;771.9;0;546.4;0;2588;0;542.9;0;4449.2;4449.2
05.01.2025 21:00:00;05.01.2025 22:00:00;0;817.6;0;540.8;0;2487.4;0;503.6;0;4349.4;4349.4
05.01.2025 22:00:00;05.01.2025 23:00:00;0;1288.6;0;510.4;0;2204.3;0;164.4;0;4167.7;4167.7
05.01.2025 23:00:00;06.01.2025 00:00:00;0;290.2;0;582.4;0;1598;0;1537.4;0;4008;4008
06.01.2025 00:00:00;06.01.2025 01:00:00;0;730.1;0;533.7;0;1398.7;0;1288.4;0;3950.9;3950.9
06.01.2025 01:00:00;06.01.2025 02:00:00;0;738.1;0;527;0;800.4;0;1774.4;0;3839.9;3839.9
06.01.2025 02:00:00;06.01.2025 03:00:00;0;944.9;0;508.4;0;619.7;0;1688.3;0;3761.3;3761.3
06.01.2025 03:00:00;06.01.2025 04:00:00;0;638.9;0;502.5;0;941.1;0;1649.3;0;3731.8;3731.8
06.01.2025 04:00:00;06.01.2025 05:00:00;0;786.6;0;485.3;0;797.4;0;1663.2;0;3732.5;3732.5
06.01.2025 05:00:00;06.01.2025 06:00:00;0;1441.5;0;467.5;0;455.4;0;1432.7;0;3797.1;3797.1
06.01.2025 06:00:00;06.01.2025 07:00:00;0;1303;0;551.8;0;894.6;0;1382.1;0;4131.5;4131.5
06.01.2025 07:00:00;06.01.2025 08:00:00;0;2175;0;498.5;0;2037.4;186.6;0;186.6;4710.9;4524.3
06.01.2025 08:00:00;06.01.2025 09:00:00;0;2133.5;0;489.7;0;2335.7;383.9;0;383.9;4958.9;4575
06.01.2025 09:00:00;06.01.2025 10:00:00;0;2496.6;0;498.4;0;2330.5;622.3;0;622.3;5325.5;4703.2
06.01.2025 10:00:00;06.01.2025 11:00:00;0;2358.2;0;516.1;0;2322;500.6;0;500.6;5196.3;4695.7
06.01.2025 11:00:00;06.01.2025 12:00:00;0;2145.5;0;547.2;0;2290.7;323.7;0;323.7;4983.4;4659.7
06.01.2025 12:00:00;06.01.2025 13:00:00;0;2110.2;0;570.6;0;2198.9;236.2;0;236.2;4879.7;4643.5
06.01.2025 13:00:00;06.01.2025 14:00:00;0;1556;0;634.1;0;1776.7;0;638.6;0;4605.4;4605.4
06.01.2025 14:00:00;06.01.2025 15:00:00;0;1229.1;0;649;0;1659.4;0;1044.9;0;4582.4;4582.4
06.01.2025 15:00:00;06.01.2025 16:00:00;0;1493.6;0;658.5;0;1639.6;0;836;0;4627.7;4627.7
06.01.2025 16:00:00;06.01.2025 17:00:00;0;1712.4;0;671.8;0;1888.9;0;400;0;4673.1;4673.1
06.01.2025 17:00:00;06.01.2025 18:00:00;0;1723.2;0;676.2;0;2272.3;91.7;0;91.7;4671.7;4580
06.01.2025 18:00:00;06.01.2025 19:00:00;0;1107.5;0;676.8;0;2329.7;0;312.5;0;4426.5;4426.5
06.01.2025 19:00:00;06.01.2025 20:00:00;0;1246;0;654.8;0;1823.9;0;573.7;0;4298.4;4298.4
06.01.2025 20:00:00;06.01.2025 21:00:00;0;867.9;0;638.8;0;1531.9;0;1127.7;0;4166.3;4166.3
06.01.2025 21:00:00;06.01.2025 22:00:00;0;487.6;0;619.8;0;1144.7;0;1785;0;4037.1;4037.1
06.01.2025 22:00:00;06.01.2025 23:00:00;0;144.5;0;624.6;0;1225.5;0;1766;0;3760.6;3760.6
06.01.2025 23:00:00;07.01.2025 00:00:00;0;484.2;0;599.9;0;685.1;0;1764;0;3533.2;3533.2
07.01.2025 00:00:00;07.01.2025 01:00:00;0;216.5;0;621;0;619.3;0;1890;0;3346.8;3346.8
07.01.2025 01:00:00;07.01.2025 02:00:00;0;144.2;0;620.5;0;558.2;0;1890.5;0;3213.4;3213.4
07.01.2025 02:00:00;07.01.2025 03:00:00;0;263.2;0;611.9;0;423.5;0;1827.9;0;3126.5;3126.5
07.01.2025 03:00:00;07.01.2025 04:00:00;0;407.6;0;588.7;0;293.6;0;1753;0;3042.9;3042.9
07.01.2025 04:00:00;07.01.2025 05:00:00;0;124.4;0;593;0;382.2;0;1927;0;3026.6;3026.6
07.01.2025 05:00:00;07.01.2025 06:00:00;459.5;0;0;635.8;0;1053.8;0;1895;459.5;3584.6;3125.1
07.01.2025 06:00:00;07.01.2025 07:00:00;585.3;0;0;634.3;0;1627.7;0;1822;585.3;4084;3498.7
07.01.2025 07:00:00;07.01.2025 08:00:00;130.8;0;0;665.5;0;1730.8;0;1694.1;130.8;4090.4;3959.6
07.01.2025 08:00:00;07.01.2025 09:00:00;0;37.4;0;671.5;0;1807.7;0;1611.7;0;4128.3;4128.3
07.01.2025 09:00:00;07.01.2025 10:00:00;213.2;0;0;676.2;0;1820.9;0;1836;213.2;4333.1;4119.9
07.01.2025 10:00:00;07.01.2025 11:00:00;202.7;0;0;682.4;0;1836.2;0;1823;202.7;4341.6;4138.9
07.01.2025 11:00:00;07.01.2025 12:00:00;627.5;0;0;693.9;0;2165.6;0;1816;627.5;4675.5;4048
07.01.2025 12:00:00;07.01.2025 13:00:00;694.8;0;0;685.5;0;2174.3;0;1854;694.8;4713.8;4019
07.01.2025 13:00:00;07.01.2025 14:00:00;661.8;0;0;683.6;0;2148.3;0;1855;661.8;4686.9;4025.1
07.01.2025 14:00:00;07.01.2025 15:00:00;549.9;0;0;685.2;0;2134;0;1879;549.9;4698.2;4148.3
07.01.2025 15:00:00;07.01.2025 16:00:00;790.6;0;0;697.9;0;2280.2;0;1845;790.6;4823.1;4032.5
07.01.2025 16:00:00;07.01.2025 17:00:00;757.5;0;0;686.3;0;2391.6;0;1758.6;757.5;4836.5;4079
07.01.2025 17:00:00;07.01.2025 18:00:00;489;0;0;687.7;0;2502.6;0;1316.7;489;4507;4018
07.01.2025 18:00:00;07.01.2025 19:00:00;751.7;0;0;684.3;0;2422.4;0;1544.4;751.7;4651.1;3899.4
07.01.2025 19:00:00;07.01.2025 20:00:00;905.7;0;0;681.4;0;2212.3;0;1842;905.7;4735.7;3830
07.01.2025 20:00:00;07.01.2025 21:00:00;800.7;0;0;657.1;0;2021;0;1874;800.7;4552.1;3751.4
07.01.2025 21:00:00;07.01.2025 22:00:00;901.5;0;0;661.5;0;2032.5;0;1864;901.5;4558;3656.5
07.01.2025 22:00:00;07.01.2025 23:00:00;1050.7;0;0;646.5;0;1926.5;0;1863;1050.7;4436;3385.3
07.01.2025 23:00:00;08.01.2025 00:00:00;1245.7;0;0;641;0;1917.8;0;1869;1245.7;4427.8;3182.1
08.01.2025 00:00:00;08.01.2025 01:00:00;331.8;0;0;585.2;0;1335.1;0;1866;331.8;3786.3;3454.5
08.01.2025 01:00:00;08.01.2025 02:00:00;335.9;0;0;584.7;0;1230.5;0;1889;335.9;3704.2;3368.3
08.01.2025 02:00:00;08.01.2025 03:00:00;419;0;0;585.4;0;1259.1;0;1888;419;3732.5;3313.5
08.01.2025 03:00:00;08.01.2025 04:00:00;421.1;0;0;584.2;0;1257.3;0;1871;421.1;3712.5;3291.4
08.01.2025 04:00:00;08.01.2025 05:00:00;505.6;0;0;593.6;0;1292.9;0;1913;505.6;3799.5;3293.9
08.01.2025 05:00:00;08.01.2025 06:00:00;199.7;0;0;566.8;0;1523.1;0;1548.1;199.7;3638;3438.3
08.01.2025 06:00:00;08.01.2025 07:00:00;0;234.6;0;574.1;0;2289;0;749.1;0;3846.8;3846.8
08.01.2025 07:00:00;08.01.2025 08:00:00;0;416.8;0;559.2;0;2679.5;0;491;0;4146.5;4146.5
08.01.2025 08:00:00;08.01.2025 09:00:00;0;631.3;0;550.4;0;2627.6;0;448;0;4257.3;4257.3
08.01.2025 09:00:00;08.01.2025 10:00:00;0;527.7;0;541.3;0;2480.2;0;738.3;0;4287.5;4287.5
08.01.2025 10:00:00;08.01.2025 11:00:00;0;456.4;0;541.8;0;2483.8;0;849;0;4331;4331
08.01.2025 11:00:00;08.01.2025 12:00:00;0;469.1;0;530.1;0;2490.7;0;792.2;0;4282.1;4282.1
08.01.2025 12:00:00;08.01.2025 13:00:00;0;757.2;0;501.8;0;2488.4;0;521.4;0;4268.8;4268.8
08.01.2025 13:00:00;08.01.2025 14:00:00;0;762.6;0;494.9;0;2498.9;0;495.2;0;4251.6;4251.6
08.01.2025 14:00:00;08.01.2025 15:00:00;0;545.4;0;500.6;0;2559.5;0;594.3;0;4199.8;4199.8
08.01.2025 15:00:00;08.01.2025 16:00:00;0;606.7;0;478.5;0;2790.6;0;313.7;0;4189.5;4189.5
08.01.2025 16:00:00;08.01.2025 17:00:00;0;268.7;0;508.3;0;2693.4;0;718.6;0;4189;4189
08.01.2025 17:00:00;08.01.2025 18:00:00;30.8;0;0;523.6;0;2689.9;0;910.2;30.8;4123.7;4092.9
08.01.2025 18:00:00;08.01.2025 19:00:00;0;84.1;0;508.2;0;2746.5;0;695.4;0;4034.2;4034.2
08.01.2025 19:00:00;08.01.2025 20:00:00;30.9;0;0;509.4;0;2760.2;0;769.7;30.9;4039.3;4008.4
08.01.2025 20:00:00;08.01.2025 21:00:00;0;316.5;0;503.4;0;2823;0;428.4;0;4071.3;4071.3
08.01.2025 21:00:00;08.01.2025 22:00:00;0;221.9;0;521.3;0;2884.4;0;487.3;0;4114.9;4114.9
08.01.2025 22:00:00;08.01.2025 23:00:00;0;246.1;0;504.7;0;2828.5;0;326.6;0;3905.9;3905.9
08.01.2025 23:00:00;09.01.2025 00:00:00;0.8;0;0;509.9;0;2818.4;0;410;0.8;3738.3;3737.5
09.01.2025 00:00:00;09.01.2025 01:00:00;134.5;0;0;598.5;0;2550.6;0;593.4;134.5;3742.5;3608
09.01.2025 01:00:00;09.01.2025 02:00:00;178.8;0;0;606.3;0;2413.5;0;607.4;178.8;3627.2;3448.4
09.01.2025 02:00:00;09.01.2025 03:00:00;139.2;0;0;605.9;0;2318;0;586.2;139.2;3510.1;3370.9
09.01.2025 03:00:00;09.01.2025 04:00:00;123.2;0;0;601.1;0;2398.9;0;461.8;123.2;3461.8;3338.6
09.01.2025 04:00:00;09.01.2025 05:00:00;43.4;0;0;576.9;0;2635.4;0;171.7;43.4;3384;3340.6
09.01.2025 05:00:00;09.01.2025 06:00:00;0;452.7;0;561.1;0;2778.7;318.6;0;318.6;3792.5;3473.9
09.01.2025 06:00:00;09.01.2025 07:00:00;0;797.2;0;556.2;0;3044.7;735.1;0;735.1;4398.1;3663
09.01.2025 07:00:00;09.01.2025 08:00:00;0;768.7;0;588.3;0;2998;409.2;0;409.2;4355;3945.8
09.01.2025 08:00:00;09.01.2025 09:00:00;0;985;0;577.1;0;2941;454.3;0;454.3;4503.1;4048.8
09.01.2025 09:00:00;09.01.2025 10:00:00;0;702.6;0;609.4;0;3027;243.4;0;243.4;4339;4095.6
09.01.2025 10:00:00;09.01.2025 11:00:00;0;760.7;0;600.5;0;2998.1;308.7;0;308.7;4359.3;4050.6
09.01.2025 11:00:00;09.01.2025 12:00:00;0;992.7;0;556;0;2974;432.4;0;432.4;4522.7;4090.3
09.01.2025 12:00:00;09.01.2025 13:00:00;0;1246.5;0;525;0;2979.7;675.1;0;675.1;4751.2;4076.1
09.01.2025 13:00:00;09.01.2025 14:00:00;0;1534;0;487;0;2988.8;932;0;932;5009.8;4077.8
09.01.2025 14:00:00;09.01.2025 15:00:00;0;1929.9;0;441.3;0;2991.1;1305.3;0;1305.3;5362.3;4057
09.01.2025 15:00:00;09.01.2025 16:00:00;0;1893.5;0;423.8;0;2971.5;1253.4;0;1253.4;5288.8;4035.4
09.01.2025 16:00:00;09.01.2025 17:00:00;0;1675.1;0;438.1;0;2974.1;965.3;0;965.3;5087.3;4122
09.01.2025 17:00:00;09.01.2025 18:00:00;0;1085.9;0;503.8;0;2962.3;467.1;0;467.1;4552;4084.9
09.01.2025 18:00:00;09.01.2025 19:00:00;0;989.6;0;507.4;0;2895.9;481;0;481;4392.9;3911.9
09.01.2025 19:00:00;09.01.2025 20:00:00;0;1291.5;0;467.5;0;2927.5;858.3;0;858.3;4686.5;3828.2
09.01.2025 20:00:00;09.01.2025 21:00:00;0;660;0;518.2;0;2947.1;378.5;0;378.5;4125.3;3746.8
09.01.2025 21:00:00;09.01.2025 22:00:00;0;525.2;0;526.1;0;2981.8;248.8;0;248.8;4033.1;3784.3
09.01.2025 22:00:00;09.01.2025 23:00:00;0;698.9;0;504.7;0;3024;622.9;0;622.9;4227.6;3604.7
09.01.2025 23:00:00;10.01.2025 00:00:00;0;615.8;0;510.8;0;2948.3;598.7;0;598.7;4074.9;3476.2
