"MTU (UTC)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"14/02/2024 05:00:00 - 14/02/2024 06:00:00","BZN|NO2","323.36","n/e","330.00","343.97"
"14/02/2024 06:00:00 - 14/02/2024 07:00:00","BZN|NO2","319.29","n/e","324.00","359.06"
"14/02/2024 07:00:00 - 14/02/2024 08:00:00","BZN|NO2","315.73","n/e","325.00","359.51"
"14/02/2024 08:00:00 - 14/02/2024 09:00:00","BZN|NO2","313.75","n/e","311.00","341.48"
"14/02/2024 09:00:00 - 14/02/2024 10:00:00","BZN|NO2","297.71","n/e","294.00","288.59"
"14/02/2024 10:00:00 - 14/02/2024 11:00:00","BZN|NO2","270.64","n/e","271.00","268.37"
"14/02/2024 11:00:00 - 14/02/2024 12:00:00","BZN|NO2","250.81","n/e","253.00","281.79"
"14/02/2024 12:00:00 - 14/02/2024 13:00:00","BZN|NO2","233.34","n/e","249.00","277.30"
"14/02/2024 13:00:00 - 14/02/2024 14:00:00","BZN|NO2","223.67","n/e","250.00","268.10"
"14/02/2024 14:00:00 - 14/02/2024 15:00:00","BZN|NO2","222.93","n/e","253.00","257.84"
"14/02/2024 15:00:00 - 14/02/2024 16:00:00","BZN|NO2","236.93","n/e","263.00","273.08"
"14/02/2024 16:00:00 - 14/02/2024 17:00:00","BZN|NO2","258.93","n/e","296.00","297.59"
"14/02/2024 17:00:00 - 14/02/2024 18:00:00","BZN|NO2","287.07","n/e","322.00","307.74"
"14/02/2024 18:00:00 - 14/02/2024 19:00:00","BZN|NO2","319.50","n/e","323.00","343.29"
"14/02/2024 19:00:00 - 14/02/2024 20:00:00","BZN|NO2","329.65","n/e","331.00","380.72"
"14/02/2024 20:00:00 - 14/02/2024 21:00:00","BZN|NO2","333.05","n/e","371.00","386.25"
"14/02/2024 21:00:00 - 14/02/2024 22:00:00","BZN|NO2","334.94","n/e","397.00","386.61"
"14/02/2024 22:00:00 - 14/02/2024 23:00:00","BZN|NO2","335.84","n/e","419.00","417.46"
"14/02/2024 23:00:00 - 15/02/2024 00:00:00","BZN|NO2","429.27","n/e","423.00","427.64"
"15/02/2024 00:00:00 - 15/02/2024 01:00:00","BZN|NO2","442.37","n/e","435.00","507.25"
"15/02/2024 01:00:00 - 15/02/2024 02:00:00","BZN|NO2","463.20","n/e","471.00","534.80"
"15/02/2024 02:00:00 - 15/02/2024 03:00:00","BZN|NO2","503.24","n/e","536.00","586.12"
"15/02/2024 03:00:00 - 15/02/2024 04:00:00","BZN|NO2","563.19","n/e","597.00","625.51"
"15/02/2024 04:00:00 - 15/02/2024 05:00:00","BZN|NO2","646.05","n/e","640.00","745.01"
"15/02/2024 05:00:00 - 15/02/2024 06:00:00","BZN|NO2","750.92","n/e","760.00","775.62"
"15/02/2024 06:00:00 - 15/02/2024 07:00:00","BZN|NO2","872.40","n/e","866.00","935.05"
"15/02/2024 07:00:00 - 15/02/2024 08:00:00","BZN|NO2","970.81","n/e","946.00","1040.45"
"15/02/2024 08:00:00 - 15/02/2024 09:00:00","BZN|NO2","1052.20","n/e","1046.00","1098.92"
"15/02/2024 09:00:00 - 15/02/2024 10:00:00","BZN|NO2","1108.48","n/e","1102.00","1137.28"
"15/02/2024 10:00:00 - 15/02/2024 11:00:00","BZN|NO2","1152.07","n/e","1147.00","1161.52"
"15/02/2024 11:00:00 - 15/02/2024 12:00:00","BZN|NO2","1182.39","n/e","1180.00","1193.55"
"15/02/2024 12:00:00 - 15/02/2024 13:00:00","BZN|NO2","1205.94","n/e","1211.00","1222.15"
"15/02/2024 13:00:00 - 15/02/2024 14:00:00","BZN|NO2","1231.61","n/e","1228.00","1230.45"
"15/02/2024 14:00:00 - 15/02/2024 15:00:00","BZN|NO2","1251.46","n/e","1252.00","1237.94"
"15/02/2024 15:00:00 - 15/02/2024 16:00:00","BZN|NO2","1263.99","n/e","1259.00","1238.69"
"15/02/2024 16:00:00 - 15/02/2024 17:00:00","BZN|NO2","1276.25","n/e","1266.00","1204.75"
"15/02/2024 17:00:00 - 15/02/2024 18:00:00","BZN|NO2","1284.82","n/e","1266.00","1140.74"
"15/02/2024 18:00:00 - 15/02/2024 19:00:00","BZN|NO2","1291.47","n/e","1266.00","1084.43"
"15/02/2024 19:00:00 - 15/02/2024 20:00:00","BZN|NO2","1280.86","n/e","1263.00","1044.79"
"15/02/2024 20:00:00 - 15/02/2024 21:00:00","BZN|NO2","1261.45","n/e","1236.00","990.49"
"15/02/2024 21:00:00 - 15/02/2024 22:00:00","BZN|NO2","1219.16","n/e","1186.00","1011.06"
"15/02/2024 22:00:00 - 15/02/2024 23:00:00","BZN|NO2","1154.58","n/e","1083.00","1003.55"
"15/02/2024 23:00:00 - 16/02/2024 00:00:00","BZN|NO2","1086.19","n/e","1022.00","976.05"
"16/02/2024 00:00:00 - 16/02/2024 01:00:00","BZN|NO2","1012.95","n/e","963.00","855.63"
"16/02/2024 01:00:00 - 16/02/2024 02:00:00","BZN|NO2","942.09","n/e","889.00","864.05"
"16/02/2024 02:00:00 - 16/02/2024 03:00:00","BZN|NO2","907.11","n/e","785.00","745.26"
"16/02/2024 03:00:00 - 16/02/2024 04:00:00","BZN|NO2","850.50","n/e","711.00","672.74"
"16/02/2024 04:00:00 - 16/02/2024 05:00:00","BZN|NO2","768.77","n/e","594.00","563.39"
"16/02/2024 05:00:00 - 16/02/2024 06:00:00","BZN|NO2","644.64","n/e","527.00","479.51"
"16/02/2024 06:00:00 - 16/02/2024 07:00:00","BZN|NO2","505.86","n/e","423.00","388.91"
"16/02/2024 07:00:00 - 16/02/2024 08:00:00","BZN|NO2","388.90","n/e","313.00","349.68"
"16/02/2024 08:00:00 - 16/02/2024 09:00:00","BZN|NO2","282.85","n/e","228.00","288.97"
"16/02/2024 09:00:00 - 16/02/2024 10:00:00","BZN|NO2","197.22","n/e","176.00","193.32"
"16/02/2024 10:00:00 - 16/02/2024 11:00:00","BZN|NO2","142.82","n/e","138.00","156.24"
"16/02/2024 11:00:00 - 16/02/2024 12:00:00","BZN|NO2","117.50","n/e","106.00","146.50"
"16/02/2024 12:00:00 - 16/02/2024 13:00:00","BZN|NO2","122.71","n/e","85.00","139.77"
"16/02/2024 13:00:00 - 16/02/2024 14:00:00","BZN|NO2","167.04","n/e","89.00","105.62"
"16/02/2024 14:00:00 - 16/02/2024 15:00:00","BZN|NO2","246.16","n/e","96.00","89.20"
"16/02/2024 15:00:00 - 16/02/2024 16:00:00","BZN|NO2","352.15","n/e","139.00","112.34"
"16/02/2024 16:00:00 - 16/02/2024 17:00:00","BZN|NO2","450.17","n/e","217.00","169.07"
"16/02/2024 17:00:00 - 16/02/2024 18:00:00","BZN|NO2","588.72","n/e","366.00","425.81"
"16/02/2024 18:00:00 - 16/02/2024 19:00:00","BZN|NO2","677.83","n/e","486.00","433.38"
"16/02/2024 19:00:00 - 16/02/2024 20:00:00","BZN|NO2","774.15","n/e","625.00","454.02"
"16/02/2024 20:00:00 - 16/02/2024 21:00:00","BZN|NO2","845.79","n/e","638.00","654.96"
"16/02/2024 21:00:00 - 16/02/2024 22:00:00","BZN|NO2","901.65","n/e","676.00","775.00"
"16/02/2024 22:00:00 - 16/02/2024 23:00:00","BZN|NO2","938.40","n/e","746.00","886.01"
"16/02/2024 23:00:00 - 17/02/2024 00:00:00","BZN|NO2","895.60","n/e","791.00","801.27"
"17/02/2024 00:00:00 - 17/02/2024 01:00:00","BZN|NO2","829.10","n/e","746.00","671.52"
"17/02/2024 01:00:00 - 17/02/2024 02:00:00","BZN|NO2","739.47","n/e","662.00","527.62"
"17/02/2024 02:00:00 - 17/02/2024 03:00:00","BZN|NO2","644.15","n/e","495.00","420.86"
"17/02/2024 03:00:00 - 17/02/2024 04:00:00","BZN|NO2","576.68","n/e","432.00","370.50"
"17/02/2024 04:00:00 - 17/02/2024 05:00:00","BZN|NO2","525.60","n/e","340.00","345.38"
"17/02/2024 05:00:00 - 17/02/2024 06:00:00","BZN|NO2","471.91","n/e","321.00","280.42"
"17/02/2024 06:00:00 - 17/02/2024 07:00:00","BZN|NO2","414.32","n/e","230.00","181.36"
"17/02/2024 07:00:00 - 17/02/2024 08:00:00","BZN|NO2","350.70","n/e","189.00","171.21"
"17/02/2024 08:00:00 - 17/02/2024 09:00:00","BZN|NO2","268.07","n/e","106.00","78.94"
"17/02/2024 09:00:00 - 17/02/2024 10:00:00","BZN|NO2","181.61","n/e","82.00","34.51"
"17/02/2024 10:00:00 - 17/02/2024 11:00:00","BZN|NO2","107.39","n/e","40.00","9.69"
"17/02/2024 11:00:00 - 17/02/2024 12:00:00","BZN|NO2","63.94","n/e","23.00","3.69"
"17/02/2024 12:00:00 - 17/02/2024 13:00:00","BZN|NO2","41.14","n/e","17.00","3.21"
"17/02/2024 13:00:00 - 17/02/2024 14:00:00","BZN|NO2","29.00","n/e","14.00","3.18"
"17/02/2024 14:00:00 - 17/02/2024 15:00:00","BZN|NO2","24.10","n/e","13.00","3.00"
"17/02/2024 15:00:00 - 17/02/2024 16:00:00","BZN|NO2","18.84","n/e","11.00","2.87"
"17/02/2024 16:00:00 - 17/02/2024 17:00:00","BZN|NO2","16.19","n/e","17.00","4.32"
"17/02/2024 17:00:00 - 17/02/2024 18:00:00","BZN|NO2","22.02","n/e","15.00","27.91"
"17/02/2024 18:00:00 - 17/02/2024 19:00:00","BZN|NO2","36.29","n/e","19.00","34.22"
"17/02/2024 19:00:00 - 17/02/2024 20:00:00","BZN|NO2","57.60","n/e","40.00","64.16"
"17/02/2024 20:00:00 - 17/02/2024 21:00:00","BZN|NO2","99.14","n/e","87.00","136.10"
"17/02/2024 21:00:00 - 17/02/2024 22:00:00","BZN|NO2","173.14","n/e","189.00","212.28"
"17/02/2024 22:00:00 - 17/02/2024 23:00:00","BZN|NO2","280.51","n/e","300.00","303.67"
"17/02/2024 23:00:00 - 18/02/2024 00:00:00","BZN|NO2","303.93","n/e","396.00","426.32"
"18/02/2024 00:00:00 - 18/02/2024 01:00:00","BZN|NO2","418.38","n/e","506.00","557.02"
"18/02/2024 01:00:00 - 18/02/2024 02:00:00","BZN|NO2","548.29","n/e","643.00","677.33"
"18/02/2024 02:00:00 - 18/02/2024 03:00:00","BZN|NO2","705.52","n/e","767.00","778.59"
"18/02/2024 03:00:00 - 18/02/2024 04:00:00","BZN|NO2","829.05","n/e","898.00","846.05"
"18/02/2024 04:00:00 - 18/02/2024 05:00:00","BZN|NO2","943.38","n/e","1005.00","933.68"
"18/02/2024 05:00:00 - 18/02/2024 06:00:00","BZN|NO2","1050.15","n/e","1107.00","1065.17"
"18/02/2024 06:00:00 - 18/02/2024 07:00:00","BZN|NO2","1150.37","n/e","1185.00","1166.80"
"18/02/2024 07:00:00 - 18/02/2024 08:00:00","BZN|NO2","1215.31","n/e","1189.00","1164.87"
"18/02/2024 08:00:00 - 18/02/2024 09:00:00","BZN|NO2","1236.43","n/e","1203.00","1154.07"
"18/02/2024 09:00:00 - 18/02/2024 10:00:00","BZN|NO2","1225.41","n/e","1177.00","1118.32"
"18/02/2024 10:00:00 - 18/02/2024 11:00:00","BZN|NO2","1186.57","n/e","1107.00","1004.27"
"18/02/2024 11:00:00 - 18/02/2024 12:00:00","BZN|NO2","1123.65","n/e","1016.00","880.59"
"18/02/2024 12:00:00 - 18/02/2024 13:00:00","BZN|NO2","974.36","n/e","881.00","629.96"
"18/02/2024 13:00:00 - 18/02/2024 14:00:00","BZN|NO2","755.72","n/e","684.00","421.35"
"18/02/2024 14:00:00 - 18/02/2024 15:00:00","BZN|NO2","569.51","n/e","419.00","301.50"
"18/02/2024 15:00:00 - 18/02/2024 16:00:00","BZN|NO2","438.75","n/e","274.00","220.97"
"18/02/2024 16:00:00 - 18/02/2024 17:00:00","BZN|NO2","350.53","n/e","175.00","171.05"
"18/02/2024 17:00:00 - 18/02/2024 18:00:00","BZN|NO2","283.79","n/e","136.00","134.27"
"18/02/2024 18:00:00 - 18/02/2024 19:00:00","BZN|NO2","237.37","n/e","127.00","128.84"
"18/02/2024 19:00:00 - 18/02/2024 20:00:00","BZN|NO2","219.63","n/e","145.00","141.47"
"18/02/2024 20:00:00 - 18/02/2024 21:00:00","BZN|NO2","215.42","n/e","170.00","131.30"
"18/02/2024 21:00:00 - 18/02/2024 22:00:00","BZN|NO2","218.65","n/e","168.00","137.48"
"18/02/2024 22:00:00 - 18/02/2024 23:00:00","BZN|NO2","218.69","n/e","163.00","146.07"
"18/02/2024 23:00:00 - 19/02/2024 00:00:00","BZN|NO2","184.62","n/e","159.00","192.79"
"19/02/2024 00:00:00 - 19/02/2024 01:00:00","BZN|NO2","204.47","n/e","174.00","174.06"
"19/02/2024 01:00:00 - 19/02/2024 02:00:00","BZN|NO2","235.67","n/e","201.00","181.23"
"19/02/2024 02:00:00 - 19/02/2024 03:00:00","BZN|NO2","295.91","n/e","248.00","213.31"
"19/02/2024 03:00:00 - 19/02/2024 04:00:00","BZN|NO2","355.71","n/e","289.00","337.17"
"19/02/2024 04:00:00 - 19/02/2024 05:00:00","BZN|NO2","415.12","n/e","327.00","431.09"
"19/02/2024 05:00:00 - 19/02/2024 06:00:00","BZN|NO2","447.66","n/e","386.00","586.17"
"19/02/2024 06:00:00 - 19/02/2024 07:00:00","BZN|NO2","445.24","n/e","492.00","569.57"
"19/02/2024 07:00:00 - 19/02/2024 08:00:00","BZN|NO2","458.54","n/e","556.00","580.73"
"19/02/2024 08:00:00 - 19/02/2024 09:00:00","BZN|NO2","464.01","n/e","578.00","646.68"
"19/02/2024 09:00:00 - 19/02/2024 10:00:00","BZN|NO2","431.63","n/e","554.00","536.13"
"19/02/2024 10:00:00 - 19/02/2024 11:00:00","BZN|NO2","400.74","n/e","494.00","516.94"
"19/02/2024 11:00:00 - 19/02/2024 12:00:00","BZN|NO2","328.22","n/e","389.00","401.01"
"19/02/2024 12:00:00 - 19/02/2024 13:00:00","BZN|NO2","269.84","n/e","306.00","322.07"
"19/02/2024 13:00:00 - 19/02/2024 14:00:00","BZN|NO2","232.76","n/e","275.00","286.24"
"19/02/2024 14:00:00 - 19/02/2024 15:00:00","BZN|NO2","204.14","n/e","235.00","292.23"
"19/02/2024 15:00:00 - 19/02/2024 16:00:00","BZN|NO2","195.65","n/e","194.00","270.18"
"19/02/2024 16:00:00 - 19/02/2024 17:00:00","BZN|NO2","217.32","n/e","202.00","176.60"
"19/02/2024 17:00:00 - 19/02/2024 18:00:00","BZN|NO2","292.06","n/e","205.00","193.29"
"19/02/2024 18:00:00 - 19/02/2024 19:00:00","BZN|NO2","397.92","n/e","209.00","307.43"
"19/02/2024 19:00:00 - 19/02/2024 20:00:00","BZN|NO2","511.76","n/e","325.00","539.83"
"19/02/2024 20:00:00 - 19/02/2024 21:00:00","BZN|NO2","612.47","n/e","476.00","679.41"
"19/02/2024 21:00:00 - 19/02/2024 22:00:00","BZN|NO2","645.96","n/e","614.00","647.76"
"19/02/2024 22:00:00 - 19/02/2024 23:00:00","BZN|NO2","611.01","n/e","618.00","671.46"
"19/02/2024 23:00:00 - 20/02/2024 00:00:00","BZN|NO2","536.83","n/e","625.00","657.82"
"20/02/2024 00:00:00 - 20/02/2024 01:00:00","BZN|NO2","493.61","n/e","586.00","593.79"
"20/02/2024 01:00:00 - 20/02/2024 02:00:00","BZN|NO2","430.51","n/e","490.00","461.13"
"20/02/2024 02:00:00 - 20/02/2024 03:00:00","BZN|NO2","368.08","n/e","447.00","408.30"
"20/02/2024 03:00:00 - 20/02/2024 04:00:00","BZN|NO2","329.94","n/e","386.00","329.98"
"20/02/2024 04:00:00 - 20/02/2024 05:00:00","BZN|NO2","289.87","n/e","338.00","242.75"
"20/02/2024 05:00:00 - 20/02/2024 06:00:00","BZN|NO2","254.15","n/e","291.00","169.12"
"20/02/2024 06:00:00 - 20/02/2024 07:00:00","BZN|NO2","249.75","n/e","239.00","144.52"
"20/02/2024 07:00:00 - 20/02/2024 08:00:00","BZN|NO2","273.99","n/e","243.00","189.58"
"20/02/2024 08:00:00 - 20/02/2024 09:00:00","BZN|NO2","326.68","n/e","257.00","298.00"
"20/02/2024 09:00:00 - 20/02/2024 10:00:00","BZN|NO2","410.07","n/e","276.00","363.92"
"20/02/2024 10:00:00 - 20/02/2024 11:00:00","BZN|NO2","493.49","n/e","336.00","408.74"
"20/02/2024 11:00:00 - 20/02/2024 12:00:00","BZN|NO2","568.82","n/e","394.00","436.99"
"20/02/2024 12:00:00 - 20/02/2024 13:00:00","BZN|NO2","637.57","n/e","484.00","521.70"
"20/02/2024 13:00:00 - 20/02/2024 14:00:00","BZN|NO2","658.67","n/e","564.00","613.70"
"20/02/2024 14:00:00 - 20/02/2024 15:00:00","BZN|NO2","656.33","n/e","586.00","618.08"
"20/02/2024 15:00:00 - 20/02/2024 16:00:00","BZN|NO2","628.78","n/e","578.00","608.69"
"20/02/2024 16:00:00 - 20/02/2024 17:00:00","BZN|NO2","569.68","n/e","592.00","485.72"
"20/02/2024 17:00:00 - 20/02/2024 18:00:00","BZN|NO2","526.69","n/e","564.00","463.12"
"20/02/2024 18:00:00 - 20/02/2024 19:00:00","BZN|NO2","443.25","n/e","490.00","511.60"
"20/02/2024 19:00:00 - 20/02/2024 20:00:00","BZN|NO2","368.86","n/e","400.00","357.94"
"20/02/2024 20:00:00 - 20/02/2024 21:00:00","BZN|NO2","363.02","n/e","318.00","214.38"
"20/02/2024 21:00:00 - 20/02/2024 22:00:00","BZN|NO2","425.13","n/e","222.00","95.10"
"20/02/2024 22:00:00 - 20/02/2024 23:00:00","BZN|NO2","538.29","n/e","160.00","53.77"
"20/02/2024 23:00:00 - 21/02/2024 00:00:00","BZN|NO2","280.91","n/e","104.00","20.88"
"21/02/2024 00:00:00 - 21/02/2024 01:00:00","BZN|NO2","307.86","n/e","91.00","101.44"
"21/02/2024 01:00:00 - 21/02/2024 02:00:00","BZN|NO2","313.79","n/e","105.00","254.43"
"21/02/2024 02:00:00 - 21/02/2024 03:00:00","BZN|NO2","323.98","n/e","171.00","430.83"
"21/02/2024 03:00:00 - 21/02/2024 04:00:00","BZN|NO2","374.40","n/e","318.00","355.00"
"21/02/2024 04:00:00 - 21/02/2024 05:00:00","BZN|NO2","352.95","n/e","401.00","400.90"
"21/02/2024 05:00:00 - 21/02/2024 06:00:00","BZN|NO2","270.21","n/e","324.00","332.44"
"21/02/2024 06:00:00 - 21/02/2024 07:00:00","BZN|NO2","160.38","n/e","213.00","139.83"
"21/02/2024 07:00:00 - 21/02/2024 08:00:00","BZN|NO2","86.71","n/e","150.00","52.88"
"21/02/2024 08:00:00 - 21/02/2024 09:00:00","BZN|NO2","54.88","n/e","87.00","27.61"
"21/02/2024 09:00:00 - 21/02/2024 10:00:00","BZN|NO2","103.46","n/e","90.00","46.74"
"21/02/2024 10:00:00 - 21/02/2024 11:00:00","BZN|NO2","244.67","n/e","157.00","213.71"
"21/02/2024 11:00:00 - 21/02/2024 12:00:00","BZN|NO2","432.12","n/e","297.00","393.64"
"21/02/2024 12:00:00 - 21/02/2024 13:00:00","BZN|NO2","620.84","n/e","499.00","502.96"
"21/02/2024 13:00:00 - 21/02/2024 14:00:00","BZN|NO2","784.81","n/e","715.00","680.03"
"21/02/2024 14:00:00 - 21/02/2024 15:00:00","BZN|NO2","939.30","n/e","882.00","912.29"
"21/02/2024 15:00:00 - 21/02/2024 16:00:00","BZN|NO2","1091.74","n/e","1027.00","1059.01"
"21/02/2024 16:00:00 - 21/02/2024 17:00:00","BZN|NO2","1218.65","n/e","1143.00","1173.37"
"21/02/2024 17:00:00 - 21/02/2024 18:00:00","BZN|NO2","1297.41","n/e","1258.00","1229.27"
"21/02/2024 18:00:00 - 21/02/2024 19:00:00","BZN|NO2","1304.36","n/e","1282.00","1260.90"
"21/02/2024 19:00:00 - 21/02/2024 20:00:00","BZN|NO2","1295.66","n/e","1274.00","1262.65"
"21/02/2024 20:00:00 - 21/02/2024 21:00:00","BZN|NO2","1263.83","n/e","1293.00","1251.63"
"21/02/2024 21:00:00 - 21/02/2024 22:00:00","BZN|NO2","1086.20","n/e","1290.00","1261.81"
"21/02/2024 22:00:00 - 21/02/2024 23:00:00","BZN|NO2","823.38","n/e","1230.00","1268.65"
"21/02/2024 23:00:00 - 22/02/2024 00:00:00","BZN|NO2","1116.66","n/e","1050.00","1158.95"
"22/02/2024 00:00:00 - 22/02/2024 01:00:00","BZN|NO2","784.82","n/e","719.00","702.63"
"22/02/2024 01:00:00 - 22/02/2024 02:00:00","BZN|NO2","448.78","n/e","402.00","226.08"
"22/02/2024 02:00:00 - 22/02/2024 03:00:00","BZN|NO2","219.51","n/e","175.00","95.23"
"22/02/2024 03:00:00 - 22/02/2024 04:00:00","BZN|NO2","123.77","n/e","89.00","44.79"
"22/02/2024 04:00:00 - 22/02/2024 05:00:00","BZN|NO2","107.34","n/e","93.00","45.93"
"22/02/2024 05:00:00 - 22/02/2024 06:00:00","BZN|NO2","126.29","n/e","147.00","56.63"
"22/02/2024 06:00:00 - 22/02/2024 07:00:00","BZN|NO2","162.72","n/e","214.00","127.92"
"22/02/2024 07:00:00 - 22/02/2024 08:00:00","BZN|NO2","237.29","n/e","338.00","267.70"
"22/02/2024 08:00:00 - 22/02/2024 09:00:00","BZN|NO2","371.78","n/e","463.00","436.10"
"22/02/2024 09:00:00 - 22/02/2024 10:00:00","BZN|NO2","535.63","n/e","589.00","652.36"
"22/02/2024 10:00:00 - 22/02/2024 11:00:00","BZN|NO2","703.22","n/e","760.00","782.01"
"22/02/2024 11:00:00 - 22/02/2024 12:00:00","BZN|NO2","876.68","n/e","907.00","857.29"
"22/02/2024 12:00:00 - 22/02/2024 13:00:00","BZN|NO2","1035.74","n/e","1017.00","996.91"
"22/02/2024 13:00:00 - 22/02/2024 14:00:00","BZN|NO2","1125.47","n/e","1099.00","987.68"
"22/02/2024 14:00:00 - 22/02/2024 15:00:00","BZN|NO2","1151.44","n/e","1137.00","1101.34"
"22/02/2024 15:00:00 - 22/02/2024 16:00:00","BZN|NO2","1145.64","n/e","1199.00","1125.62"
"22/02/2024 16:00:00 - 22/02/2024 17:00:00","BZN|NO2","1088.23","n/e","1217.00","1167.88"
"22/02/2024 17:00:00 - 22/02/2024 18:00:00","BZN|NO2","991.57","n/e","1200.00","1177.98"
"22/02/2024 18:00:00 - 22/02/2024 19:00:00","BZN|NO2","978.52","n/e","1210.00","1199.06"
"22/02/2024 19:00:00 - 22/02/2024 20:00:00","BZN|NO2","881.27","n/e","1177.00","1174.13"
"22/02/2024 20:00:00 - 22/02/2024 21:00:00","BZN|NO2","781.60","n/e","1108.00","1159.48"
"22/02/2024 21:00:00 - 22/02/2024 22:00:00","BZN|NO2","725.31","n/e","1097.00","1074.62"
"22/02/2024 22:00:00 - 22/02/2024 23:00:00","BZN|NO2","698.54","n/e","1045.00","1035.26"
"22/02/2024 23:00:00 - 23/02/2024 00:00:00","BZN|NO2","982.36","n/e","1044.00","1023.80"
"23/02/2024 00:00:00 - 23/02/2024 01:00:00","BZN|NO2","971.61","n/e","991.00","855.81"
"23/02/2024 01:00:00 - 23/02/2024 02:00:00","BZN|NO2","966.94","n/e","936.00","770.47"
"23/02/2024 02:00:00 - 23/02/2024 03:00:00","BZN|NO2","964.86","n/e","819.00","781.72"
"23/02/2024 03:00:00 - 23/02/2024 04:00:00","BZN|NO2","938.61","n/e","797.00","604.39"
"23/02/2024 04:00:00 - 23/02/2024 05:00:00","BZN|NO2","877.61","n/e","733.00","520.65"
"23/02/2024 05:00:00 - 23/02/2024 06:00:00","BZN|NO2","829.45","n/e","565.00","658.54"
"23/02/2024 06:00:00 - 23/02/2024 07:00:00","BZN|NO2","766.44","n/e","652.00","809.09"
"23/02/2024 07:00:00 - 23/02/2024 08:00:00","BZN|NO2","797.65","n/e","810.00","1035.01"
"23/02/2024 08:00:00 - 23/02/2024 09:00:00","BZN|NO2","1042.72","n/e","1052.00","1095.55"
"23/02/2024 09:00:00 - 23/02/2024 10:00:00","BZN|NO2","1167.16","n/e","1173.00","1103.73"
"23/02/2024 10:00:00 - 23/02/2024 11:00:00","BZN|NO2","1187.18","n/e","1150.00","1201.85"
"23/02/2024 11:00:00 - 23/02/2024 12:00:00","BZN|NO2","1172.89","n/e","1073.00","1146.37"
"23/02/2024 12:00:00 - 23/02/2024 13:00:00","BZN|NO2","1107.93","n/e","975.00","1039.95"
"23/02/2024 13:00:00 - 23/02/2024 14:00:00","BZN|NO2","989.04","n/e","820.00","895.06"
"23/02/2024 14:00:00 - 23/02/2024 15:00:00","BZN|NO2","831.87","n/e","695.00","775.29"
"23/02/2024 15:00:00 - 23/02/2024 16:00:00","BZN|NO2","656.10","n/e","527.00","600.95"
"23/02/2024 16:00:00 - 23/02/2024 17:00:00","BZN|NO2","537.29","n/e","435.00","419.53"
"23/02/2024 17:00:00 - 23/02/2024 18:00:00","BZN|NO2","460.09","n/e","361.00","421.95"
"23/02/2024 18:00:00 - 23/02/2024 19:00:00","BZN|NO2","429.25","n/e","366.00","461.18"
"23/02/2024 19:00:00 - 23/02/2024 20:00:00","BZN|NO2","442.08","n/e","399.00","563.39"
"23/02/2024 20:00:00 - 23/02/2024 21:00:00","BZN|NO2","451.87","n/e","393.00","568.99"
"23/02/2024 21:00:00 - 23/02/2024 22:00:00","BZN|NO2","471.10","n/e","402.00","533.60"
"23/02/2024 22:00:00 - 23/02/2024 23:00:00","BZN|NO2","485.81","n/e","370.00","526.15"
"23/02/2024 23:00:00 - 24/02/2024 00:00:00","BZN|NO2","359.82","n/e","375.00","479.40"
"24/02/2024 00:00:00 - 24/02/2024 01:00:00","BZN|NO2","355.49","n/e","394.00","500.89"
"24/02/2024 01:00:00 - 24/02/2024 02:00:00","BZN|NO2","369.57","n/e","426.00","506.04"
"24/02/2024 02:00:00 - 24/02/2024 03:00:00","BZN|NO2","372.42","n/e","422.00","481.46"
"24/02/2024 03:00:00 - 24/02/2024 04:00:00","BZN|NO2","380.33","n/e","431.00","487.49"
"24/02/2024 04:00:00 - 24/02/2024 05:00:00","BZN|NO2","384.93","n/e","411.00","463.69"
"24/02/2024 05:00:00 - 24/02/2024 06:00:00","BZN|NO2","394.00","n/e","425.00","428.05"
"24/02/2024 06:00:00 - 24/02/2024 07:00:00","BZN|NO2","408.86","n/e","432.00","394.09"
"24/02/2024 07:00:00 - 24/02/2024 08:00:00","BZN|NO2","432.96","n/e","423.00","415.39"
"24/02/2024 08:00:00 - 24/02/2024 09:00:00","BZN|NO2","439.85","n/e","436.00","515.96"
"24/02/2024 09:00:00 - 24/02/2024 10:00:00","BZN|NO2","411.43","n/e","431.00","488.75"
"24/02/2024 10:00:00 - 24/02/2024 11:00:00","BZN|NO2","399.23","n/e","422.00","418.69"
"24/02/2024 11:00:00 - 24/02/2024 12:00:00","BZN|NO2","382.63","n/e","402.00","338.22"
"24/02/2024 12:00:00 - 24/02/2024 13:00:00","BZN|NO2","352.95","n/e","341.00","346.72"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|NO2","313.58","n/e","292.00","306.55"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|NO2","294.13","n/e","274.00","259.60"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|NO2","287.14","n/e","258.00","201.65"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|NO2","301.71","n/e","240.00","198.07"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|NO2","309.57","n/e","218.00","196.44"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|NO2","292.92","n/e","212.00","145.97"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|NO2","293.66","n/e","198.00","115.66"
