"MTU (UTC)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"30/09/2024 10:00:00 - 30/09/2024 11:00:00","BZN|NO2","934.42","914.33","933.00","957.00"
"30/09/2024 11:00:00 - 30/09/2024 12:00:00","BZN|NO2","953.90","943.49","937.00","1003.43"
"30/09/2024 12:00:00 - 30/09/2024 13:00:00","BZN|NO2","985.19","967.77","956.00","1021.38"
"30/09/2024 13:00:00 - 30/09/2024 14:00:00","BZN|NO2","1007.09","973.60","960.00","991.56"
"30/09/2024 14:00:00 - 30/09/2024 15:00:00","BZN|NO2","991.52","950.68","937.00","938.17"
"30/09/2024 15:00:00 - 30/09/2024 16:00:00","BZN|NO2","964.63","914.67","916.00","974.10"
"30/09/2024 16:00:00 - 30/09/2024 17:00:00","BZN|NO2","949.55","922.36","925.00","981.24"
"30/09/2024 17:00:00 - 30/09/2024 18:00:00","BZN|NO2","948.82","945.79","947.00","1009.14"
"30/09/2024 18:00:00 - 30/09/2024 19:00:00","BZN|NO2","958.96","965.43","968.00","1024.99"
"30/09/2024 19:00:00 - 30/09/2024 20:00:00","BZN|NO2","966.54","974.14","996.00","1024.75"
"30/09/2024 20:00:00 - 30/09/2024 21:00:00","BZN|NO2","950.89","965.48","989.00","1058.89"
"30/09/2024 21:00:00 - 30/09/2024 22:00:00","BZN|NO2","907.03","939.72","972.00","1105.26"
"30/09/2024 22:00:00 - 30/09/2024 23:00:00","BZN|NO2","949.94","952.23","952.00","1089.16"
"30/09/2024 23:00:00 - 01/10/2024 00:00:00","BZN|NO2","926.94","932.90","933.00","1026.12"
"01/10/2024 00:00:00 - 01/10/2024 01:00:00","BZN|NO2","897.66","902.63","903.00","918.94"
"01/10/2024 01:00:00 - 01/10/2024 02:00:00","BZN|NO2","866.61","887.03","887.00","942.39"
"01/10/2024 02:00:00 - 01/10/2024 03:00:00","BZN|NO2","837.23","847.60","848.00","904.94"
"01/10/2024 03:00:00 - 01/10/2024 04:00:00","BZN|NO2","819.83","833.22","833.00","884.39"
"01/10/2024 04:00:00 - 01/10/2024 05:00:00","BZN|NO2","818.25","828.92","829.00","911.36"
"01/10/2024 05:00:00 - 01/10/2024 06:00:00","BZN|NO2","786.33","799.96","800.00","930.81"
"01/10/2024 06:00:00 - 01/10/2024 07:00:00","BZN|NO2","761.47","825.17","825.00","896.88"
"01/10/2024 07:00:00 - 01/10/2024 08:00:00","BZN|NO2","752.76","792.60","796.00","879.52"
"01/10/2024 08:00:00 - 01/10/2024 09:00:00","BZN|NO2","763.75","788.87","808.00","878.59"
"01/10/2024 09:00:00 - 01/10/2024 10:00:00","BZN|NO2","779.83","807.36","806.00","897.02"
"01/10/2024 10:00:00 - 01/10/2024 11:00:00","BZN|NO2","777.84","805.42","782.00","869.60"
"01/10/2024 11:00:00 - 01/10/2024 12:00:00","BZN|NO2","753.14","765.47","734.00","873.34"
"01/10/2024 12:00:00 - 01/10/2024 13:00:00","BZN|NO2","708.29","720.78","716.00","795.94"
"01/10/2024 13:00:00 - 01/10/2024 14:00:00","BZN|NO2","647.18","652.01","689.00","720.84"
"01/10/2024 14:00:00 - 01/10/2024 15:00:00","BZN|NO2","567.48","570.29","603.00","615.74"
"01/10/2024 15:00:00 - 01/10/2024 16:00:00","BZN|NO2","508.53","508.82","472.00","511.40"
"01/10/2024 16:00:00 - 01/10/2024 17:00:00","BZN|NO2","452.15","440.37","422.00","370.38"
"01/10/2024 17:00:00 - 01/10/2024 18:00:00","BZN|NO2","441.02","397.61","383.00","330.98"
"01/10/2024 18:00:00 - 01/10/2024 19:00:00","BZN|NO2","439.88","377.51","378.00","328.92"
"01/10/2024 19:00:00 - 01/10/2024 20:00:00","BZN|NO2","445.65","392.71","410.00","400.29"
"01/10/2024 20:00:00 - 01/10/2024 21:00:00","BZN|NO2","457.25","410.44","389.00","351.37"
"01/10/2024 21:00:00 - 01/10/2024 22:00:00","BZN|NO2","455.78","412.92","392.00","340.84"
"01/10/2024 22:00:00 - 01/10/2024 23:00:00","BZN|NO2","387.00","339.11","339.00","305.70"
"01/10/2024 23:00:00 - 02/10/2024 00:00:00","BZN|NO2","365.47","320.16","320.00","312.96"
"02/10/2024 00:00:00 - 02/10/2024 01:00:00","BZN|NO2","345.37","304.17","304.00","295.23"
"02/10/2024 01:00:00 - 02/10/2024 02:00:00","BZN|NO2","318.66","283.92","284.00","283.85"
"02/10/2024 02:00:00 - 02/10/2024 03:00:00","BZN|NO2","285.04","245.10","245.00","288.56"
"02/10/2024 03:00:00 - 02/10/2024 04:00:00","BZN|NO2","240.18","209.00","209.00","290.07"
"02/10/2024 04:00:00 - 02/10/2024 05:00:00","BZN|NO2","191.00","175.43","175.00","239.21"
"02/10/2024 05:00:00 - 02/10/2024 06:00:00","BZN|NO2","132.62","126.13","126.00","207.63"
"02/10/2024 06:00:00 - 02/10/2024 07:00:00","BZN|NO2","88.32","82.74","83.00","187.14"
"02/10/2024 07:00:00 - 02/10/2024 08:00:00","BZN|NO2","63.42","60.31","54.00","100.71"
"02/10/2024 08:00:00 - 02/10/2024 09:00:00","BZN|NO2","41.08","35.90","34.00","51.01"
"02/10/2024 09:00:00 - 02/10/2024 10:00:00","BZN|NO2","28.72","18.34","28.00","22.87"
"02/10/2024 10:00:00 - 02/10/2024 11:00:00","BZN|NO2","29.99","16.23","29.00","27.26"
"02/10/2024 11:00:00 - 02/10/2024 12:00:00","BZN|NO2","38.53","24.91","39.00","32.31"
"02/10/2024 12:00:00 - 02/10/2024 13:00:00","BZN|NO2","56.76","44.35","55.00","43.68"
"02/10/2024 13:00:00 - 02/10/2024 14:00:00","BZN|NO2","81.57","74.71","77.00","79.38"
"02/10/2024 14:00:00 - 02/10/2024 15:00:00","BZN|NO2","114.60","105.04","106.00","121.13"
"02/10/2024 15:00:00 - 02/10/2024 16:00:00","BZN|NO2","144.12","138.76","149.00","150.82"
"02/10/2024 16:00:00 - 02/10/2024 17:00:00","BZN|NO2","182.96","181.45","192.00","193.11"
"02/10/2024 17:00:00 - 02/10/2024 18:00:00","BZN|NO2","215.83","220.67","228.00","238.29"
"02/10/2024 18:00:00 - 02/10/2024 19:00:00","BZN|NO2","278.57","296.39","294.00","216.99"
"02/10/2024 19:00:00 - 02/10/2024 20:00:00","BZN|NO2","279.48","298.91","295.00","206.64"
"02/10/2024 20:00:00 - 02/10/2024 21:00:00","BZN|NO2","259.62","272.91","248.00","171.75"
"02/10/2024 21:00:00 - 02/10/2024 22:00:00","BZN|NO2","231.80","234.80","215.00","167.60"
"02/10/2024 22:00:00 - 02/10/2024 23:00:00","BZN|NO2","229.18","190.84","191.00","151.75"
"02/10/2024 23:00:00 - 03/10/2024 00:00:00","BZN|NO2","202.71","167.16","167.00","150.62"
"03/10/2024 00:00:00 - 03/10/2024 01:00:00","BZN|NO2","184.28","161.33","161.00","172.88"
"03/10/2024 01:00:00 - 03/10/2024 02:00:00","BZN|NO2","172.28","149.36","149.00","169.44"
"03/10/2024 02:00:00 - 03/10/2024 03:00:00","BZN|NO2","162.13","137.22","137.00","160.46"
"03/10/2024 03:00:00 - 03/10/2024 04:00:00","BZN|NO2","146.15","144.12","144.00","154.91"
"03/10/2024 04:00:00 - 03/10/2024 05:00:00","BZN|NO2","135.10","132.02","132.00","159.49"
"03/10/2024 05:00:00 - 03/10/2024 06:00:00","BZN|NO2","120.12","143.41","143.00","195.70"
"03/10/2024 06:00:00 - 03/10/2024 07:00:00","BZN|NO2","95.03","123.78","124.00","248.59"
"03/10/2024 07:00:00 - 03/10/2024 08:00:00","BZN|NO2","67.76","91.79","92.00","204.36"
"03/10/2024 08:00:00 - 03/10/2024 09:00:00","BZN|NO2","48.45","61.61","112.00","143.95"
"03/10/2024 09:00:00 - 03/10/2024 10:00:00","BZN|NO2","36.95","42.12","102.00","100.35"
"03/10/2024 10:00:00 - 03/10/2024 11:00:00","BZN|NO2","35.01","35.82","74.00","101.69"
"03/10/2024 11:00:00 - 03/10/2024 12:00:00","BZN|NO2","40.60","40.79","63.00","122.86"
"03/10/2024 12:00:00 - 03/10/2024 13:00:00","BZN|NO2","57.84","54.60","82.00","157.88"
"03/10/2024 13:00:00 - 03/10/2024 14:00:00","BZN|NO2","79.86","81.98","114.00","219.56"
"03/10/2024 14:00:00 - 03/10/2024 15:00:00","BZN|NO2","103.63","108.29","132.00","255.73"
"03/10/2024 15:00:00 - 03/10/2024 16:00:00","BZN|NO2","115.12","122.43","164.00","268.59"
"03/10/2024 16:00:00 - 03/10/2024 17:00:00","BZN|NO2","143.37","138.54","196.00","270.63"
"03/10/2024 17:00:00 - 03/10/2024 18:00:00","BZN|NO2","160.93","153.75","210.00","282.03"
"03/10/2024 18:00:00 - 03/10/2024 19:00:00","BZN|NO2","169.85","158.53","203.00","218.67"
"03/10/2024 19:00:00 - 03/10/2024 20:00:00","BZN|NO2","165.67","148.05","208.00","181.68"
"03/10/2024 20:00:00 - 03/10/2024 21:00:00","BZN|NO2","153.40","134.84","154.00","166.28"
"03/10/2024 21:00:00 - 03/10/2024 22:00:00","BZN|NO2","139.66","125.07","145.00","155.22"
"03/10/2024 22:00:00 - 03/10/2024 23:00:00","BZN|NO2","113.12","142.40","142.00","153.91"
"03/10/2024 23:00:00 - 04/10/2024 00:00:00","BZN|NO2","116.16","141.51","142.00","160.96"
"04/10/2024 00:00:00 - 04/10/2024 01:00:00","BZN|NO2","136.81","144.03","144.00","149.05"
"04/10/2024 01:00:00 - 04/10/2024 02:00:00","BZN|NO2","151.38","141.59","142.00","143.28"
"04/10/2024 02:00:00 - 04/10/2024 03:00:00","BZN|NO2","158.69","149.84","150.00","169.80"
"04/10/2024 03:00:00 - 04/10/2024 04:00:00","BZN|NO2","158.80","140.94","141.00","158.63"
"04/10/2024 04:00:00 - 04/10/2024 05:00:00","BZN|NO2","152.01","152.47","152.00","173.98"
"04/10/2024 05:00:00 - 04/10/2024 06:00:00","BZN|NO2","145.13","142.21","142.00","192.98"
"04/10/2024 06:00:00 - 04/10/2024 07:00:00","BZN|NO2","121.99","122.70","123.00","178.20"
"04/10/2024 07:00:00 - 04/10/2024 08:00:00","BZN|NO2","89.03","93.05","98.00","139.74"
"04/10/2024 08:00:00 - 04/10/2024 09:00:00","BZN|NO2","60.79","48.15","57.00","74.88"
"04/10/2024 09:00:00 - 04/10/2024 10:00:00","BZN|NO2","34.72","30.66","48.00","39.56"
"04/10/2024 10:00:00 - 04/10/2024 11:00:00","BZN|NO2","37.47","37.03","40.00","29.06"
"04/10/2024 11:00:00 - 04/10/2024 12:00:00","BZN|NO2","49.66","47.51","44.00","46.17"
"04/10/2024 12:00:00 - 04/10/2024 13:00:00","BZN|NO2","63.96","61.83","44.00","87.23"
"04/10/2024 13:00:00 - 04/10/2024 14:00:00","BZN|NO2","74.21","81.12","56.00","108.85"
"04/10/2024 14:00:00 - 04/10/2024 15:00:00","BZN|NO2","77.04","85.63","79.00","120.14"
"04/10/2024 15:00:00 - 04/10/2024 16:00:00","BZN|NO2","79.28","89.68","86.00","103.39"
"04/10/2024 16:00:00 - 04/10/2024 17:00:00","BZN|NO2","85.24","95.52","90.00","105.05"
"04/10/2024 17:00:00 - 04/10/2024 18:00:00","BZN|NO2","83.73","95.68","85.00","105.14"
"04/10/2024 18:00:00 - 04/10/2024 19:00:00","BZN|NO2","77.35","88.18","77.00","74.98"
"04/10/2024 19:00:00 - 04/10/2024 20:00:00","BZN|NO2","69.51","80.00","70.00","52.27"
"04/10/2024 20:00:00 - 04/10/2024 21:00:00","BZN|NO2","81.39","84.01","70.00","44.47"
"04/10/2024 21:00:00 - 04/10/2024 22:00:00","BZN|NO2","94.17","94.83","72.00","47.42"
"04/10/2024 22:00:00 - 04/10/2024 23:00:00","BZN|NO2","109.08","89.33","89.00","64.99"
"04/10/2024 23:00:00 - 05/10/2024 00:00:00","BZN|NO2","128.59","113.31","113.00","99.84"
"05/10/2024 00:00:00 - 05/10/2024 01:00:00","BZN|NO2","142.29","133.41","133.00","126.10"
"05/10/2024 01:00:00 - 05/10/2024 02:00:00","BZN|NO2","153.95","144.51","145.00","145.91"
"05/10/2024 02:00:00 - 05/10/2024 03:00:00","BZN|NO2","170.79","150.39","150.00","149.24"
"05/10/2024 03:00:00 - 05/10/2024 04:00:00","BZN|NO2","191.52","163.51","164.00","165.64"
"05/10/2024 04:00:00 - 05/10/2024 05:00:00","BZN|NO2","211.42","184.52","185.00","180.79"
"05/10/2024 05:00:00 - 05/10/2024 06:00:00","BZN|NO2","235.02","213.41","213.00","214.63"
"05/10/2024 06:00:00 - 05/10/2024 07:00:00","BZN|NO2","256.21","241.15","241.00","240.98"
"05/10/2024 07:00:00 - 05/10/2024 08:00:00","BZN|NO2","297.89","279.73","285.00","305.74"
"05/10/2024 08:00:00 - 05/10/2024 09:00:00","BZN|NO2","350.26","337.60","338.00","384.32"
"05/10/2024 09:00:00 - 05/10/2024 10:00:00","BZN|NO2","409.57","404.33","414.00","469.27"
"05/10/2024 10:00:00 - 05/10/2024 11:00:00","BZN|NO2","472.26","473.71","494.00","519.64"
"05/10/2024 11:00:00 - 05/10/2024 12:00:00","BZN|NO2","512.78","533.15","557.00","522.86"
"05/10/2024 12:00:00 - 05/10/2024 13:00:00","BZN|NO2","527.02","551.55","585.00","528.31"
"05/10/2024 13:00:00 - 05/10/2024 14:00:00","BZN|NO2","526.81","546.15","544.00","579.76"
"05/10/2024 14:00:00 - 05/10/2024 15:00:00","BZN|NO2","512.18","517.64","502.00","517.43"
"05/10/2024 15:00:00 - 05/10/2024 16:00:00","BZN|NO2","494.65","488.71","465.00","465.93"
"05/10/2024 16:00:00 - 05/10/2024 17:00:00","BZN|NO2","501.59","488.05","453.00","417.67"
"05/10/2024 17:00:00 - 05/10/2024 18:00:00","BZN|NO2","514.44","500.87","474.00","426.53"
"05/10/2024 18:00:00 - 05/10/2024 19:00:00","BZN|NO2","555.43","545.72","529.00","505.50"
"05/10/2024 19:00:00 - 05/10/2024 20:00:00","BZN|NO2","559.99","556.28","525.00","526.87"
"05/10/2024 20:00:00 - 05/10/2024 21:00:00","BZN|NO2","561.74","561.82","547.00","538.94"
"05/10/2024 21:00:00 - 05/10/2024 22:00:00","BZN|NO2","559.01","566.72","554.00","547.98"
"05/10/2024 22:00:00 - 05/10/2024 23:00:00","BZN|NO2","553.41","546.97","547.00","551.04"
"05/10/2024 23:00:00 - 06/10/2024 00:00:00","BZN|NO2","540.37","564.00","564.00","567.96"
"06/10/2024 00:00:00 - 06/10/2024 01:00:00","BZN|NO2","530.84","538.09","538.00","535.99"
"06/10/2024 01:00:00 - 06/10/2024 02:00:00","BZN|NO2","513.68","524.90","525.00","452.86"
"06/10/2024 02:00:00 - 06/10/2024 03:00:00","BZN|NO2","491.10","488.98","489.00","415.37"
"06/10/2024 03:00:00 - 06/10/2024 04:00:00","BZN|NO2","465.40","459.27","459.00","386.93"
"06/10/2024 04:00:00 - 06/10/2024 05:00:00","BZN|NO2","443.11","424.56","425.00","379.34"
"06/10/2024 05:00:00 - 06/10/2024 06:00:00","BZN|NO2","432.09","381.62","382.00","367.31"
"06/10/2024 06:00:00 - 06/10/2024 07:00:00","BZN|NO2","407.91","361.10","361.00","324.60"
"06/10/2024 07:00:00 - 06/10/2024 08:00:00","BZN|NO2","386.04","346.60","364.00","297.43"
"06/10/2024 08:00:00 - 06/10/2024 09:00:00","BZN|NO2","391.17","345.91","352.00","322.51"
"06/10/2024 09:00:00 - 06/10/2024 10:00:00","BZN|NO2","408.11","356.24","397.00","411.63"
"06/10/2024 10:00:00 - 06/10/2024 11:00:00","BZN|NO2","438.10","377.16","424.00","485.58"
"06/10/2024 11:00:00 - 06/10/2024 12:00:00","BZN|NO2","473.02","400.51","459.00","408.32"
"06/10/2024 12:00:00 - 06/10/2024 13:00:00","BZN|NO2","490.42","409.74","467.00","401.94"
"06/10/2024 13:00:00 - 06/10/2024 14:00:00","BZN|NO2","482.53","427.02","437.00","444.66"
"06/10/2024 14:00:00 - 06/10/2024 15:00:00","BZN|NO2","449.24","418.90","441.00","470.36"
"06/10/2024 15:00:00 - 06/10/2024 16:00:00","BZN|NO2","423.14","412.99","435.00","484.62"
"06/10/2024 16:00:00 - 06/10/2024 17:00:00","BZN|NO2","433.36","428.38","454.00","545.67"
"06/10/2024 17:00:00 - 06/10/2024 18:00:00","BZN|NO2","468.58","461.62","493.00","567.54"
"06/10/2024 18:00:00 - 06/10/2024 19:00:00","BZN|NO2","515.74","497.74","519.00","548.40"
"06/10/2024 19:00:00 - 06/10/2024 20:00:00","BZN|NO2","559.52","538.80","570.00","569.12"
"06/10/2024 20:00:00 - 06/10/2024 21:00:00","BZN|NO2","590.37","575.26","568.00","553.47"
"06/10/2024 21:00:00 - 06/10/2024 22:00:00","BZN|NO2","622.92","593.93","571.00","546.72"
"06/10/2024 22:00:00 - 06/10/2024 23:00:00","BZN|NO2","605.76","568.13","568.00","566.41"
"06/10/2024 23:00:00 - 07/10/2024 00:00:00","BZN|NO2","630.62","589.02","589.00","576.40"
"07/10/2024 00:00:00 - 07/10/2024 01:00:00","BZN|NO2","643.28","600.37","600.00","588.69"
"07/10/2024 01:00:00 - 07/10/2024 02:00:00","BZN|NO2","658.28","605.86","606.00","756.15"
"07/10/2024 02:00:00 - 07/10/2024 03:00:00","BZN|NO2","706.03","640.94","641.00","841.26"
"07/10/2024 03:00:00 - 07/10/2024 04:00:00","BZN|NO2","777.29","743.78","744.00","815.75"
"07/10/2024 04:00:00 - 07/10/2024 05:00:00","BZN|NO2","844.65","841.20","841.00","958.18"
"07/10/2024 05:00:00 - 07/10/2024 06:00:00","BZN|NO2","915.03","902.54","903.00","1066.67"
"07/10/2024 06:00:00 - 07/10/2024 07:00:00","BZN|NO2","930.01","935.77","936.00","1045.99"
"07/10/2024 07:00:00 - 07/10/2024 08:00:00","BZN|NO2","951.23","942.56","961.00","989.21"
"07/10/2024 08:00:00 - 07/10/2024 09:00:00","BZN|NO2","962.58","951.80","956.00","978.28"
"07/10/2024 09:00:00 - 07/10/2024 10:00:00","BZN|NO2","983.56","970.59","977.00","994.88"
"07/10/2024 10:00:00 - 07/10/2024 11:00:00","BZN|NO2","998.77","987.93","984.00","1038.30"
"07/10/2024 11:00:00 - 07/10/2024 12:00:00","BZN|NO2","997.39","1006.89","996.00","1034.38"
"07/10/2024 12:00:00 - 07/10/2024 13:00:00","BZN|NO2","997.54","1019.09","1008.00","1063.49"
"07/10/2024 13:00:00 - 07/10/2024 14:00:00","BZN|NO2","1004.43","1035.83","1028.00","1084.16"
"07/10/2024 14:00:00 - 07/10/2024 15:00:00","BZN|NO2","1034.03","1041.13","1042.00","1107.45"
"07/10/2024 15:00:00 - 07/10/2024 16:00:00","BZN|NO2","1057.43","1064.55","1085.00","1123.96"
"07/10/2024 16:00:00 - 07/10/2024 17:00:00","BZN|NO2","1070.01","1085.34","1085.00","1121.84"
"07/10/2024 17:00:00 - 07/10/2024 18:00:00","BZN|NO2","1051.44","1073.16","1086.00","1125.23"
"07/10/2024 18:00:00 - 07/10/2024 19:00:00","BZN|NO2","984.68","1016.01","1039.00","1059.00"
"07/10/2024 19:00:00 - 07/10/2024 20:00:00","BZN|NO2","897.86","905.60","946.00","994.87"
"07/10/2024 20:00:00 - 07/10/2024 21:00:00","BZN|NO2","778.18","761.83","819.00","851.55"
"07/10/2024 21:00:00 - 07/10/2024 22:00:00","BZN|NO2","648.34","653.49","762.00","818.33"
"07/10/2024 22:00:00 - 07/10/2024 23:00:00","BZN|NO2","656.17","745.62","746.00","880.63"
"07/10/2024 23:00:00 - 08/10/2024 00:00:00","BZN|NO2","639.05","768.71","769.00","872.45"
"08/10/2024 00:00:00 - 08/10/2024 01:00:00","BZN|NO2","634.59","756.29","756.00","758.89"
"08/10/2024 01:00:00 - 08/10/2024 02:00:00","BZN|NO2","621.18","758.29","758.00","662.75"
"08/10/2024 02:00:00 - 08/10/2024 03:00:00","BZN|NO2","607.01","729.58","730.00","702.82"
"08/10/2024 03:00:00 - 08/10/2024 04:00:00","BZN|NO2","583.84","654.25","654.00","739.74"
"08/10/2024 04:00:00 - 08/10/2024 05:00:00","BZN|NO2","556.39","625.50","625.00","628.43"
"08/10/2024 05:00:00 - 08/10/2024 06:00:00","BZN|NO2","543.44","671.49","671.00","659.20"
"08/10/2024 06:00:00 - 08/10/2024 07:00:00","BZN|NO2","528.54","637.39","637.00","631.42"
"08/10/2024 07:00:00 - 08/10/2024 08:00:00","BZN|NO2","542.12","655.61","684.00","690.98"
"08/10/2024 08:00:00 - 08/10/2024 09:00:00","BZN|NO2","565.19","683.33","702.00","713.23"
"08/10/2024 09:00:00 - 08/10/2024 10:00:00","BZN|NO2","576.65","704.81","704.00","756.58"
"08/10/2024 10:00:00 - 08/10/2024 11:00:00","BZN|NO2","575.40","687.21","677.00","567.24"
"08/10/2024 11:00:00 - 08/10/2024 12:00:00","BZN|NO2","558.74","646.19","646.00","512.36"
"08/10/2024 12:00:00 - 08/10/2024 13:00:00","BZN|NO2","518.54","593.16","552.00","496.29"
"08/10/2024 13:00:00 - 08/10/2024 14:00:00","BZN|NO2","475.97","568.29","497.00","509.26"
"08/10/2024 14:00:00 - 08/10/2024 15:00:00","BZN|NO2","455.78","552.58","489.00","410.27"
"08/10/2024 15:00:00 - 08/10/2024 16:00:00","BZN|NO2","477.19","611.09","563.00","398.33"
"08/10/2024 16:00:00 - 08/10/2024 17:00:00","BZN|NO2","537.23","714.28","641.00","485.33"
"08/10/2024 17:00:00 - 08/10/2024 18:00:00","BZN|NO2","574.62","813.70","728.00","693.73"
"08/10/2024 18:00:00 - 08/10/2024 19:00:00","BZN|NO2","597.75","893.51","851.00","860.22"
"08/10/2024 19:00:00 - 08/10/2024 20:00:00","BZN|NO2","604.36","934.76","990.00","1006.22"
"08/10/2024 20:00:00 - 08/10/2024 21:00:00","BZN|NO2","600.42","934.83","1047.00","1080.83"
"08/10/2024 21:00:00 - 08/10/2024 22:00:00","BZN|NO2","564.27","910.43","1030.00","1075.38"
"08/10/2024 22:00:00 - 08/10/2024 23:00:00","BZN|NO2","1039.27","1027.92","1028.00","1039.93"
"08/10/2024 23:00:00 - 09/10/2024 00:00:00","BZN|NO2","1018.88","987.43","987.00","991.47"
"09/10/2024 00:00:00 - 09/10/2024 01:00:00","BZN|NO2","992.82","934.39","934.00","959.77"
"09/10/2024 01:00:00 - 09/10/2024 02:00:00","BZN|NO2","958.00","904.10","904.00","978.05"
"09/10/2024 02:00:00 - 09/10/2024 03:00:00","BZN|NO2","930.63","891.53","892.00","918.91"
"09/10/2024 03:00:00 - 09/10/2024 04:00:00","BZN|NO2","897.17","904.30","904.00","904.32"
"09/10/2024 04:00:00 - 09/10/2024 05:00:00","BZN|NO2","847.73","858.37","858.00","806.60"
"09/10/2024 05:00:00 - 09/10/2024 06:00:00","BZN|NO2","770.62","813.60","814.00","805.08"
"09/10/2024 06:00:00 - 09/10/2024 07:00:00","BZN|NO2","653.25","695.39","695.00","768.37"
"09/10/2024 07:00:00 - 09/10/2024 08:00:00","BZN|NO2","569.00","654.69","650.00","720.73"
"09/10/2024 08:00:00 - 09/10/2024 09:00:00","BZN|NO2","504.98","599.59","580.00","647.73"
"09/10/2024 09:00:00 - 09/10/2024 10:00:00","BZN|NO2","452.28","532.05","497.00","599.10"
"09/10/2024 10:00:00 - 09/10/2024 11:00:00","BZN|NO2","397.26","461.03","483.00","597.47"
"09/10/2024 11:00:00 - 09/10/2024 12:00:00","BZN|NO2","340.25","400.96","416.00","512.28"
"09/10/2024 12:00:00 - 09/10/2024 13:00:00","BZN|NO2","295.12","352.54","413.00","405.80"
"09/10/2024 13:00:00 - 09/10/2024 14:00:00","BZN|NO2","257.10","315.50","367.00","310.98"
"09/10/2024 14:00:00 - 09/10/2024 15:00:00","BZN|NO2","224.88","257.87","309.00","260.30"
"09/10/2024 15:00:00 - 09/10/2024 16:00:00","BZN|NO2","237.25","216.30","243.00","244.54"
"09/10/2024 16:00:00 - 09/10/2024 17:00:00","BZN|NO2","223.94","191.84","205.00","225.09"
"09/10/2024 17:00:00 - 09/10/2024 18:00:00","BZN|NO2","202.22","192.98","181.00","225.91"
"09/10/2024 18:00:00 - 09/10/2024 19:00:00","BZN|NO2","177.37","186.12","142.00","138.30"
"09/10/2024 19:00:00 - 09/10/2024 20:00:00","BZN|NO2","156.31","200.62","129.00","70.58"
"09/10/2024 20:00:00 - 09/10/2024 21:00:00","BZN|NO2","153.53","237.77","119.00","100.66"
"09/10/2024 21:00:00 - 09/10/2024 22:00:00","BZN|NO2","196.88","288.56","159.00","222.90"
"09/10/2024 22:00:00 - 09/10/2024 23:00:00","BZN|NO2","248.51","256.33","256.00","263.51"
"09/10/2024 23:00:00 - 10/10/2024 00:00:00","BZN|NO2","327.10","368.22","368.00","332.96"
"10/10/2024 00:00:00 - 10/10/2024 01:00:00","BZN|NO2","411.73","476.13","476.00","468.52"
"10/10/2024 01:00:00 - 10/10/2024 02:00:00","BZN|NO2","501.37","575.50","576.00","616.45"
"10/10/2024 02:00:00 - 10/10/2024 03:00:00","BZN|NO2","587.49","664.17","664.00","696.89"
"10/10/2024 03:00:00 - 10/10/2024 04:00:00","BZN|NO2","669.52","750.33","750.00","688.33"
"10/10/2024 04:00:00 - 10/10/2024 05:00:00","BZN|NO2","754.10","802.44","802.00","803.05"
"10/10/2024 05:00:00 - 10/10/2024 06:00:00","BZN|NO2","836.44","843.83","844.00","840.63"
"10/10/2024 06:00:00 - 10/10/2024 07:00:00","BZN|NO2","869.17","871.70","872.00","892.65"
"10/10/2024 07:00:00 - 10/10/2024 08:00:00","BZN|NO2","915.39","918.34","906.00","960.76"
"10/10/2024 08:00:00 - 10/10/2024 09:00:00","BZN|NO2","958.14","969.55","947.00","979.71"
"10/10/2024 09:00:00 - 10/10/2024 10:00:00","BZN|NO2","1002.39","1016.97","990.00","1020.54"
"10/10/2024 10:00:00 - 10/10/2024 11:00:00","BZN|NO2","1045.75","1071.79","1028.00","1093.60"
"10/10/2024 11:00:00 - 10/10/2024 12:00:00","BZN|NO2","1091.31","1128.92","1076.00","1177.81"
"10/10/2024 12:00:00 - 10/10/2024 13:00:00","BZN|NO2","1138.93","1183.02","1154.00","1246.07"
"10/10/2024 13:00:00 - 10/10/2024 14:00:00","BZN|NO2","1177.13","1212.60","1210.00","1257.82"
"10/10/2024 14:00:00 - 10/10/2024 15:00:00","BZN|NO2","1204.04","1215.39","1227.00","1248.07"
"10/10/2024 15:00:00 - 10/10/2024 16:00:00","BZN|NO2","1231.57","1226.68","1232.00","1257.93"
"10/10/2024 16:00:00 - 10/10/2024 17:00:00","BZN|NO2","1249.50","1239.09","1228.00","1231.61"
"10/10/2024 17:00:00 - 10/10/2024 18:00:00","BZN|NO2","1246.17","1233.76","1227.00","1216.35"
"10/10/2024 18:00:00 - 10/10/2024 19:00:00","BZN|NO2","1228.28","1212.74","1205.00","1171.15"
"10/10/2024 19:00:00 - 10/10/2024 20:00:00","BZN|NO2","1198.36","1181.47","1168.00","1155.89"
"10/10/2024 20:00:00 - 10/10/2024 21:00:00","BZN|NO2","1155.63","1131.20","1119.00","1110.87"
"10/10/2024 21:00:00 - 10/10/2024 22:00:00","BZN|NO2","1110.96","1069.33","1067.00","1054.50"
"10/10/2024 22:00:00 - 10/10/2024 23:00:00","BZN|NO2","1045.86","1044.31","1044.00","997.67"
"10/10/2024 23:00:00 - 11/10/2024 00:00:00","BZN|NO2","997.23","1009.77","1010.00","899.85"
"11/10/2024 00:00:00 - 11/10/2024 01:00:00","BZN|NO2","956.05","957.73","958.00","866.67"
"11/10/2024 01:00:00 - 11/10/2024 02:00:00","BZN|NO2","905.08","903.40","903.00","906.20"
