Delivery Start (CET);Delivery End (CET);NO2 Fossil Gas (MW);NO2 Hydro Pumped Storage (MW);NO2 Hydro Run Of River And Poundage (MW);NO2 Hydro Water Reservoir (MW);NO2 Waste (MW);NO2 Wind Offshore (MW);NO2 Wind Onshore (MW);NO2 Total (MW)
23.08.2025 04:45:00;23.08.2025 05:00:00;2;120;271;2259;6;;449;3107
23.08.2025 05:00:00;23.08.2025 05:15:00;2;121;265;2294;6;;419;3107
23.08.2025 05:15:00;23.08.2025 05:30:00;2;121;264;2431;6;;395;3219
23.08.2025 05:30:00;23.08.2025 05:45:00;2;121;263;2533;6;;385;3310
23.08.2025 05:45:00;23.08.2025 06:00:00;2;121;263;2701;6;;375;3468
23.08.2025 06:00:00;23.08.2025 06:15:00;15;112;263;2505;6;;365;3266
23.08.2025 06:15:00;23.08.2025 06:30:00;16;110;261;2303;6;;350;3046
23.08.2025 06:30:00;23.08.2025 06:45:00;16;112;264;2229;6;;333;2960
23.08.2025 06:45:00;23.08.2025 07:00:00;16;120;265;2278;6;;339;3024
23.08.2025 07:00:00;23.08.2025 07:15:00;16;153;262;2289;6;;353;3079
23.08.2025 07:15:00;23.08.2025 07:30:00;16;150;264;2260;6;;326;3022
23.08.2025 07:30:00;23.08.2025 07:45:00;16;120;265;2252;6;;290;2949
23.08.2025 07:45:00;23.08.2025 08:00:00;16;125;266;2350;6;;256;3019
23.08.2025 08:00:00;23.08.2025 08:15:00;16;155;264;2633;6;;212;3286
23.08.2025 08:15:00;23.08.2025 08:30:00;16;156;264;2551;6;;184;3177
23.08.2025 08:30:00;23.08.2025 08:45:00;16;143;261;2487;6;;151;3064
23.08.2025 08:45:00;23.08.2025 09:00:00;16;141;259;2471;6;;114;3007
23.08.2025 09:00:00;23.08.2025 09:15:00;16;155;253;2390;6;;90;2910
23.08.2025 09:15:00;23.08.2025 09:30:00;16;155;255;2026;5;;79;2536
23.08.2025 09:30:00;23.08.2025 09:45:00;16;155;252;1912;5;;66;2406
23.08.2025 09:45:00;23.08.2025 10:00:00;16;130;254;1857;6;;69;2332
23.08.2025 10:00:00;23.08.2025 10:15:00;16;13;252;1891;6;;67;2245
23.08.2025 10:15:00;23.08.2025 10:30:00;16;0;252;1605;6;;63;1942
23.08.2025 10:30:00;23.08.2025 10:45:00;16;0;252;1624;5;;67;1964
23.08.2025 10:45:00;23.08.2025 11:00:00;16;0;253;1595;6;;73;1943
23.08.2025 11:00:00;23.08.2025 11:15:00;16;0;253;1756;5;;79;2109
23.08.2025 11:15:00;23.08.2025 11:30:00;16;0;252;1743;5;;85;2101
23.08.2025 11:30:00;23.08.2025 11:45:00;16;0;255;1634;5;;97;2007
23.08.2025 11:45:00;23.08.2025 12:00:00;16;0;253;1651;5;;121;2046
23.08.2025 12:00:00;23.08.2025 12:15:00;16;0;257;1652;5;;138;2068
23.08.2025 12:15:00;23.08.2025 12:30:00;16;0;257;1647;6;;144;2070
23.08.2025 12:30:00;23.08.2025 12:45:00;16;0;257;1648;5;;152;2078
23.08.2025 12:45:00;23.08.2025 13:00:00;16;0;257;1653;5;;153;2084
23.08.2025 13:00:00;23.08.2025 13:15:00;16;0;251;1673;6;;166;2112
23.08.2025 13:15:00;23.08.2025 13:30:00;16;0;251;1661;6;;172;2106
23.08.2025 13:30:00;23.08.2025 13:45:00;16;0;253;1663;6;;183;2121
23.08.2025 13:45:00;23.08.2025 14:00:00;16;0;253;1665;6;;191;2131
23.08.2025 14:00:00;23.08.2025 14:15:00;16;0;256;1659;6;;207;2144
23.08.2025 14:15:00;23.08.2025 14:30:00;16;0;257;1653;6;;229;2161
23.08.2025 14:30:00;23.08.2025 14:45:00;16;0;256;1655;6;;260;2193
23.08.2025 14:45:00;23.08.2025 15:00:00;16;0;257;1618;6;;285;2182
23.08.2025 15:00:00;23.08.2025 15:15:00;16;0;253;1519;6;;310;2104
23.08.2025 15:15:00;23.08.2025 15:30:00;16;0;253;1508;6;;363;2146
23.08.2025 15:30:00;23.08.2025 15:45:00;16;0;253;1519;6;;402;2196
23.08.2025 15:45:00;23.08.2025 16:00:00;16;0;251;1596;6;;457;2326
23.08.2025 16:00:00;23.08.2025 16:15:00;16;0;255;1490;6;;488;2255
23.08.2025 16:15:00;23.08.2025 16:30:00;16;0;255;1457;6;;513;2247
23.08.2025 16:30:00;23.08.2025 16:45:00;16;0;253;1460;6;;533;2268
23.08.2025 16:45:00;23.08.2025 17:00:00;16;3;255;1564;6;;533;2377
23.08.2025 17:00:00;23.08.2025 17:15:00;16;138;254;1794;6;;571;2779
23.08.2025 17:15:00;23.08.2025 17:30:00;16;154;254;1886;6;;582;2898
23.08.2025 17:30:00;23.08.2025 17:45:00;16;155;259;1968;6;;606;3010
23.08.2025 17:45:00;23.08.2025 18:00:00;16;155;256;2407;6;;626;3466
23.08.2025 18:00:00;23.08.2025 18:15:00;2;154;282;3160;6;;615;4219
23.08.2025 18:15:00;23.08.2025 18:30:00;2;155;286;3400;6;;615;4464
23.08.2025 18:30:00;23.08.2025 18:45:00;2;155;287;3554;6;;599;4603
23.08.2025 18:45:00;23.08.2025 19:00:00;2;155;285;4027;6;;594;5069
23.08.2025 19:00:00;23.08.2025 19:15:00;2;126;287;4549;6;;605;5575
23.08.2025 19:15:00;23.08.2025 19:30:00;2;130;287;4731;6;;597;5753
23.08.2025 19:30:00;23.08.2025 19:45:00;2;130;287;5267;6;;591;6283
23.08.2025 19:45:00;23.08.2025 20:00:00;2;154;288;5735;6;;602;6787
23.08.2025 20:00:00;23.08.2025 20:15:00;2;130;296;5673;6;;604;6711
23.08.2025 20:15:00;23.08.2025 20:30:00;2;129;295;5657;6;;618;6707
23.08.2025 20:30:00;23.08.2025 20:45:00;2;130;296;5637;6;;606;6677
23.08.2025 20:45:00;23.08.2025 21:00:00;2;129;296;5473;6;;585;6491
23.08.2025 21:00:00;23.08.2025 21:15:00;2;145;297;5636;6;;577;6663
23.08.2025 21:15:00;23.08.2025 21:30:00;2;156;297;5899;6;;610;6970
23.08.2025 21:30:00;23.08.2025 21:45:00;2;151;301;5923;6;;644;7027
23.08.2025 21:45:00;23.08.2025 22:00:00;2;145;302;5848;6;;656;6959
23.08.2025 22:00:00;23.08.2025 22:15:00;2;155;302;6050;6;;601;7116
23.08.2025 22:15:00;23.08.2025 22:30:00;2;155;303;5952;6;;589;7007
23.08.2025 22:30:00;23.08.2025 22:45:00;2;155;303;5833;6;;599;6898
23.08.2025 22:45:00;23.08.2025 23:00:00;2;155;303;5900;6;;628;6994
23.08.2025 23:00:00;23.08.2025 23:15:00;15;141;301;5568;5;;594;6624
23.08.2025 23:15:00;23.08.2025 23:30:00;16;141;299;5310;5;;605;6376
23.08.2025 23:30:00;23.08.2025 23:45:00;16;141;298;5239;5;;591;6290
23.08.2025 23:45:00;24.08.2025 00:00:00;16;140;298;5372;5;;581;6412
24.08.2025 00:00:00;24.08.2025 00:15:00;16;155;301;5008;5;;528;6013
24.08.2025 00:15:00;24.08.2025 00:30:00;16;155;301;4922;5;;539;5938
24.08.2025 00:30:00;24.08.2025 00:45:00;16;155;299;4832;5;;548;5855
24.08.2025 00:45:00;24.08.2025 01:00:00;16;154;298;4618;5;;542;5633
24.08.2025 01:00:00;24.08.2025 01:15:00;5;131;298;4122;6;;539;5101
24.08.2025 01:15:00;24.08.2025 01:30:00;5;111;298;4028;6;;512;4960
24.08.2025 01:30:00;24.08.2025 01:45:00;5;110;297;4220;6;;512;5150
24.08.2025 01:45:00;24.08.2025 02:00:00;6;110;297;4202;6;;518;5139
24.08.2025 02:00:00;24.08.2025 02:15:00;2;115;300;3950;6;;509;4882
24.08.2025 02:15:00;24.08.2025 02:30:00;2;115;301;3908;6;;482;4814
24.08.2025 02:30:00;24.08.2025 02:45:00;2;116;299;3825;6;;420;4668
24.08.2025 02:45:00;24.08.2025 03:00:00;2;115;297;3766;6;;395;4581
24.08.2025 03:00:00;24.08.2025 03:15:00;15;115;289;3303;6;;387;4115
24.08.2025 03:15:00;24.08.2025 03:30:00;16;115;289;3202;6;;389;4017
24.08.2025 03:30:00;24.08.2025 03:45:00;16;115;288;3143;6;;386;3954
24.08.2025 03:45:00;24.08.2025 04:00:00;16;115;291;3119;6;;400;3947
24.08.2025 04:00:00;24.08.2025 04:15:00;16;125;290;3058;6;;426;3921
24.08.2025 04:15:00;24.08.2025 04:30:00;16;125;287;3081;6;;400;3915
24.08.2025 04:30:00;24.08.2025 04:45:00;16;125;286;3055;6;;383;3871
24.08.2025 04:45:00;24.08.2025 05:00:00;16;125;285;2986;6;;377;3795
24.08.2025 05:00:00;24.08.2025 05:15:00;16;120;288;2578;6;;380;3388
24.08.2025 05:15:00;24.08.2025 05:30:00;16;115;288;2548;6;;380;3353
24.08.2025 05:30:00;24.08.2025 05:45:00;16;123;289;2677;6;;375;3486
24.08.2025 05:45:00;24.08.2025 06:00:00;16;114;288;2612;6;;371;3407
24.08.2025 06:00:00;24.08.2025 06:15:00;16;113;283;2426;6;;374;3218
24.08.2025 06:15:00;24.08.2025 06:30:00;16;122;284;2436;6;;416;3280
24.08.2025 06:30:00;24.08.2025 06:45:00;16;109;286;2355;6;;453;3225
24.08.2025 06:45:00;24.08.2025 07:00:00;16;112;289;2360;6;;456;3239
24.08.2025 07:00:00;24.08.2025 07:15:00;16;151;267;2221;6;;426;3087
24.08.2025 07:15:00;24.08.2025 07:30:00;16;156;267;2178;6;;441;3064
24.08.2025 07:30:00;24.08.2025 07:45:00;16;155;265;2207;6;;434;3083
24.08.2025 07:45:00;24.08.2025 08:00:00;16;155;264;2214;6;;472;3127
24.08.2025 08:00:00;24.08.2025 08:15:00;2;155;255;1944;6;;484;2846
24.08.2025 08:15:00;24.08.2025 08:30:00;2;148;255;1728;6;;455;2594
24.08.2025 08:30:00;24.08.2025 08:45:00;2;148;254;1715;6;;470;2595
24.08.2025 08:45:00;24.08.2025 09:00:00;2;140;254;1665;6;;469;2536
24.08.2025 09:00:00;24.08.2025 09:15:00;15;11;256;1429;6;;446;2163
24.08.2025 09:15:00;24.08.2025 09:30:00;16;0;255;1234;6;;427;1938
24.08.2025 09:30:00;24.08.2025 09:45:00;16;0;259;1209;6;;430;1920
24.08.2025 09:45:00;24.08.2025 10:00:00;16;0;254;1255;6;;412;1943
24.08.2025 10:00:00;24.08.2025 10:15:00;16;0;253;1451;5;;434;2159
24.08.2025 10:15:00;24.08.2025 10:30:00;16;0;251;1432;5;;405;2109
24.08.2025 10:30:00;24.08.2025 10:45:00;16;0;252;1510;5;;399;2182
24.08.2025 10:45:00;24.08.2025 11:00:00;16;0;251;1522;5;;424;2218
24.08.2025 11:00:00;24.08.2025 11:15:00;16;0;251;1491;5;;427;2190
24.08.2025 11:15:00;24.08.2025 11:30:00;16;0;249;1453;5;;428;2151
24.08.2025 11:30:00;24.08.2025 11:45:00;16;0;247;1442;5;;431;2141
