"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"18/07/2024 22:00:00 - 18/07/2024 23:00:00","BZN|NO1","94.84","n/e","97.00","42.74"
"18/07/2024 23:00:00 - 19/07/2024 00:00:00","BZN|NO1","105.87","n/e","109.00","44.93"
"19/07/2024 00:00:00 - 19/07/2024 01:00:00","BZN|NO1","91.40","n/e","92.00","38.51"
"19/07/2024 01:00:00 - 19/07/2024 02:00:00","BZN|NO1","87.16","n/e","89.00","48.12"
"19/07/2024 02:00:00 - 19/07/2024 03:00:00","BZN|NO1","84.36","n/e","85.00","48.69"
"19/07/2024 03:00:00 - 19/07/2024 04:00:00","BZN|NO1","74.32","n/e","74.00","56.30"
"19/07/2024 04:00:00 - 19/07/2024 05:00:00","BZN|NO1","68.04","n/e","68.00","53.52"
"19/07/2024 05:00:00 - 19/07/2024 06:00:00","BZN|NO1","66.95","n/e","66.00","50.48"
"19/07/2024 06:00:00 - 19/07/2024 07:00:00","BZN|NO1","54.90","n/e","54.00","55.92"
"19/07/2024 07:00:00 - 19/07/2024 08:00:00","BZN|NO1","43.01","n/e","42.00","27.42"
"19/07/2024 08:00:00 - 19/07/2024 09:00:00","BZN|NO1","28.75","n/e","28.00","5.09"
"19/07/2024 09:00:00 - 19/07/2024 10:00:00","BZN|NO1","20.59","n/e","20.00","0.87"
"19/07/2024 10:00:00 - 19/07/2024 11:00:00","BZN|NO1","15.90","n/e","16.00","1.09"
"19/07/2024 11:00:00 - 19/07/2024 12:00:00","BZN|NO1","13.67","n/e","14.00","1.73"
"19/07/2024 12:00:00 - 19/07/2024 13:00:00","BZN|NO1","12.55","n/e","12.00","1.70"
"19/07/2024 13:00:00 - 19/07/2024 14:00:00","BZN|NO1","12.57","n/e","12.00","3.17"
"19/07/2024 14:00:00 - 19/07/2024 15:00:00","BZN|NO1","13.41","n/e","13.00","5.91"
"19/07/2024 15:00:00 - 19/07/2024 16:00:00","BZN|NO1","14.55","n/e","14.00","9.59"
"19/07/2024 16:00:00 - 19/07/2024 17:00:00","BZN|NO1","15.21","n/e","15.00","9.68"
"19/07/2024 17:00:00 - 19/07/2024 18:00:00","BZN|NO1","16.35","n/e","16.00","14.03"
"19/07/2024 18:00:00 - 19/07/2024 19:00:00","BZN|NO1","17.14","n/e","16.00","14.01"
"19/07/2024 19:00:00 - 19/07/2024 20:00:00","BZN|NO1","19.07","n/e","19.00","12.34"
"19/07/2024 20:00:00 - 19/07/2024 21:00:00","BZN|NO1","19.78","n/e","21.00","17.17"
"19/07/2024 21:00:00 - 19/07/2024 22:00:00","BZN|NO1","21.16","n/e","23.00","18.30"
"19/07/2024 22:00:00 - 19/07/2024 23:00:00","BZN|NO1","22.55","n/e","26.00","21.27"
"19/07/2024 23:00:00 - 20/07/2024 00:00:00","BZN|NO1","22.96","n/e","24.00","20.98"
"20/07/2024 00:00:00 - 20/07/2024 01:00:00","BZN|NO1","14.45","n/e","14.00","17.90"
"20/07/2024 01:00:00 - 20/07/2024 02:00:00","BZN|NO1","12.56","n/e","13.00","11.30"
"20/07/2024 02:00:00 - 20/07/2024 03:00:00","BZN|NO1","11.30","n/e","13.00","5.03"
"20/07/2024 03:00:00 - 20/07/2024 04:00:00","BZN|NO1","10.30","n/e","12.00","2.70"
"20/07/2024 04:00:00 - 20/07/2024 05:00:00","BZN|NO1","9.46","n/e","10.00","0.32"
"20/07/2024 05:00:00 - 20/07/2024 06:00:00","BZN|NO1","8.77","n/e","9.00","0.00"
"20/07/2024 06:00:00 - 20/07/2024 07:00:00","BZN|NO1","8.33","n/e","8.00","0.10"
"20/07/2024 07:00:00 - 20/07/2024 08:00:00","BZN|NO1","8.03","n/e","8.00","0.00"
"20/07/2024 08:00:00 - 20/07/2024 09:00:00","BZN|NO1","7.79","n/e","8.00","0.00"
"20/07/2024 09:00:00 - 20/07/2024 10:00:00","BZN|NO1","7.61","n/e","8.00","0.00"
"20/07/2024 10:00:00 - 20/07/2024 11:00:00","BZN|NO1","7.42","n/e","7.00","0.00"
"20/07/2024 11:00:00 - 20/07/2024 12:00:00","BZN|NO1","6.29","n/e","6.00","1.60"
"20/07/2024 12:00:00 - 20/07/2024 13:00:00","BZN|NO1","5.81","n/e","6.00","2.43"
"20/07/2024 13:00:00 - 20/07/2024 14:00:00","BZN|NO1","4.98","n/e","5.00","2.45"
"20/07/2024 14:00:00 - 20/07/2024 15:00:00","BZN|NO1","4.85","n/e","5.00","0.13"
"20/07/2024 15:00:00 - 20/07/2024 16:00:00","BZN|NO1","5.86","n/e","6.00","1.28"
"20/07/2024 16:00:00 - 20/07/2024 17:00:00","BZN|NO1","6.79","n/e","7.00","1.42"
"20/07/2024 17:00:00 - 20/07/2024 18:00:00","BZN|NO1","7.20","n/e","7.00","4.19"
"20/07/2024 18:00:00 - 20/07/2024 19:00:00","BZN|NO1","7.88","n/e","8.00","6.36"
"20/07/2024 19:00:00 - 20/07/2024 20:00:00","BZN|NO1","7.79","n/e","9.00","5.92"
"20/07/2024 20:00:00 - 20/07/2024 21:00:00","BZN|NO1","6.20","n/e","7.00","6.65"
"20/07/2024 21:00:00 - 20/07/2024 22:00:00","BZN|NO1","5.66","n/e","6.00","8.54"
"20/07/2024 22:00:00 - 20/07/2024 23:00:00","BZN|NO1","5.72","n/e","5.00","4.41"
"20/07/2024 23:00:00 - 21/07/2024 00:00:00","BZN|NO1","7.41","n/e","7.00","3.77"
"21/07/2024 00:00:00 - 21/07/2024 01:00:00","BZN|NO1","21.90","n/e","22.00","6.38"
"21/07/2024 01:00:00 - 21/07/2024 02:00:00","BZN|NO1","40.86","n/e","41.00","4.78"
"21/07/2024 02:00:00 - 21/07/2024 03:00:00","BZN|NO1","55.82","n/e","55.00","5.23"
"21/07/2024 03:00:00 - 21/07/2024 04:00:00","BZN|NO1","59.11","n/e","59.00","4.18"
"21/07/2024 04:00:00 - 21/07/2024 05:00:00","BZN|NO1","58.77","n/e","59.00","6.33"
"21/07/2024 05:00:00 - 21/07/2024 06:00:00","BZN|NO1","56.02","n/e","56.00","23.15"
"21/07/2024 06:00:00 - 21/07/2024 07:00:00","BZN|NO1","51.55","n/e","52.00","30.87"
"21/07/2024 07:00:00 - 21/07/2024 08:00:00","BZN|NO1","42.39","n/e","44.00","27.44"
"21/07/2024 08:00:00 - 21/07/2024 09:00:00","BZN|NO1","36.58","n/e","37.00","24.86"
"21/07/2024 09:00:00 - 21/07/2024 10:00:00","BZN|NO1","38.29","n/e","37.00","19.99"
"21/07/2024 10:00:00 - 21/07/2024 11:00:00","BZN|NO1","43.78","n/e","46.00","31.07"
"21/07/2024 11:00:00 - 21/07/2024 12:00:00","BZN|NO1","14.66","n/e","15.00","36.08"
"21/07/2024 12:00:00 - 21/07/2024 13:00:00","BZN|NO1","15.57","n/e","16.00","12.67"
"21/07/2024 13:00:00 - 21/07/2024 14:00:00","BZN|NO1","16.04","n/e","17.00","16.04"
"21/07/2024 14:00:00 - 21/07/2024 15:00:00","BZN|NO1","59.93","n/e","63.00","45.78"
"21/07/2024 15:00:00 - 21/07/2024 16:00:00","BZN|NO1","62.51","n/e","66.00","63.03"
"21/07/2024 16:00:00 - 21/07/2024 17:00:00","BZN|NO1","64.80","n/e","69.00","58.65"
"21/07/2024 17:00:00 - 21/07/2024 18:00:00","BZN|NO1","68.03","n/e","71.00","59.15"
"21/07/2024 18:00:00 - 21/07/2024 19:00:00","BZN|NO1","68.89","n/e","72.00","37.65"
"21/07/2024 19:00:00 - 21/07/2024 20:00:00","BZN|NO1","67.55","n/e","69.00","46.01"
"21/07/2024 20:00:00 - 21/07/2024 21:00:00","BZN|NO1","66.52","n/e","67.00","83.23"
"21/07/2024 21:00:00 - 21/07/2024 22:00:00","BZN|NO1","71.42","n/e","72.00","105.07"
"21/07/2024 22:00:00 - 21/07/2024 23:00:00","BZN|NO1","84.29","n/e","83.00","142.19"
"21/07/2024 23:00:00 - 22/07/2024 00:00:00","BZN|NO1","103.41","n/e","103.00","181.86"
"22/07/2024 00:00:00 - 22/07/2024 01:00:00","BZN|NO1","111.48","n/e","115.00","181.07"
"22/07/2024 01:00:00 - 22/07/2024 02:00:00","BZN|NO1","105.47","n/e","114.00","156.91"
"22/07/2024 02:00:00 - 22/07/2024 03:00:00","BZN|NO1","100.09","n/e","113.00","136.38"
"22/07/2024 03:00:00 - 22/07/2024 04:00:00","BZN|NO1","99.11","n/e","108.00","126.15"
"22/07/2024 04:00:00 - 22/07/2024 05:00:00","BZN|NO1","99.82","n/e","103.00","113.67"
"22/07/2024 05:00:00 - 22/07/2024 06:00:00","BZN|NO1","93.10","n/e","92.00","133.38"
"22/07/2024 06:00:00 - 22/07/2024 07:00:00","BZN|NO1","89.58","n/e","85.00","87.25"
"22/07/2024 07:00:00 - 22/07/2024 08:00:00","BZN|NO1","84.52","n/e","81.00","52.06"
"22/07/2024 08:00:00 - 22/07/2024 09:00:00","BZN|NO1","80.70","n/e","78.00","43.84"
"22/07/2024 09:00:00 - 22/07/2024 10:00:00","BZN|NO1","84.94","n/e","82.00","50.97"
"22/07/2024 10:00:00 - 22/07/2024 11:00:00","BZN|NO1","93.32","n/e","84.00","56.19"
"22/07/2024 11:00:00 - 22/07/2024 12:00:00","BZN|NO1","108.17","n/e","89.00","75.11"
"22/07/2024 12:00:00 - 22/07/2024 13:00:00","BZN|NO1","109.87","n/e","86.00","89.01"
"22/07/2024 13:00:00 - 22/07/2024 14:00:00","BZN|NO1","104.80","n/e","85.00","85.56"
"22/07/2024 14:00:00 - 22/07/2024 15:00:00","BZN|NO1","92.16","n/e","68.00","70.40"
"22/07/2024 15:00:00 - 22/07/2024 16:00:00","BZN|NO1","66.63","n/e","58.00","79.60"
"22/07/2024 16:00:00 - 22/07/2024 17:00:00","BZN|NO1","50.94","n/e","42.00","116.25"
"22/07/2024 17:00:00 - 22/07/2024 18:00:00","BZN|NO1","44.31","n/e","41.00","93.11"
"22/07/2024 18:00:00 - 22/07/2024 19:00:00","BZN|NO1","36.21","n/e","32.00","43.10"
"22/07/2024 19:00:00 - 22/07/2024 20:00:00","BZN|NO1","29.80","n/e","32.00","41.29"
"22/07/2024 20:00:00 - 22/07/2024 21:00:00","BZN|NO1","32.18","n/e","28.00","18.47"
"22/07/2024 21:00:00 - 22/07/2024 22:00:00","BZN|NO1","34.86","n/e","34.00","6.37"
"22/07/2024 22:00:00 - 22/07/2024 23:00:00","BZN|NO1","37.58","n/e","40.00","0.90"
"22/07/2024 23:00:00 - 23/07/2024 00:00:00","BZN|NO1","36.57","n/e","52.00","0.89"
"23/07/2024 00:00:00 - 23/07/2024 01:00:00","BZN|NO1","33.56","n/e","33.00","1.52"
"23/07/2024 01:00:00 - 23/07/2024 02:00:00","BZN|NO1","28.70","n/e","28.00","6.01"
"23/07/2024 02:00:00 - 23/07/2024 03:00:00","BZN|NO1","24.42","n/e","24.00","9.62"
"23/07/2024 03:00:00 - 23/07/2024 04:00:00","BZN|NO1","19.12","n/e","19.00","3.38"
"23/07/2024 04:00:00 - 23/07/2024 05:00:00","BZN|NO1","15.04","n/e","15.00","5.38"
"23/07/2024 05:00:00 - 23/07/2024 06:00:00","BZN|NO1","11.17","n/e","11.00","26.38"
"23/07/2024 06:00:00 - 23/07/2024 07:00:00","BZN|NO1","9.39","n/e","9.00","19.34"
"23/07/2024 07:00:00 - 23/07/2024 08:00:00","BZN|NO1","9.55","n/e","9.00","7.35"
"23/07/2024 08:00:00 - 23/07/2024 09:00:00","BZN|NO1","9.81","n/e","9.00","1.67"
"23/07/2024 09:00:00 - 23/07/2024 10:00:00","BZN|NO1","9.86","n/e","9.00","1.26"
"23/07/2024 10:00:00 - 23/07/2024 11:00:00","BZN|NO1","9.55","n/e","9.00","2.56"
"23/07/2024 11:00:00 - 23/07/2024 12:00:00","BZN|NO1","9.79","n/e","9.00","1.64"
"23/07/2024 12:00:00 - 23/07/2024 13:00:00","BZN|NO1","11.03","n/e","9.00","0.05"
"23/07/2024 13:00:00 - 23/07/2024 14:00:00","BZN|NO1","12.96","n/e","11.00","1.71"
"23/07/2024 14:00:00 - 23/07/2024 15:00:00","BZN|NO1","14.90","n/e","12.00","1.48"
"23/07/2024 15:00:00 - 23/07/2024 16:00:00","BZN|NO1","16.72","n/e","14.00","2.50"
"23/07/2024 16:00:00 - 23/07/2024 17:00:00","BZN|NO1","18.66","n/e","16.00","7.27"
"23/07/2024 17:00:00 - 23/07/2024 18:00:00","BZN|NO1","19.97","n/e","17.00","13.98"
"23/07/2024 18:00:00 - 23/07/2024 19:00:00","BZN|NO1","25.26","n/e","22.00","22.39"
"23/07/2024 19:00:00 - 23/07/2024 20:00:00","BZN|NO1","36.59","n/e","35.00","34.05"
"23/07/2024 20:00:00 - 23/07/2024 21:00:00","BZN|NO1","65.09","n/e","66.00","55.18"
"23/07/2024 21:00:00 - 23/07/2024 22:00:00","BZN|NO1","90.86","n/e","93.00","101.78"
"23/07/2024 22:00:00 - 23/07/2024 23:00:00","BZN|NO1","116.53","n/e","118.00","124.18"
"23/07/2024 23:00:00 - 24/07/2024 00:00:00","BZN|NO1","125.01","n/e","127.00","115.65"
"24/07/2024 00:00:00 - 24/07/2024 01:00:00","BZN|NO1","129.75","n/e","131.00","119.92"
"24/07/2024 01:00:00 - 24/07/2024 02:00:00","BZN|NO1","129.22","n/e","132.00","119.65"
"24/07/2024 02:00:00 - 24/07/2024 03:00:00","BZN|NO1","126.36","n/e","129.00","127.95"
"24/07/2024 03:00:00 - 24/07/2024 04:00:00","BZN|NO1","129.75","n/e","131.00","130.10"
"24/07/2024 04:00:00 - 24/07/2024 05:00:00","BZN|NO1","127.42","n/e","128.00","135.79"
"24/07/2024 05:00:00 - 24/07/2024 06:00:00","BZN|NO1","132.01","n/e","132.00","126.09"
"24/07/2024 06:00:00 - 24/07/2024 07:00:00","BZN|NO1","126.58","n/e","127.00","131.94"
"24/07/2024 07:00:00 - 24/07/2024 08:00:00","BZN|NO1","123.37","n/e","124.00","75.97"
"24/07/2024 08:00:00 - 24/07/2024 09:00:00","BZN|NO1","108.75","n/e","109.00","35.28"
"24/07/2024 09:00:00 - 24/07/2024 10:00:00","BZN|NO1","95.15","n/e","95.00","21.72"
"24/07/2024 10:00:00 - 24/07/2024 11:00:00","BZN|NO1","77.26","n/e","78.00","62.20"
"24/07/2024 11:00:00 - 24/07/2024 12:00:00","BZN|NO1","61.08","n/e","62.00","78.73"
"24/07/2024 12:00:00 - 24/07/2024 13:00:00","BZN|NO1","52.19","n/e","54.00","68.34"
"24/07/2024 13:00:00 - 24/07/2024 14:00:00","BZN|NO1","51.26","n/e","54.00","54.13"
"24/07/2024 14:00:00 - 24/07/2024 15:00:00","BZN|NO1","52.13","n/e","54.00","47.04"
"24/07/2024 15:00:00 - 24/07/2024 16:00:00","BZN|NO1","55.57","n/e","58.00","50.84"
"24/07/2024 16:00:00 - 24/07/2024 17:00:00","BZN|NO1","59.85","n/e","62.00","61.94"
"24/07/2024 17:00:00 - 24/07/2024 18:00:00","BZN|NO1","65.69","n/e","66.00","66.42"
"24/07/2024 18:00:00 - 24/07/2024 19:00:00","BZN|NO1","71.89","n/e","73.00","73.40"
"24/07/2024 19:00:00 - 24/07/2024 20:00:00","BZN|NO1","76.43","n/e","77.00","93.40"
"24/07/2024 20:00:00 - 24/07/2024 21:00:00","BZN|NO1","81.12","n/e","81.00","99.93"
"24/07/2024 21:00:00 - 24/07/2024 22:00:00","BZN|NO1","90.09","n/e","89.00","101.66"
"24/07/2024 22:00:00 - 24/07/2024 23:00:00","BZN|NO1","100.23","n/e","100.00","107.23"
"24/07/2024 23:00:00 - 25/07/2024 00:00:00","BZN|NO1","108.42","n/e","110.00","103.02"
"25/07/2024 00:00:00 - 25/07/2024 01:00:00","BZN|NO1","90.62","n/e","94.00","86.82"
"25/07/2024 01:00:00 - 25/07/2024 02:00:00","BZN|NO1","89.66","n/e","92.00","71.58"
"25/07/2024 02:00:00 - 25/07/2024 03:00:00","BZN|NO1","87.57","n/e","88.00","60.02"
"25/07/2024 03:00:00 - 25/07/2024 04:00:00","BZN|NO1","79.48","n/e","82.00","56.64"
"25/07/2024 04:00:00 - 25/07/2024 05:00:00","BZN|NO1","71.56","n/e","76.00","59.88"
"25/07/2024 05:00:00 - 25/07/2024 06:00:00","BZN|NO1","66.51","n/e","71.00","50.87"
"25/07/2024 06:00:00 - 25/07/2024 07:00:00","BZN|NO1","58.41","n/e","62.00","43.56"
"25/07/2024 07:00:00 - 25/07/2024 08:00:00","BZN|NO1","41.82","n/e","43.00","31.37"
"25/07/2024 08:00:00 - 25/07/2024 09:00:00","BZN|NO1","23.22","n/e","23.00","16.91"
"25/07/2024 09:00:00 - 25/07/2024 10:00:00","BZN|NO1","14.93","n/e","15.00","4.13"
"25/07/2024 10:00:00 - 25/07/2024 11:00:00","BZN|NO1","11.72","n/e","13.00","0.00"
"25/07/2024 11:00:00 - 25/07/2024 12:00:00","BZN|NO1","10.89","n/e","11.00","0.17"
"25/07/2024 12:00:00 - 25/07/2024 13:00:00","BZN|NO1","10.85","n/e","11.00","0.12"
"25/07/2024 13:00:00 - 25/07/2024 14:00:00","BZN|NO1","11.66","n/e","12.00","1.14"
"25/07/2024 14:00:00 - 25/07/2024 15:00:00","BZN|NO1","13.24","n/e","14.00","6.91"
"25/07/2024 15:00:00 - 25/07/2024 16:00:00","BZN|NO1","15.77","n/e","18.00","27.56"
"25/07/2024 16:00:00 - 25/07/2024 17:00:00","BZN|NO1","18.78","n/e","22.00","30.09"
"25/07/2024 17:00:00 - 25/07/2024 18:00:00","BZN|NO1","21.99","n/e","30.00","34.84"
"25/07/2024 18:00:00 - 25/07/2024 19:00:00","BZN|NO1","24.74","n/e","37.00","50.44"
"25/07/2024 19:00:00 - 25/07/2024 20:00:00","BZN|NO1","26.17","n/e","48.00","80.56"
"25/07/2024 20:00:00 - 25/07/2024 21:00:00","BZN|NO1","27.82","n/e","73.00","82.30"
"25/07/2024 21:00:00 - 25/07/2024 22:00:00","BZN|NO1","30.80","n/e","111.00","138.40"
"25/07/2024 22:00:00 - 25/07/2024 23:00:00","BZN|NO1","39.76","n/e","139.00","148.46"
"25/07/2024 23:00:00 - 26/07/2024 00:00:00","BZN|NO1","52.91","n/e","152.00","133.66"
"26/07/2024 00:00:00 - 26/07/2024 01:00:00","BZN|NO1","115.85","n/e","116.00","104.21"
"26/07/2024 01:00:00 - 26/07/2024 02:00:00","BZN|NO1","103.44","n/e","104.00","78.71"
"26/07/2024 02:00:00 - 26/07/2024 03:00:00","BZN|NO1","101.35","n/e","102.00","81.14"
"26/07/2024 03:00:00 - 26/07/2024 04:00:00","BZN|NO1","98.88","n/e","99.00","57.08"
"26/07/2024 04:00:00 - 26/07/2024 05:00:00","BZN|NO1","98.92","n/e","98.00","65.55"
"26/07/2024 05:00:00 - 26/07/2024 06:00:00","BZN|NO1","101.66","n/e","99.00","80.69"
"26/07/2024 06:00:00 - 26/07/2024 07:00:00","BZN|NO1","97.05","n/e","94.00","89.61"
"26/07/2024 07:00:00 - 26/07/2024 08:00:00","BZN|NO1","98.07","n/e","95.00","92.88"
"26/07/2024 08:00:00 - 26/07/2024 09:00:00","BZN|NO1","112.32","n/e","113.00","115.36"
"26/07/2024 09:00:00 - 26/07/2024 10:00:00","BZN|NO1","122.73","n/e","123.00","113.75"
"26/07/2024 10:00:00 - 26/07/2024 11:00:00","BZN|NO1","138.92","n/e","138.00","139.53"
"26/07/2024 11:00:00 - 26/07/2024 12:00:00","BZN|NO1","147.09","n/e","148.00","171.85"
"26/07/2024 12:00:00 - 26/07/2024 13:00:00","BZN|NO1","145.20","n/e","149.00","165.60"
"26/07/2024 13:00:00 - 26/07/2024 14:00:00","BZN|NO1","146.52","n/e","157.00","192.50"
"26/07/2024 14:00:00 - 26/07/2024 15:00:00","BZN|NO1","144.23","n/e","155.00","196.15"
"26/07/2024 15:00:00 - 26/07/2024 16:00:00","BZN|NO1","149.72","n/e","159.00","190.38"
"26/07/2024 16:00:00 - 26/07/2024 17:00:00","BZN|NO1","150.70","n/e","155.00","166.29"
"26/07/2024 17:00:00 - 26/07/2024 18:00:00","BZN|NO1","149.03","n/e","155.00","166.66"
"26/07/2024 18:00:00 - 26/07/2024 19:00:00","BZN|NO1","141.80","n/e","149.00","190.08"
"26/07/2024 19:00:00 - 26/07/2024 20:00:00","BZN|NO1","130.66","n/e","139.00","185.11"
"26/07/2024 20:00:00 - 26/07/2024 21:00:00","BZN|NO1","117.73","n/e","129.00","154.89"
"26/07/2024 21:00:00 - 26/07/2024 22:00:00","BZN|NO1","104.67","n/e","121.00","144.49"
"26/07/2024 22:00:00 - 26/07/2024 23:00:00","BZN|NO1","94.75","n/e","107.00","148.57"
"26/07/2024 23:00:00 - 27/07/2024 00:00:00","BZN|NO1","91.66","n/e","106.00","126.60"
"27/07/2024 00:00:00 - 27/07/2024 01:00:00","BZN|NO1","152.81","n/e","153.00","100.68"
"27/07/2024 01:00:00 - 27/07/2024 02:00:00","BZN|NO1","142.46","n/e","142.00","48.21"
"27/07/2024 02:00:00 - 27/07/2024 03:00:00","BZN|NO1","126.52","n/e","121.00","33.29"
"27/07/2024 03:00:00 - 27/07/2024 04:00:00","BZN|NO1","111.05","n/e","105.00","27.26"
"27/07/2024 04:00:00 - 27/07/2024 05:00:00","BZN|NO1","91.84","n/e","86.00","24.21"
"27/07/2024 05:00:00 - 27/07/2024 06:00:00","BZN|NO1","77.88","n/e","72.00","11.60"
"27/07/2024 06:00:00 - 27/07/2024 07:00:00","BZN|NO1","63.98","n/e","60.00","9.81"
"27/07/2024 07:00:00 - 27/07/2024 08:00:00","BZN|NO1","53.72","n/e","49.00","6.09"
"27/07/2024 08:00:00 - 27/07/2024 09:00:00","BZN|NO1","43.75","n/e","39.00","9.24"
"27/07/2024 09:00:00 - 27/07/2024 10:00:00","BZN|NO1","35.29","n/e","31.00","11.85"
"27/07/2024 10:00:00 - 27/07/2024 11:00:00","BZN|NO1","33.15","n/e","30.00","12.10"
"27/07/2024 11:00:00 - 27/07/2024 12:00:00","BZN|NO1","33.76","n/e","32.00","18.09"
"27/07/2024 12:00:00 - 27/07/2024 13:00:00","BZN|NO1","35.43","n/e","32.00","20.49"
"27/07/2024 13:00:00 - 27/07/2024 14:00:00","BZN|NO1","39.28","n/e","38.00","22.91"
"27/07/2024 14:00:00 - 27/07/2024 15:00:00","BZN|NO1","38.50","n/e","37.00","26.33"
"27/07/2024 15:00:00 - 27/07/2024 16:00:00","BZN|NO1","39.15","n/e","38.00","32.09"
"27/07/2024 16:00:00 - 27/07/2024 17:00:00","BZN|NO1","40.26","n/e","42.00","35.88"
"27/07/2024 17:00:00 - 27/07/2024 18:00:00","BZN|NO1","41.52","n/e","45.00","39.76"
"27/07/2024 18:00:00 - 27/07/2024 19:00:00","BZN|NO1","42.06","n/e","44.00","42.69"
"27/07/2024 19:00:00 - 27/07/2024 20:00:00","BZN|NO1","42.90","n/e","46.00","39.62"
"27/07/2024 20:00:00 - 27/07/2024 21:00:00","BZN|NO1","51.03","n/e","55.00","30.41"
"27/07/2024 21:00:00 - 27/07/2024 22:00:00","BZN|NO1","65.61","n/e","72.00","34.47"
"27/07/2024 22:00:00 - 27/07/2024 23:00:00","BZN|NO1","90.91","n/e","82.00","48.82"
"27/07/2024 23:00:00 - 28/07/2024 00:00:00","BZN|NO1","107.94","n/e","103.00","58.32"
"28/07/2024 00:00:00 - 28/07/2024 01:00:00","BZN|NO1","97.39","n/e","103.00","36.21"
"28/07/2024 01:00:00 - 28/07/2024 02:00:00","BZN|NO1","102.13","n/e","105.00","59.67"
"28/07/2024 02:00:00 - 28/07/2024 03:00:00","BZN|NO1","105.01","n/e","102.00","101.16"
"28/07/2024 03:00:00 - 28/07/2024 04:00:00","BZN|NO1","110.31","n/e","105.00","107.80"
"28/07/2024 04:00:00 - 28/07/2024 05:00:00","BZN|NO1","115.54","n/e","112.00","122.96"
"28/07/2024 05:00:00 - 28/07/2024 06:00:00","BZN|NO1","120.04","n/e","118.00","118.95"
"28/07/2024 06:00:00 - 28/07/2024 07:00:00","BZN|NO1","121.71","n/e","123.00","120.99"
"28/07/2024 07:00:00 - 28/07/2024 08:00:00","BZN|NO1","122.02","n/e","121.00","118.68"
"28/07/2024 08:00:00 - 28/07/2024 09:00:00","BZN|NO1","110.47","n/e","106.00","91.86"
"28/07/2024 09:00:00 - 28/07/2024 10:00:00","BZN|NO1","100.70","n/e","96.00","81.93"
"28/07/2024 10:00:00 - 28/07/2024 11:00:00","BZN|NO1","92.06","n/e","86.00","16.11"
"28/07/2024 11:00:00 - 28/07/2024 12:00:00","BZN|NO1","82.98","n/e","79.00","11.44"
"28/07/2024 12:00:00 - 28/07/2024 13:00:00","BZN|NO1","67.02","n/e","64.00","11.02"
"28/07/2024 13:00:00 - 28/07/2024 14:00:00","BZN|NO1","67.37","n/e","64.00","9.47"
"28/07/2024 14:00:00 - 28/07/2024 15:00:00","BZN|NO1","67.87","n/e","65.00","14.95"
"28/07/2024 15:00:00 - 28/07/2024 16:00:00","BZN|NO1","65.26","n/e","61.00","12.31"
"28/07/2024 16:00:00 - 28/07/2024 17:00:00","BZN|NO1","69.03","n/e","64.00","14.78"
"28/07/2024 17:00:00 - 28/07/2024 18:00:00","BZN|NO1","85.11","n/e","79.00","23.36"
"28/07/2024 18:00:00 - 28/07/2024 19:00:00","BZN|NO1","88.73","n/e","78.00","47.86"
"28/07/2024 19:00:00 - 28/07/2024 20:00:00","BZN|NO1","90.72","n/e","80.00","61.32"
"28/07/2024 20:00:00 - 28/07/2024 21:00:00","BZN|NO1","100.68","n/e","89.00","88.14"
"28/07/2024 21:00:00 - 28/07/2024 22:00:00","BZN|NO1","110.08","n/e","95.00","86.92"
"28/07/2024 22:00:00 - 28/07/2024 23:00:00","BZN|NO1","128.28","n/e","114.00","106.79"
"28/07/2024 23:00:00 - 29/07/2024 00:00:00","BZN|NO1","135.06","n/e","120.00","93.78"
"29/07/2024 00:00:00 - 29/07/2024 01:00:00","BZN|NO1","120.06","n/e","119.00","107.40"
"29/07/2024 01:00:00 - 29/07/2024 02:00:00","BZN|NO1","117.78","n/e","119.00","157.91"
"29/07/2024 02:00:00 - 29/07/2024 03:00:00","BZN|NO1","125.56","n/e","127.00","159.64"
"29/07/2024 03:00:00 - 29/07/2024 04:00:00","BZN|NO1","130.42","n/e","136.00","146.49"
"29/07/2024 04:00:00 - 29/07/2024 05:00:00","BZN|NO1","133.46","n/e","140.00","134.32"
"29/07/2024 05:00:00 - 29/07/2024 06:00:00","BZN|NO1","143.18","n/e","150.00","129.34"
"29/07/2024 06:00:00 - 29/07/2024 07:00:00","BZN|NO1","132.86","n/e","139.00","97.82"
"29/07/2024 07:00:00 - 29/07/2024 08:00:00","BZN|NO1","111.48","n/e","117.00","40.09"
"29/07/2024 08:00:00 - 29/07/2024 09:00:00","BZN|NO1","81.82","n/e","85.00","16.75"
"29/07/2024 09:00:00 - 29/07/2024 10:00:00","BZN|NO1","67.49","n/e","68.00","29.23"
"29/07/2024 10:00:00 - 29/07/2024 11:00:00","BZN|NO1","45.16","n/e","46.00","20.83"
"29/07/2024 11:00:00 - 29/07/2024 12:00:00","BZN|NO1","36.29","n/e","37.00","10.20"
"29/07/2024 12:00:00 - 29/07/2024 13:00:00","BZN|NO1","26.71","n/e","28.00","9.99"
"29/07/2024 13:00:00 - 29/07/2024 14:00:00","BZN|NO1","22.57","n/e","23.00","8.33"
"29/07/2024 14:00:00 - 29/07/2024 15:00:00","BZN|NO1","19.18","n/e","20.00","7.09"
"29/07/2024 15:00:00 - 29/07/2024 16:00:00","BZN|NO1","16.67","n/e","17.00","6.41"
