Delivery Start (CET);Delivery End (CET);NO1 Biomass (MW);NO1 Fossil Gas (MW);NO1 Hydro Run Of River And Poundage (MW);NO1 Hydro Water Reservoir (MW);NO1 Solar (MW);NO1 Waste (MW);NO1 Wind Onshore (MW);NO1 Total (MW)
27.06.2024 14:00:00;27.06.2024 15:00:00;0;0;1808;636;0;7;66;2517
27.06.2024 15:00:00;27.06.2024 16:00:00;0;0;1814;734;0;7;72;2627
27.06.2024 16:00:00;27.06.2024 17:00:00;0;0;1819;715;1;7;78;2620
27.06.2024 17:00:00;27.06.2024 18:00:00;0;0;1811;797;0;9;79;2696
27.06.2024 18:00:00;27.06.2024 19:00:00;0;0;1830;688;0;10;89;2617
27.06.2024 19:00:00;27.06.2024 20:00:00;0;0;1828;775;0;10;108;2721
27.06.2024 20:00:00;27.06.2024 21:00:00;0;0;1833;816;0;10;104;2763
27.06.2024 21:00:00;27.06.2024 22:00:00;0;0;1827;929;0;11;127;2894
27.06.2024 22:00:00;27.06.2024 23:00:00;0;0;1827;813;0;12;147;2799
27.06.2024 23:00:00;28.06.2024 00:00:00;0;0;1822;791;0;11;126;2750
28.06.2024 00:00:00;28.06.2024 01:00:00;0;0;1773;799;0;15;118;2705
28.06.2024 01:00:00;28.06.2024 02:00:00;0;0;1761;715;0;16;148;2640
28.06.2024 02:00:00;28.06.2024 03:00:00;0;0;1800;659;0;14;167;2640
28.06.2024 03:00:00;28.06.2024 04:00:00;0;0;1793;634;0;10;171;2608
28.06.2024 04:00:00;28.06.2024 05:00:00;0;0;1788;622;0;13;160;2583
28.06.2024 05:00:00;28.06.2024 06:00:00;0;0;1799;661;0;15;129;2604
28.06.2024 06:00:00;28.06.2024 07:00:00;0;0;1795;701;0;13;113;2622
28.06.2024 07:00:00;28.06.2024 08:00:00;0;0;1805;652;0;9;61;2527
28.06.2024 08:00:00;28.06.2024 09:00:00;0;0;1813;757;1;9;106;2686
28.06.2024 09:00:00;28.06.2024 10:00:00;0;0;1814;667;1;8;146;2636
28.06.2024 10:00:00;28.06.2024 11:00:00;0;0;1802;589;1;8;154;2554
28.06.2024 11:00:00;28.06.2024 12:00:00;0;0;1806;639;1;8;151;2605
28.06.2024 12:00:00;28.06.2024 13:00:00;0;0;1799;631;1;8;170;2609
28.06.2024 13:00:00;28.06.2024 14:00:00;0;0;1803;705;1;10;50;2569
28.06.2024 14:00:00;28.06.2024 15:00:00;0;0;1806;664;1;15;40;2526
28.06.2024 15:00:00;28.06.2024 16:00:00;0;0;1814;721;1;15;47;2598
28.06.2024 16:00:00;28.06.2024 17:00:00;0;0;1818;548;1;15;45;2427
28.06.2024 17:00:00;28.06.2024 18:00:00;0;0;1823;588;1;18;195;2625
28.06.2024 18:00:00;28.06.2024 19:00:00;0;0;1815;582;0;17;195;2609
28.06.2024 19:00:00;28.06.2024 20:00:00;0;0;1817;729;0;16;207;2769
28.06.2024 20:00:00;28.06.2024 21:00:00;0;0;1821;679;0;13;192;2705
28.06.2024 21:00:00;28.06.2024 22:00:00;0;0;1814;642;0;7;200;2663
28.06.2024 22:00:00;28.06.2024 23:00:00;0;0;1817;618;0;7;214;2656
28.06.2024 23:00:00;29.06.2024 00:00:00;0;0;1815;674;0;6;199;2694
29.06.2024 00:00:00;29.06.2024 01:00:00;0;0;1800;582;0;4;205;2591
29.06.2024 01:00:00;29.06.2024 02:00:00;0;0;1796;566;0;5;191;2558
29.06.2024 02:00:00;29.06.2024 03:00:00;0;0;1785;558;0;8;190;2541
29.06.2024 03:00:00;29.06.2024 04:00:00;0;0;1780;550;0;11;203;2544
29.06.2024 04:00:00;29.06.2024 05:00:00;0;0;1784;532;0;10;213;2539
29.06.2024 05:00:00;29.06.2024 06:00:00;0;0;1784;534;0;10;208;2536
29.06.2024 06:00:00;29.06.2024 07:00:00;0;0;1790;605;0;10;207;2612
29.06.2024 07:00:00;29.06.2024 08:00:00;0;0;1790;566;0;9;222;2587
29.06.2024 08:00:00;29.06.2024 09:00:00;0;0;1779;598;0;9;225;2611
29.06.2024 09:00:00;29.06.2024 10:00:00;0;0;1768;440;0;9;225;2442
29.06.2024 10:00:00;29.06.2024 11:00:00;0;0;1748;278;0;9;226;2261
29.06.2024 11:00:00;29.06.2024 12:00:00;0;0;1709;271;0;9;226;2215
29.06.2024 12:00:00;29.06.2024 13:00:00;0;0;1702;339;0;10;66;2117
29.06.2024 13:00:00;29.06.2024 14:00:00;0;0;1715;355;0;10;63;2143
29.06.2024 14:00:00;29.06.2024 15:00:00;0;0;1714;234;0;12;195;2155
29.06.2024 15:00:00;29.06.2024 16:00:00;0;0;1719;345;0;11;184;2259
29.06.2024 16:00:00;29.06.2024 17:00:00;0;0;1753;535;0;10;180;2478
29.06.2024 17:00:00;29.06.2024 18:00:00;0;0;1760;660;0;9;180;2609
29.06.2024 18:00:00;29.06.2024 19:00:00;0;0;1765;630;0;9;170;2574
29.06.2024 19:00:00;29.06.2024 20:00:00;0;0;1763;611;0;9;159;2542
29.06.2024 20:00:00;29.06.2024 21:00:00;0;0;1776;571;0;10;183;2540
29.06.2024 21:00:00;29.06.2024 22:00:00;0;0;1779;583;0;10;183;2555
29.06.2024 22:00:00;29.06.2024 23:00:00;0;0;1784;601;0;10;169;2564
29.06.2024 23:00:00;30.06.2024 00:00:00;0;0;1782;577;0;10;180;2549
30.06.2024 00:00:00;30.06.2024 01:00:00;0;0;1775;592;0;10;179;2556
30.06.2024 01:00:00;30.06.2024 02:00:00;0;0;1759;568;0;9;161;2497
30.06.2024 02:00:00;30.06.2024 03:00:00;0;0;1755;570;0;9;138;2472
30.06.2024 03:00:00;30.06.2024 04:00:00;0;0;1743;569;0;9;110;2431
30.06.2024 04:00:00;30.06.2024 05:00:00;0;0;1739;542;0;9;104;2394
30.06.2024 05:00:00;30.06.2024 06:00:00;0;0;1733;385;0;9;85;2212
30.06.2024 06:00:00;30.06.2024 07:00:00;0;0;1736;411;0;9;52;2208
30.06.2024 07:00:00;30.06.2024 08:00:00;0;0;1728;429;0;9;25;2191
30.06.2024 08:00:00;30.06.2024 09:00:00;0;0;1723;454;0;10;20;2207
30.06.2024 09:00:00;30.06.2024 10:00:00;0;0;1680;386;0;11;21;2098
30.06.2024 10:00:00;30.06.2024 11:00:00;0;0;1659;494;0;13;1;2167
30.06.2024 11:00:00;30.06.2024 12:00:00;0;0;1663;487;0;15;0;2165
30.06.2024 12:00:00;30.06.2024 13:00:00;0;0;1688;555;0;16;0;2259
30.06.2024 13:00:00;30.06.2024 14:00:00;0;0;1692;478;0;16;0;2186
30.06.2024 14:00:00;30.06.2024 15:00:00;0;0;1692;477;0;16;0;2185
30.06.2024 15:00:00;30.06.2024 16:00:00;0;0;1698;576;0;16;35;2325
30.06.2024 16:00:00;30.06.2024 17:00:00;0;0;1690;697;0;16;24;2427
30.06.2024 17:00:00;30.06.2024 18:00:00;0;0;1684;821;0;15;25;2545
30.06.2024 18:00:00;30.06.2024 19:00:00;0;0;1716;823;0;15;26;2580
30.06.2024 19:00:00;30.06.2024 20:00:00;0;0;1713;818;0;15;24;2570
30.06.2024 20:00:00;30.06.2024 21:00:00;0;0;1713;775;0;15;19;2522
30.06.2024 21:00:00;30.06.2024 22:00:00;0;0;1717;663;0;15;23;2418
30.06.2024 22:00:00;30.06.2024 23:00:00;0;0;1720;676;0;15;31;2442
30.06.2024 23:00:00;01.07.2024 00:00:00;0;0;1708;651;0;15;41;2415
01.07.2024 00:00:00;01.07.2024 01:00:00;0;0;1715;668;0;16;43;2442
01.07.2024 01:00:00;01.07.2024 02:00:00;0;0;1707;676;0;16;48;2447
01.07.2024 02:00:00;01.07.2024 03:00:00;0;0;1711;672;0;19;54;2456
01.07.2024 03:00:00;01.07.2024 04:00:00;0;0;1710;669;0;16;73;2468
01.07.2024 04:00:00;01.07.2024 05:00:00;0;0;1718;672;0;17;48;2455
01.07.2024 05:00:00;01.07.2024 06:00:00;0;0;1719;673;0;16;33;2441
01.07.2024 06:00:00;01.07.2024 07:00:00;0;0;1729;682;0;17;25;2453
01.07.2024 07:00:00;01.07.2024 08:00:00;0;0;1724;666;0;18;13;2421
01.07.2024 08:00:00;01.07.2024 09:00:00;0;0;1728;655;0;17;20;2420
01.07.2024 09:00:00;01.07.2024 10:00:00;0;0;1737;643;0;17;26;2423
01.07.2024 10:00:00;01.07.2024 11:00:00;0;0;1733;704;0;16;27;2480
01.07.2024 11:00:00;01.07.2024 12:00:00;0;0;1739;725;0;16;34;2514
01.07.2024 12:00:00;01.07.2024 13:00:00;0;0;1743;722;0;16;47;2528
01.07.2024 13:00:00;01.07.2024 14:00:00;0;0;1744;861;0;17;41;2663
01.07.2024 14:00:00;01.07.2024 15:00:00;0;0;1731;858;0;17;29;2635
01.07.2024 15:00:00;01.07.2024 16:00:00;0;0;1734;662;0;16;41;2453
01.07.2024 16:00:00;01.07.2024 17:00:00;0;0;1729;692;0;15;51;2487
01.07.2024 17:00:00;01.07.2024 18:00:00;0;0;1728;679;0;15;75;2497
01.07.2024 18:00:00;01.07.2024 19:00:00;0;0;1720;614;0;15;69;2418
01.07.2024 19:00:00;01.07.2024 20:00:00;0;0;1720;685;0;15;53;2473
01.07.2024 20:00:00;01.07.2024 21:00:00;0;0;1727;633;0;15;28;2403
01.07.2024 21:00:00;01.07.2024 22:00:00;0;0;1728;632;0;16;19;2395
01.07.2024 22:00:00;01.07.2024 23:00:00;0;0;1724;643;0;17;45;2429
01.07.2024 23:00:00;02.07.2024 00:00:00;0;0;1720;713;0;16;85;2534
02.07.2024 00:00:00;02.07.2024 01:00:00;0;0;1696;695;0;21;95;2507
02.07.2024 01:00:00;02.07.2024 02:00:00;0;0;1694;702;0;22;82;2500
02.07.2024 02:00:00;02.07.2024 03:00:00;0;0;1718;706;0;20;59;2503
02.07.2024 03:00:00;02.07.2024 04:00:00;0;0;1702;693;0;17;43;2455
02.07.2024 04:00:00;02.07.2024 05:00:00;0;0;1708;679;0;19;31;2437
02.07.2024 05:00:00;02.07.2024 06:00:00;0;0;1707;679;0;21;26;2433
02.07.2024 06:00:00;02.07.2024 07:00:00;0;0;1718;694;0;19;12;2443
02.07.2024 07:00:00;02.07.2024 08:00:00;0;0;1724;696;0;16;4;2440
02.07.2024 08:00:00;02.07.2024 09:00:00;0;0;1726;691;0;14;1;2432
02.07.2024 09:00:00;02.07.2024 10:00:00;0;0;1728;669;0;11;1;2409
02.07.2024 10:00:00;02.07.2024 11:00:00;0;0;1726;602;0;14;1;2343
02.07.2024 11:00:00;02.07.2024 12:00:00;0;0;1713;657;0;14;0;2384
02.07.2024 12:00:00;02.07.2024 13:00:00;0;0;1710;642;0;15;6;2373
02.07.2024 13:00:00;02.07.2024 14:00:00;0;0;1717;654;0;15;8;2394
02.07.2024 14:00:00;02.07.2024 15:00:00;0;0;1710;587;0;15;5;2317
02.07.2024 15:00:00;02.07.2024 16:00:00;0;0;1708;626;0;13;7;2354
02.07.2024 16:00:00;02.07.2024 17:00:00;0;0;1705;650;0;14;13;2382
02.07.2024 17:00:00;02.07.2024 18:00:00;0;0;1704;768;0;17;19;2508
02.07.2024 18:00:00;02.07.2024 19:00:00;0;0;1693;766;0;17;22;2498
02.07.2024 19:00:00;02.07.2024 20:00:00;0;0;1716;779;0;16;12;2523
02.07.2024 20:00:00;02.07.2024 21:00:00;0;0;1719;652;0;16;9;2396
02.07.2024 21:00:00;02.07.2024 22:00:00;0;0;1718;703;0;17;23;2461
02.07.2024 22:00:00;02.07.2024 23:00:00;0;0;1716;709;0;18;39;2482
02.07.2024 23:00:00;03.07.2024 00:00:00;0;0;1710;695;0;17;38;2460
03.07.2024 00:00:00;03.07.2024 01:00:00;0;0;1667;769;0;21;47;2504
03.07.2024 01:00:00;03.07.2024 02:00:00;0;0;1674;758;0;23;74;2529
03.07.2024 02:00:00;03.07.2024 03:00:00;0;0;1698;731;0;21;85;2535
03.07.2024 03:00:00;03.07.2024 04:00:00;0;0;1676;700;0;17;75;2468
03.07.2024 04:00:00;03.07.2024 05:00:00;0;0;1675;598;0;20;76;2369
03.07.2024 05:00:00;03.07.2024 06:00:00;0;0;1673;623;0;21;75;2392
03.07.2024 06:00:00;03.07.2024 07:00:00;0;0;1672;732;0;19;56;2479
03.07.2024 07:00:00;03.07.2024 08:00:00;0;0;1680;858;0;16;34;2588
03.07.2024 08:00:00;03.07.2024 09:00:00;0;0;1700;929;1;16;21;2667
03.07.2024 09:00:00;03.07.2024 10:00:00;0;0;1695;864;1;15;17;2592
03.07.2024 10:00:00;03.07.2024 11:00:00;0;0;1694;834;1;15;11;2555
03.07.2024 11:00:00;03.07.2024 12:00:00;0;0;1694;797;1;15;8;2515
03.07.2024 12:00:00;03.07.2024 13:00:00;0;0;1687;786;1;15;7;2496
03.07.2024 13:00:00;03.07.2024 14:00:00;0;0;1689;774;1;15;2;2481
03.07.2024 14:00:00;03.07.2024 15:00:00;0;0;1688;639;1;15;0;2343
03.07.2024 15:00:00;03.07.2024 16:00:00;0;0;1671;562;0;15;1;2249
03.07.2024 16:00:00;03.07.2024 17:00:00;0;0;1664;541;0;15;1;2221
03.07.2024 17:00:00;03.07.2024 18:00:00;0;0;1666;678;0;16;11;2371
03.07.2024 18:00:00;03.07.2024 19:00:00;0;0;1661;649;0;16;21;2347
03.07.2024 19:00:00;03.07.2024 20:00:00;0;0;1660;666;0;16;28;2370
03.07.2024 20:00:00;03.07.2024 21:00:00;0;0;1662;748;0;16;56;2482
03.07.2024 21:00:00;03.07.2024 22:00:00;0;0;1663;727;0;17;74;2481
03.07.2024 22:00:00;03.07.2024 23:00:00;0;0;1657;658;0;18;70;2403
03.07.2024 23:00:00;04.07.2024 00:00:00;0;0;1652;622;0;16;86;2376
04.07.2024 00:00:00;04.07.2024 01:00:00;0;0;1620;634;0;21;98;2373
04.07.2024 01:00:00;04.07.2024 02:00:00;0;0;1602;393;0;22;96;2113
04.07.2024 02:00:00;04.07.2024 03:00:00;0;0;1624;374;0;20;75;2093
04.07.2024 03:00:00;04.07.2024 04:00:00;0;0;1623;480;0;17;64;2184
04.07.2024 04:00:00;04.07.2024 05:00:00;0;0;1620;383;0;19;80;2102
04.07.2024 05:00:00;04.07.2024 06:00:00;0;0;1622;419;0;21;74;2136
04.07.2024 06:00:00;04.07.2024 07:00:00;0;0;1621;393;0;19;84;2117
04.07.2024 07:00:00;04.07.2024 08:00:00;0;0;1625;440;0;16;81;2162
04.07.2024 08:00:00;04.07.2024 09:00:00;0;0;1631;526;0;15;100;2272
04.07.2024 09:00:00;04.07.2024 10:00:00;0;0;1633;495;0;15;102;2245
04.07.2024 10:00:00;04.07.2024 11:00:00;0;0;1639;622;0;15;93;2369
04.07.2024 11:00:00;04.07.2024 12:00:00;0;0;1638;626;0;14;20;2298
04.07.2024 12:00:00;04.07.2024 13:00:00;0;0;1639;340;0;14;27;2020
04.07.2024 13:00:00;04.07.2024 14:00:00;0;0;1633;364;0;14;35;2046
04.07.2024 14:00:00;04.07.2024 15:00:00;0;0;1613;389;0;14;24;2040
04.07.2024 15:00:00;04.07.2024 16:00:00;0;0;1624;387;0;14;34;2059
04.07.2024 16:00:00;04.07.2024 17:00:00;0;0;1625;228;2;14;28;1897
04.07.2024 17:00:00;04.07.2024 18:00:00;0;0;1619;237;0;16;84;1956
04.07.2024 18:00:00;04.07.2024 19:00:00;0;0;1632;462;0;16;87;2197
04.07.2024 19:00:00;04.07.2024 20:00:00;0;0;1633;486;0;16;67;2202
04.07.2024 20:00:00;04.07.2024 21:00:00;0;0;1638;580;0;16;112;2346
04.07.2024 21:00:00;04.07.2024 22:00:00;0;0;1637;581;0;17;97;2332
04.07.2024 22:00:00;04.07.2024 23:00:00;0;0;1631;597;0;18;66;2312
04.07.2024 23:00:00;05.07.2024 00:00:00;0;0;1627;555;0;16;67;2265
05.07.2024 00:00:00;05.07.2024 01:00:00;0;0;1585;427;0;21;82;2115
05.07.2024 01:00:00;05.07.2024 02:00:00;0;0;1580;335;0;23;84;2022
05.07.2024 02:00:00;05.07.2024 03:00:00;0;0;1606;338;0;21;87;2052
05.07.2024 03:00:00;05.07.2024 04:00:00;0;0;1604;337;0;18;95;2054
05.07.2024 04:00:00;05.07.2024 05:00:00;0;0;1602;339;0;21;124;2086
05.07.2024 05:00:00;05.07.2024 06:00:00;0;0;1608;352;0;22;137;2119
05.07.2024 06:00:00;05.07.2024 07:00:00;0;0;1610;370;0;20;149;2149
05.07.2024 07:00:00;05.07.2024 08:00:00;0;0;1617;492;0;17;113;2239
05.07.2024 08:00:00;05.07.2024 09:00:00;0;0;1621;621;0;16;113;2371
05.07.2024 09:00:00;05.07.2024 10:00:00;0;0;1612;330;0;16;115;2073
05.07.2024 10:00:00;05.07.2024 11:00:00;0;0;1624;549;0;18;114;2305
05.07.2024 11:00:00;05.07.2024 12:00:00;0;0;1628;516;0;19;10;2173
05.07.2024 12:00:00;05.07.2024 13:00:00;0;0;1609;523;0;19;18;2169
05.07.2024 13:00:00;05.07.2024 14:00:00;0;0;1619;572;0;19;29;2239
05.07.2024 14:00:00;05.07.2024 15:00:00;0;0;1623;493;0;19;43;2178
05.07.2024 15:00:00;05.07.2024 16:00:00;0;0;1629;495;0;19;88;2231
05.07.2024 16:00:00;05.07.2024 17:00:00;0;0;1634;530;0;19;100;2283
05.07.2024 17:00:00;05.07.2024 18:00:00;0;0;1631;418;0;21;102;2172
05.07.2024 18:00:00;05.07.2024 19:00:00;0;0;1628;518;0;21;87;2254
05.07.2024 19:00:00;05.07.2024 20:00:00;0;0;1621;589;0;20;69;2299
05.07.2024 20:00:00;05.07.2024 21:00:00;0;0;1619;639;0;20;48;2326
05.07.2024 21:00:00;05.07.2024 22:00:00;0;0;1627;635;0;21;46;2329
05.07.2024 22:00:00;05.07.2024 23:00:00;0;0;1622;631;0;22;48;2323
05.07.2024 23:00:00;06.07.2024 00:00:00;0;0;1626;645;0;20;50;2341
06.07.2024 00:00:00;06.07.2024 01:00:00;0;0;1625;626;0;20;77;2348
06.07.2024 01:00:00;06.07.2024 02:00:00;0;0;1628;655;0;20;115;2418
06.07.2024 02:00:00;06.07.2024 03:00:00;0;0;1619;587;0;21;118;2345
06.07.2024 03:00:00;06.07.2024 04:00:00;0;0;1617;529;0;21;132;2299
06.07.2024 04:00:00;06.07.2024 05:00:00;0;0;1617;409;0;21;93;2140
06.07.2024 05:00:00;06.07.2024 06:00:00;0;0;1628;379;0;21;95;2123
06.07.2024 06:00:00;06.07.2024 07:00:00;0;0;1625;431;0;21;107;2184
06.07.2024 07:00:00;06.07.2024 08:00:00;0;0;1621;437;0;20;66;2144
06.07.2024 08:00:00;06.07.2024 09:00:00;0;0;1627;416;0;20;52;2115
06.07.2024 09:00:00;06.07.2024 10:00:00;0;0;1618;392;0;20;21;2051
06.07.2024 10:00:00;06.07.2024 11:00:00;0;0;1603;376;1;20;23;2023
06.07.2024 11:00:00;06.07.2024 12:00:00;0;0;1559;366;1;20;24;1970
06.07.2024 12:00:00;06.07.2024 13:00:00;0;0;1552;354;1;22;29;1958
06.07.2024 13:00:00;06.07.2024 14:00:00;0;0;1564;272;0;21;27;1884
06.07.2024 14:00:00;06.07.2024 15:00:00;0;0;1550;170;0;23;14;1757
06.07.2024 15:00:00;06.07.2024 16:00:00;0;0;1552;170;0;22;5;1749
06.07.2024 16:00:00;06.07.2024 17:00:00;0;0;1557;260;0;22;7;1846
06.07.2024 17:00:00;06.07.2024 18:00:00;0;0;1602;315;1;20;15;1953
06.07.2024 18:00:00;06.07.2024 19:00:00;0;0;1603;319;1;20;103;2046
06.07.2024 19:00:00;06.07.2024 20:00:00;0;0;1611;471;0;21;38;2141
06.07.2024 20:00:00;06.07.2024 21:00:00;0;0;1607;393;0;21;67;2088
06.07.2024 21:00:00;06.07.2024 22:00:00;0;0;1613;351;0;21;52;2037
06.07.2024 22:00:00;06.07.2024 23:00:00;0;0;1603;387;0;21;35;2046
06.07.2024 23:00:00;07.07.2024 00:00:00;0;0;1608;398;0;21;51;2078
07.07.2024 00:00:00;07.07.2024 01:00:00;0;0;1615;518;0;22;35;2190
07.07.2024 01:00:00;07.07.2024 02:00:00;0;0;1612;561;0;20;46;2239
07.07.2024 02:00:00;07.07.2024 03:00:00;0;0;1611;416;0;20;54;2101
07.07.2024 03:00:00;07.07.2024 04:00:00;0;0;1604;417;0;20;62;2103
07.07.2024 04:00:00;07.07.2024 05:00:00;0;0;1616;426;0;20;52;2114
07.07.2024 05:00:00;07.07.2024 06:00:00;0;0;1605;418;0;20;47;2090
07.07.2024 06:00:00;07.07.2024 07:00:00;0;0;1609;422;0;20;40;2091
07.07.2024 07:00:00;07.07.2024 08:00:00;0;0;1609;429;0;20;48;2106
07.07.2024 08:00:00;07.07.2024 09:00:00;0;0;1613;331;0;19;54;2017
07.07.2024 09:00:00;07.07.2024 10:00:00;0;0;1602;368;0;20;52;2042
07.07.2024 10:00:00;07.07.2024 11:00:00;0;0;1601;394;0;20;45;2060
07.07.2024 11:00:00;07.07.2024 12:00:00;0;0;1582;404;0;19;45;2050
07.07.2024 12:00:00;07.07.2024 13:00:00;0;0;1573;404;0;19;45;2041
07.07.2024 13:00:00;07.07.2024 14:00:00;0;0;1581;403;0;19;45;2048
07.07.2024 14:00:00;07.07.2024 15:00:00;0;0;1581;402;0;19;46;2048
07.07.2024 15:00:00;07.07.2024 16:00:00;0;0;1590;434;0;19;54;2097
07.07.2024 16:00:00;07.07.2024 17:00:00;0;0;1596;398;0;19;189;2202
07.07.2024 17:00:00;07.07.2024 18:00:00;0;0;1631;471;0;19;196;2317
07.07.2024 18:00:00;07.07.2024 19:00:00;0;0;1645;552;0;18;202;2417
07.07.2024 19:00:00;07.07.2024 20:00:00;0;0;1647;598;0;19;177;2441
07.07.2024 20:00:00;07.07.2024 21:00:00;0;0;1643;615;0;19;159;2436
07.07.2024 21:00:00;07.07.2024 22:00:00;0;0;1644;602;0;19;130;2395
07.07.2024 22:00:00;07.07.2024 23:00:00;0;0;1648;620;0;19;87;2374
07.07.2024 23:00:00;08.07.2024 00:00:00;0;0;1663;608;0;19;107;2397
08.07.2024 00:00:00;08.07.2024 01:00:00;0;0;1652;726;0;19;122;2519
08.07.2024 01:00:00;08.07.2024 02:00:00;0;0;1667;732;0;20;117;2536
08.07.2024 02:00:00;08.07.2024 03:00:00;0;0;1673;701;0;23;136;2533
08.07.2024 03:00:00;08.07.2024 04:00:00;0;0;1671;677;0;20;122;2490
08.07.2024 04:00:00;08.07.2024 05:00:00;0;0;1673;689;0;20;98;2480
08.07.2024 05:00:00;08.07.2024 06:00:00;0;0;1675;661;0;20;105;2461
08.07.2024 06:00:00;08.07.2024 07:00:00;0;0;1680;713;0;20;81;2494
08.07.2024 07:00:00;08.07.2024 08:00:00;0;0;1694;700;0;21;57;2472
08.07.2024 08:00:00;08.07.2024 09:00:00;0;0;1699;727;0;20;58;2504
08.07.2024 09:00:00;08.07.2024 10:00:00;0;0;1692;726;0;19;56;2493
08.07.2024 10:00:00;08.07.2024 11:00:00;0;0;1706;728;0;19;51;2504
08.07.2024 11:00:00;08.07.2024 12:00:00;0;0;1738;681;0;19;42;2480
08.07.2024 12:00:00;08.07.2024 13:00:00;0;0;1736;471;0;20;50;2277
08.07.2024 13:00:00;08.07.2024 14:00:00;0;0;1746;352;0;21;46;2165
08.07.2024 14:00:00;08.07.2024 15:00:00;0;0;1743;545;0;21;43;2352
08.07.2024 15:00:00;08.07.2024 16:00:00;0;0;1750;688;0;19;68;2525
08.07.2024 16:00:00;08.07.2024 17:00:00;0;0;1754;722;0;19;64;2559
08.07.2024 17:00:00;08.07.2024 18:00:00;0;0;1749;767;0;19;67;2602
08.07.2024 18:00:00;08.07.2024 19:00:00;0;0;1742;767;0;19;60;2588
08.07.2024 19:00:00;08.07.2024 20:00:00;0;0;1736;775;0;19;54;2584
08.07.2024 20:00:00;08.07.2024 21:00:00;0;0;1735;762;0;18;51;2566
08.07.2024 21:00:00;08.07.2024 22:00:00;0;0;1744;663;0;20;36;2463
08.07.2024 22:00:00;08.07.2024 23:00:00;0;0;1754;558;0;20;25;2357
08.07.2024 23:00:00;09.07.2024 00:00:00;0;0;1761;703;0;20;28;2512
09.07.2024 00:00:00;09.07.2024 01:00:00;0;0;1743;746;0;23;38;2550
09.07.2024 01:00:00;09.07.2024 02:00:00;0;0;1767;780;0;24;33;2604
09.07.2024 02:00:00;09.07.2024 03:00:00;0;0;1799;774;0;22;20;2615
09.07.2024 03:00:00;09.07.2024 04:00:00;0;0;1802;802;0;19;12;2635
09.07.2024 04:00:00;09.07.2024 05:00:00;0;0;1807;763;0;21;9;2600
09.07.2024 05:00:00;09.07.2024 06:00:00;0;0;1817;759;0;23;4;2603
09.07.2024 06:00:00;09.07.2024 07:00:00;0;0;1826;779;0;21;2;2628
09.07.2024 07:00:00;09.07.2024 08:00:00;0;0;1823;809;0;18;1;2651
09.07.2024 08:00:00;09.07.2024 09:00:00;0;0;1828;821;0;18;0;2667
09.07.2024 09:00:00;09.07.2024 10:00:00;0;0;1827;823;0;17;0;2667
09.07.2024 10:00:00;09.07.2024 11:00:00;0;0;1814;671;1;17;0;2503
09.07.2024 11:00:00;09.07.2024 12:00:00;0;0;1812;410;0;17;1;2240
09.07.2024 12:00:00;09.07.2024 13:00:00;0;0;1803;391;0;17;4;2215
09.07.2024 13:00:00;09.07.2024 14:00:00;0;0;1790;337;0;17;10;2154
09.07.2024 14:00:00;09.07.2024 15:00:00;0;0;1802;382;0;17;15;2216
09.07.2024 15:00:00;09.07.2024 16:00:00;0;0;1802;330;0;17;18;2167
09.07.2024 16:00:00;09.07.2024 17:00:00;0;0;1802;433;2;17;15;2269
09.07.2024 17:00:00;09.07.2024 18:00:00;0;0;1807;604;0;19;11;2441
09.07.2024 18:00:00;09.07.2024 19:00:00;0;0;1813;766;0;19;14;2612
09.07.2024 19:00:00;09.07.2024 20:00:00;0;0;1818;820;0;19;13;2670
09.07.2024 20:00:00;09.07.2024 21:00:00;0;0;1828;968;0;19;6;2821
09.07.2024 21:00:00;09.07.2024 22:00:00;0;0;1830;913;0;19;11;2773
09.07.2024 22:00:00;09.07.2024 23:00:00;0;0;1826;755;0;20;10;2611
09.07.2024 23:00:00;10.07.2024 00:00:00;0;0;1825;690;0;19;16;2550
10.07.2024 00:00:00;10.07.2024 01:00:00;0;0;1817;786;0;23;17;2643
10.07.2024 01:00:00;10.07.2024 02:00:00;0;0;1825;738;0;24;24;2611
10.07.2024 02:00:00;10.07.2024 03:00:00;0;0;1856;734;0;22;27;2639
10.07.2024 03:00:00;10.07.2024 04:00:00;0;0;1861;745;0;19;35;2660
10.07.2024 04:00:00;10.07.2024 05:00:00;0;0;1850;743;0;21;41;2655
10.07.2024 05:00:00;10.07.2024 06:00:00;0;0;1836;756;0;23;39;2654
10.07.2024 06:00:00;10.07.2024 07:00:00;0;0;1835;839;0;21;41;2736
10.07.2024 07:00:00;10.07.2024 08:00:00;0;0;1837;730;0;18;61;2646
10.07.2024 08:00:00;10.07.2024 09:00:00;0;0;1830;596;0;17;100;2543
10.07.2024 09:00:00;10.07.2024 10:00:00;0;0;1863;782;0;17;113;2775
10.07.2024 10:00:00;10.07.2024 11:00:00;0;0;1861;795;0;17;130;2803
10.07.2024 11:00:00;10.07.2024 12:00:00;0;0;1844;778;0;16;145;2783
10.07.2024 12:00:00;10.07.2024 13:00:00;0;0;1840;743;1;16;196;2796
10.07.2024 13:00:00;10.07.2024 14:00:00;0;0;1849;785;0;16;219;2869
10.07.2024 14:00:00;10.07.2024 15:00:00;0;0;1861;792;0;16;222;2891
10.07.2024 15:00:00;10.07.2024 16:00:00;0;0;1876;780;0;16;227;2899
10.07.2024 16:00:00;10.07.2024 17:00:00;0;0;1899;794;0;16;221;2930
